row_id,index,stageIds,gameId,createdAt,text,playerId,type,submitted,gametype,targets,payoffs,repNum,playerIds,game_cond,chat_cond
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,hi how are you,uR9TLdRXHghePQpCT,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,"Hi, i'm good",RWemhuMYyr86Szqqd,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,How are you?,RWemhuMYyr86Szqqd,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,i'm good thanks,uR9TLdRXHghePQpCT,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,whats the weather like where you live?,uR9TLdRXHghePQpCT,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,it's alright aha,RWemhuMYyr86Szqqd,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,how is it where you live?,RWemhuMYyr86Szqqd,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,thats great,uR9TLdRXHghePQpCT,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,it was sunny today.,uR9TLdRXHghePQpCT,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
HQG57r7iTSptzQdE5,0,HC23DmE9oqkRbTxBi,GnMyShfHu4LomZLYa,2022-04-13T18:54:57Z,thats nice,RWemhuMYyr86Szqqd,message,FALSE,NA,NA,NA,NA,"RWemhuMYyr86Szqqd,uR9TLdRXHghePQpCT",mix,nochat
