_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.role,data.name,data.avatar,data.nameColor,data.bonus,data.targets,data.clicked,data.scoreIncrement,data.exitTimeoutId,data.exited
AJrLDRkYewARNLBXX,,2022-04-13T18:55:04Z,,,ExitSurvey,2022-04-13T19:05:20Z,finished,,,,2022-04-13T18:54:24Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.8200000000000016,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,3,,
ZCcGwHMaKSbFbokRo,,2022-04-13T18:57:48Z,,,ExitSurvey,2022-04-13T19:09:42Z,finished,,,,2022-04-13T18:54:26Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.02,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,0,,
PmhhzXheSvD6qjgwB,,2022-04-13T18:55:59Z,,,ExitSurvey,2022-04-13T19:06:45Z,finished,,,,2022-04-13T18:54:26Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.600000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",A,6,,
T2ZeztYND6LedKpce,,2022-04-13T18:55:51Z,,,ExitSurvey,2022-04-13T19:06:45Z,finished,,,,2022-04-13T18:54:28Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.5400000000000014,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",A,6,,
fvvRbvHPnTKzF4oWj,,2022-04-13T18:57:15Z,,,ExitSurvey,2022-04-13T19:09:06Z,finished,,,,2022-04-13T18:54:29Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.5400000000000014,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",B,5,,
phrcawmaiMANbJD4i,,2022-04-13T18:55:39Z,,,ExitSurvey,2022-04-13T19:05:20Z,finished,,,,2022-04-13T18:54:38Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.340000000000001,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",B,4,,
zANW57pB3TaNFu8mL,,2022-04-13T18:55:47Z,,,ExitSurvey,2022-04-13T19:09:13Z,finished,,,,2022-04-13T18:54:44Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.3400000000000016,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}",A,6,,
X5NDd4fazoGjwCZLg,,2022-04-13T18:57:50Z,,,ExitSurvey,2022-04-13T19:09:42Z,finished,,,,2022-04-13T18:54:49Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.3800000000000003,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,0,,
5iRWyjjYE5GgCEF3u,,2022-04-13T18:56:30Z,,,ExitSurvey,2022-04-13T19:09:27Z,finished,,,,2022-04-13T18:54:53Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0000000000000013,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,0,,
YHExs9hQipWbAZrS4,,2022-04-13T18:56:35Z,,,ExitSurvey,2022-04-13T19:09:27Z,finished,,,,2022-04-13T18:54:54Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.6800000000000006,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,0,,
mckhbbRAPYJhp2TxX,,2022-04-13T18:57:11Z,,,ExitSurvey,2022-04-13T19:09:06Z,finished,,,,2022-04-13T18:54:56Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.800000000000001,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",B,9,,
fWzbgdno98aYJSWAu,,2022-04-13T18:56:08Z,,,ExitSurvey,2022-04-13T19:07:11Z,finished,,,,2022-04-13T18:54:59Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.7800000000000007,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,5,,
LuHGFoxiqWGtuNg7G,,2022-04-13T18:56:22Z,,,ExitSurvey,2022-04-13T19:07:11Z,finished,,,,2022-04-13T18:55:03Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.820000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,5,,
8vThJjNzMfmhJJckt,,2022-04-13T18:55:34Z,,,ExitSurvey,2022-04-13T19:05:22Z,finished,,,,2022-04-13T18:55:07Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.140000000000002,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,5,,
mGk9Qf9jxNZ84THCa,,2022-04-13T18:57:15Z,,,ExitSurvey,2022-04-13T19:07:51Z,finished,,,,2022-04-13T18:55:15Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.5400000000000005,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}",B,0,,
XpXSjLpKDZzzwrEGh,,2022-04-13T18:56:49Z,,,ExitSurvey,2022-04-13T19:11:04Z,finished,,,,2022-04-13T18:55:17Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.5200000000000005,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",A,4,,
qujkhPogvuPWY7bbY,,2022-04-13T18:56:56Z,,,ExitSurvey,2022-04-13T19:11:04Z,finished,,,,2022-04-13T18:55:28Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.5800000000000003,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,5,,
Rw4mrpwJHHcjSwojn,,2022-04-13T18:58:11Z,,,ExitSurvey,2022-04-13T19:08:33Z,finished,,,,2022-04-13T18:55:30Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.7600000000000016,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,4,,
m4k3yiv3A2tSmTPmx,,2022-04-13T18:56:41Z,,,ExitSurvey,2022-04-13T19:06:54Z,finished,,,,2022-04-13T18:55:37Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.740000000000001,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",B,2,,
AMv5odimgoF7F3MLu,,2022-04-13T18:57:41Z,,,ExitSurvey,2022-04-13T19:08:26Z,finished,,,,2022-04-13T18:56:00Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.9400000000000013,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}",A,4,,
6EXM9Z3Toquy7STAW,,2022-04-13T18:58:08Z,,,ExitSurvey,2022-04-13T19:08:33Z,finished,,,,2022-04-13T18:56:09Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.860000000000002,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,4,,
W8Y6onjZ7LTmMuGTF,,2022-04-13T18:59:09Z,,,ExitSurvey,2022-04-13T19:11:27Z,finished,,,,2022-04-13T18:56:23Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.8400000000000007,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,9,,
mN7YjcnPmcH3jgCd3,,2022-04-13T18:57:26Z,,,ExitSurvey,2022-04-13T19:07:51Z,finished,,,,2022-04-13T18:56:50Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.1399999999999997,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,0,,
GPAcbtofRTpAmTQCY,,2022-04-13T19:01:39Z,,,ExitSurvey,2022-04-13T19:13:46Z,finished,,,,2022-04-13T18:58:47Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.4400000000000017,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,2,,
DxFPKqoPNwcPahbzF,,2022-04-13T19:01:11Z,,,ExitSurvey,2022-04-13T19:11:27Z,finished,,,,2022-04-13T18:58:58Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.060000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,0,,
RBbiYyyeroFpn59Wx,,2022-04-13T19:03:43Z,,,ExitSurvey,2022-04-13T19:19:30Z,finished,,,,2022-04-13T19:00:37Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.560000000000002,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,5,,
irzamE7DkmYQqe7FJ,,2022-04-13T19:02:17Z,,,ExitSurvey,2022-04-13T19:13:46Z,finished,,,,2022-04-13T19:01:12Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.04,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,8,,
kCJuhWGgHaTMW6Ta6,,2022-04-13T19:05:04Z,,,ExitSurvey,2022-04-13T19:19:30Z,finished,,,,2022-04-13T19:03:17Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.5800000000000014,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,5,,
HXNaofqvSjmejXDvC,,2022-04-13T19:06:07Z,,,,2022-04-13T19:38:22Z,gameLobbyTimedOut,,,,2022-04-13T19:05:12Z,,,,,,,,,,
dyk5nGerhjXRK4g2B,,2022-04-13T19:28:45Z,,,ExitSurvey,2022-04-13T19:40:38Z,finished,,,,2022-04-13T19:19:56Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.560000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,9,,
n4ChvMhYJZYkX75v2,,2022-04-13T19:28:47Z,,,ExitSurvey,2022-04-13T19:40:38Z,finished,,,,2022-04-13T19:28:39Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.4200000000000004,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,0,,
72BZTgAAF6BXwkrPZ,,2022-04-13T19:33:22Z,,,"Sorry,ExitSurvey",2022-04-13T19:38:22Z,gameLobbyTimedOut,,,,2022-04-13T19:31:05Z,,,,,,,,,,
ygvrgu9bDiEBhE7Mq,,2022-04-13T19:47:18Z,,,ExitSurvey,2022-04-13T20:11:14Z,finished,,,,2022-04-13T19:45:50Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.260000000000002,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,7,,
2j7h5mLfWE3sjBjNf,,2022-04-13T19:46:21Z,,,"Sorry,ExitSurvey",2022-04-13T19:53:46Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-04-13T19:45:54Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.1000000000000005,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}",false,0,6182,true
sGYvAG42zk82XcJNJ,,2022-04-13T19:47:09Z,,,ExitSurvey,2022-04-13T20:08:18Z,finished,,,,2022-04-13T19:45:58Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.860000000000002,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,1,,
qQE4sqoNsaP2LT6Fk,,2022-04-13T19:47:05Z,,,ExitSurvey,2022-04-13T20:07:04Z,finished,,,,2022-04-13T19:46:00Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.7000000000000015,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,2,,
ZbMRfSKFMv6nWvefB,,2022-04-13T19:47:06Z,,,ExitSurvey,2022-04-13T20:07:04Z,finished,,,,2022-04-13T19:46:05Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.7000000000000015,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,2,,
y99CBK5mthifhbZKK,,2022-04-13T19:49:28Z,,,ExitSurvey,2022-04-13T20:13:39Z,finished,,,,2022-04-13T19:46:05Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.3400000000000025,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,8,,
FEhMcrMKMf9yESpQ7,,2022-04-13T19:47:14Z,,,ExitSurvey,2022-04-13T20:11:14Z,finished,,,,2022-04-13T19:46:06Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,4.280000000000002,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,9,,
XEZkySXxJxmWcmZ6z,,2022-04-13T19:47:14Z,,,ExitSurvey,2022-04-13T19:57:32Z,finished,,,,2022-04-13T19:46:10Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.1200000000000014,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,0,,
NCZzHkXx2wt68SPy6,,2022-04-13T19:47:38Z,,,ExitSurvey,2022-04-13T19:59:53Z,finished,,,,2022-04-13T19:46:11Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.520000000000001,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,0,,
jHHqGBzL58GCD5X7y,,2022-04-13T19:47:57Z,,,ExitSurvey,2022-04-13T20:01:58Z,finished,,,,2022-04-13T19:46:12Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.5800000000000014,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,3,,
uYDcKYQZrzeYvzTRr,,2022-04-13T19:47:06Z,,,ExitSurvey,2022-04-13T20:08:18Z,finished,,,,2022-04-13T19:46:13Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.760000000000002,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",B,1,,
PSqG8bLkzkAm7LRE3,,2022-04-13T19:47:42Z,,,ExitSurvey,2022-04-13T20:02:01Z,finished,,,,2022-04-13T19:46:16Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0000000000000013,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,3,,
EtXSon9t3WpD5YNKK,,2022-04-13T19:47:13Z,,,ExitSurvey,2022-04-13T19:57:32Z,finished,,,,2022-04-13T19:46:16Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,4.1400000000000015,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,8,,
WMgB6a8GtTKqzQCDr,,2022-04-13T19:47:55Z,,,"Sorry,ExitSurvey",2022-04-13T19:51:16Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-04-13T19:46:19Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,0,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",false,0,3859,true
mX4KA8u4mGFZmE6m9,,2022-04-13T19:47:45Z,,,"Sorry,ExitSurvey",2022-04-13T19:51:26Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-04-13T19:46:25Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",false,0,3572,true
jMBvEPcKSZhaDt6nb,,2022-04-13T19:50:05Z,,,ExitSurvey,2022-04-13T20:14:46Z,finished,,,,2022-04-13T19:46:25Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.780000000000002,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,4,,
HfcvP4maMdd9KkEiT,,2022-04-13T19:48:06Z,,,ExitSurvey,2022-04-13T20:11:13Z,finished,,,,2022-04-13T19:46:30Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.680000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,2,,
5DAZwiAfCvFD9tWfL,,2022-04-13T19:47:25Z,,,ExitSurvey,2022-04-13T19:59:53Z,finished,,,,2022-04-13T19:46:32Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0000000000000013,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",B,7,,
csrkoc9h6zwCTYBHX,,2022-04-13T19:50:01Z,,,"Sorry,ExitSurvey",2022-04-13T19:52:11Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-04-13T19:46:33Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0,,false,0,1460,true
DaCDCmLNGcqxqe8DM,,2022-04-13T19:47:58Z,,,ExitSurvey,2022-04-13T20:01:58Z,finished,,,,2022-04-13T19:46:33Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.840000000000002,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,3,,
skHXGizFD73JYeE67,,2022-04-13T19:47:45Z,,,ExitSurvey,2022-04-13T20:08:21Z,finished,,,,2022-04-13T19:46:39Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.100000000000001,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,3,,
GFu9eP6EynLvc9F4s,,2022-04-13T19:47:43Z,,,ExitSurvey,2022-04-13T20:08:21Z,finished,,,,2022-04-13T19:46:47Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,4.100000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}",A,3,,
eWX688WobPQRZNmFy,,2022-04-13T19:46:56Z,,,"Sorry,ExitSurvey",2022-04-13T19:55:37Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-04-13T19:46:51Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.0600000000000005,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}",false,0,147,true
ZePoyah4FvoD78APs,,2022-04-13T19:49:17Z,,,ExitSurvey,2022-04-13T19:58:26Z,finished,,,,2022-04-13T19:47:03Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.420000000000001,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",B,0,,
RitvyqtBCW8kmE7pk,,2022-04-13T19:47:40Z,,,ExitSurvey,2022-04-13T20:02:01Z,finished,,,,2022-04-13T19:47:15Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.3200000000000007,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,3,,
RuqLYCaRyDgNnfhZy,,2022-04-13T19:48:46Z,,,ExitSurvey,2022-04-13T20:05:06Z,finished,,,,2022-04-13T19:47:18Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6800000000000006,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,6,,
S9FBTEevnKuCHkmEG,,2022-04-13T19:48:34Z,,,ExitSurvey,2022-04-13T20:11:13Z,finished,,,,2022-04-13T19:47:29Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.680000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,2,,
B9ucxaeaTBJsKy86i,,2022-04-13T19:49:39Z,,,ExitSurvey,2022-04-13T20:13:39Z,finished,,,,2022-04-13T19:47:39Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,4.300000000000002,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,5,,
GJ68eFvSFadyukguG,,2022-04-13T19:48:46Z,,,ExitSurvey,2022-04-13T20:05:06Z,finished,,,,2022-04-13T19:48:22Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.960000000000001,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,9,,
7rF5xkLKYiWmXyTom,,2022-04-13T19:49:07Z,,,ExitSurvey,2022-04-13T19:58:26Z,finished,,,,2022-04-13T19:48:28Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.820000000000001,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,0,,
CndTrJ7Z76Fq69tis,,2022-04-13T19:50:34Z,,,ExitSurvey,2022-04-13T20:14:46Z,finished,,,,2022-04-13T19:48:32Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.600000000000002,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",A,6,,
idHGCp7buqXGpvM8W,,2022-04-13T19:49:50Z,,,"Sorry,ExitSurvey",2022-04-13T19:52:11Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-04-13T19:48:37Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,,false,0,4918,true
