_id,index,stageIds,gameId,createdAt,data.chat,data.submitted,data.targets,data.payoffs,data.repNum,data.player_2kmtbTcHRHurrspLX_response,data.player_2kmtbTcHRHurrspLX_time,data.player_2kmtbTcHRHurrspLX_payoff,data.player_2kmtbTcHRHurrspLX_role,data.player_hgJpQRAv9sMrD6464_response,data.player_hgJpQRAv9sMrD6464_time,data.player_hgJpQRAv9sMrD6464_payoff,data.player_hgJpQRAv9sMrD6464_role,data.player_3XoD7AQvHu3avJ9Fo_response,data.player_3XoD7AQvHu3avJ9Fo_time,data.player_3XoD7AQvHu3avJ9Fo_payoff,data.player_3XoD7AQvHu3avJ9Fo_role,data.player_STXF4MBw6pAhpFQzR_response,data.player_STXF4MBw6pAhpFQzR_time,data.player_STXF4MBw6pAhpFQzR_payoff,data.player_STXF4MBw6pAhpFQzR_role,data.player_CabZtomiyfsZdYF9Q_response,data.player_CabZtomiyfsZdYF9Q_time,data.player_CabZtomiyfsZdYF9Q_payoff,data.player_CabZtomiyfsZdYF9Q_role,data.player_dhz4DnHhhaPYQNCay_response,data.player_dhz4DnHhhaPYQNCay_time,data.player_dhz4DnHhhaPYQNCay_payoff,data.player_dhz4DnHhhaPYQNCay_role,data.player_9d7wNGCZf54Nyvkts_response,data.player_9d7wNGCZf54Nyvkts_time,data.player_9d7wNGCZf54Nyvkts_payoff,data.player_9d7wNGCZf54Nyvkts_role,data.player_zDMEyFj4dThs4gzrp_response,data.player_zDMEyFj4dThs4gzrp_time,data.player_zDMEyFj4dThs4gzrp_payoff,data.player_zDMEyFj4dThs4gzrp_role,data.player_Doke7X7WNnFwHZP4E_response,data.player_Doke7X7WNnFwHZP4E_time,data.player_Doke7X7WNnFwHZP4E_payoff,data.player_Doke7X7WNnFwHZP4E_role,data.player_ekSbCaWp5aNMFarbX_response,data.player_ekSbCaWp5aNMFarbX_time,data.player_ekSbCaWp5aNMFarbX_payoff,data.player_ekSbCaWp5aNMFarbX_role
nhBaBTcfkSxTfFnC7,20,"XNQtbfBhov5CJ4NnK,k35bGp4bhG9wkWw8S",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072838770},{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072841096}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":5}}",19,B,1402,4,p1,B,3729,5,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94dMJAPQa6ENphN5h,21,"bvMQ6kmF9uy5zygF7,bz2KSDnNvZGkLsENS",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072848680},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072847454}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":8}}",20,A,1074,8,p1,A,2301,3,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShcS9hCupQu6GC3RL,22,"WhQS5JBr5q5CAhwxP,cPfgqqxypvJLjZGba",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072856607},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072868178}",true,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":7}}",21,A,13804,0,p1,B,2232,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rRLjQXzgmf34pKbih,23,"Js73txExngcHfyEq3,MENezG6EdJkgqX3zw",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072877696},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072879785}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",22,A,4404,0,p1,B,2316,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xEuX6SaMZMW8jvCzo,24,"Lj93DfJz2ksFPXSqP,TrCm9wrcn877ZYBFk",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072888840},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072888044}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",23,A,1665,5,p1,A,2460,3,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yG24aXqnHxHy4redC,25,"PEk2bW3jZ6cg82LRa,uqi5snzgLTzJwQ8BX",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072896914},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072895958}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":9}}",24,B,1579,0,p1,A,2536,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAZ4Ao7nLE4KgoJQZ,26,"QpNTLxiEkWTDb5XBg,Aq9EvBTtkEaCJfMGR",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072904700},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072904594}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":6}}",25,A,2211,6,p1,A,2317,3,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MwHHPmppoTF3xWFE,27,"m7HLDToqKARqo8MCo,bEXc3C3orFyGbdtPB",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072912991},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072912298}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":4}}",26,A,900,0,p1,B,1594,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZqpLuLBGiJcEYBZb,28,"XNrvAnWLRSgdbCCWK,7cCyKMMtouefjkQCe",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072921320},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072920385}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":9}}",27,B,935,5,p1,B,1871,9,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9mABmbLvH4vRekzya,29,"ivyCwom5xbFeBmB5m,jknykk9gKNWb9jPnm",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072929232},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072927877}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":6}}",28,A,476,0,p1,B,1832,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSkuLbZc9MzC7GqCc,30,"yrwkMkAwQcTzHRE4Y,kimp5XqY9oRFkNu72",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072936448},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072935688}",true,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":8}}",29,B,1285,0,p1,A,2046,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRd4bKQhg2DNMfHgA,31,"k2Z6JLchF8uJhMYk6,QfvxX6PN8kS6QSSFK",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072944154},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072943313}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":4}}",30,B,911,0,p1,A,1752,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cE6CH9vzzbpvfczjB,32,"5dAuyBkcuexMa7KAK,qcqSzy5td8W8c8Faf",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072952164},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072951479}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":6}}",31,A,1068,0,p1,B,1753,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYceHPvevh5358WJz,33,"5GC8zLkQbEWmi5gTA,ZJtxj77Nsary8NEYf",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072960924},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072959847}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":6},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":6,""p2"":9}}",32,A,1433,9,p1,A,2511,6,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neEo2hQC6nGp7tXRg,34,"BxbdhhmwwymA8TCog,rkqpg8Xtqszg2AgDJ",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072968242},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072967466}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":6},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":6,""p2"":9}}",33,B,1045,0,p1,A,1820,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgTF3tWFBjkaed9G7,35,"RSa3qT6FY3NNAHLQ8,2xwmdDyEmjcMAEWWv",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072976538},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072975211}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":9}}",34,A,766,0,p1,B,2093,0,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ZjrS3SwpGsxy4oN2,36,"E7WQfWjCGm5x6HqCX,92kC49JnuZNkqyRTx",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072984392},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072983637}",true,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":6}}",35,A,1136,6,p1,A,1892,4,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X3J8RvrvdJsWaGdS8,37,"Ynd2jdpDpC3LW8XX6,5QPaiS9wxz8pdmzLd",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072992146},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072992393}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":8}}",36,B,1965,5,p1,B,1718,8,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xaStNMDg5PefgXm2S,38,"u8ANmbgoKPyRvYhcm,r6pBNZdAQD6S9PTda",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639073001176},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639073003664}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":6},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":6,""p2"":8}}",37,B,4234,6,p1,B,1746,8,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nMXyqGXuyrr2bWXMm,39,"FsyMqTgm2FRKafdTk,ZerFocZzhnBEgAY4b",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639073012364},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639073011864}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":8}}",38,A,1437,8,p1,A,1937,3,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XQARFckjybLup4Mva,40,"udpCni9wSApvEcojw,AJLdEpFn4DcqsSuMB",Nmb4cLjaDsHqt8ByN,2021-12-09T17:52:29Z,"{""text"":null,""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639073020204},{""text"":""been fun, thanks!"",""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""message"",""time"":1639073021502},{""text"":""Thanks to you too for being quick"",""playerId"":""hgJpQRAv9sMrD6464"",""role"":""p2"",""type"":""message"",""time"":1639073035322},{""text"":null,""playerId"":""2kmtbTcHRHurrspLX"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639073035155}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":9}}",39,B,16724,4,p1,B,1773,9,p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZWMETGbQyPDJqEeg,0,Rsy6LoXztg2xAr2yR,ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":""Hi"",""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""message"",""time"":1639072385765},{""text"":""Hi!"",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072391901},{""text"":""Your favourite flavor pie?"",""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""message"",""time"":1639072410156},{""text"":""Apple pie, what about you?"",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072422572},{""text"":""Me too."",""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""message"",""time"":1639072431661},{""text"":""And, whats your favourite animal?"",""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""message"",""time"":1639072455072},{""text"":""Yeah, great! I guess we both like apples. :P"",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072473900},{""text"":""Well, I live with two cats"",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072484715},{""text"":""So I'll say \""cat\"""",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072492413},{""text"":""Oh okay thats nice!"",""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""message"",""time"":1639072505133},{""text"":""Let's try our best, even if it's just luck, I guess"",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072531388},{""text"":""^^"",""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""message"",""time"":1639072536084},{""text"":""Okaaay"",""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""message"",""time"":1639072541916}",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4CzAf3hnwh8BXoJx,1,"FoZSuxbRwycN6yZ5e,i7NGKm26dbFg6BwGA",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072556463},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072563212}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",0,,,,,,,,,A,9194,3,p2,A,15944,7,p1,,,,,,,,,,,,,,,,,,,,,,,,
PhhqndXHtEX4p37fL,2,"MapctBMo9mgibXRAB,62wBL8yh5TAZf4TZ9",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072576732},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072575418}",true,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":4}}",1,,,,,,,,,B,5145,0,p2,A,6446,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
EuBrs52f7wMcGohqJ,3,"dZjdbehF82pQkHNz9,9XH7gxXHuEoPu3EZc",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072588548},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072587241}",true,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":6}}",2,,,,,,,,,B,2964,6,p2,B,4271,3,p1,,,,,,,,,,,,,,,,,,,,,,,,
8qkJQQwkqH2GLqJdH,4,"QA9yM4XKJeSYTnYEf,bMEQYBP8wq4b7FrWL",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072599147},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072598103}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":9}}",3,,,,,,,,,B,1827,0,p2,A,2871,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
d8RB7N4kGkqDAxhk6,5,"Fx52wQbwrpBHA88Lg,Sq2KEShAJMgGPBZav",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072611485},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072609784}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":8},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":8,""p2"":9}}",4,,,,,,,,,A,2496,0,p2,B,4197,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
YbmCFiJbL5t2FQLJu,6,"ArhcRdAcs7oJHhm6v,mFQrWMy5KZundNviw",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072621569},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072621821}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",5,,,,,,,,,A,2538,0,p2,B,2286,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
sw9QTXemCS6sGGbqD,7,"ciZ7hdxopE5tGdDvs,2Rz7HGxF53F4Nxodz",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072633248},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072631587}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":8}}",6,,,,,,,,,B,294,0,p2,A,1954,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
