_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
5PhXHE9Wy7H5Eaa3W,,lobby,300,fail,,,2021-10-26T00:57:35Z,
