_id,playerId,gameId,createdAt,data.age,data.gender,data.language,data.raceWhite,data.raceBlack,data.raceAsian,data.raceNative,data.raceIslander,data.raceHispanic,data.education,data.correctness,data.human,data.workedWell,data.fair,data.chatUseful,data.feedback,data.time
Mo2MfSKnqfAeJJEwk,GEP2thqtKeEPqmAYh,Z5FZXHNfuyphj5PhR,2022-01-07T17:13:40Z,29,female,english,,true,false,,,,bachelor,yes,yes,agree,yes,yes,no,yes
bLCq36yH7TuuEHk2j,m3yvm4LFxdtfHeBRw,Z5FZXHNfuyphj5PhR,2022-01-07T17:13:40Z,47,Female,English,true,,,,,,master,yes,no,neutral,Yes,Yes,No,Yes
SBC77mR664ytsmyFd,2Fsgr2KWbJdTo3ZZQ,FsfQ4y827izGotseF,2022-01-07T17:13:44Z,20,male,Greek,true,,,,,,someCollege,yes,yes,stronglyAgree,"Not entirely, but mostly yes.",Yes.,N/A,Yes.
Kqz8rJ9dAvbfEXCEu,WNB3KubyGxLpMEYES,FsfQ4y827izGotseF,2022-01-07T17:14:16Z,21,female,polish,true,,,,,,highSchool,yes,yes,stronglyAgree,"pretty fair, however I feel bad cause they got less money",i hated that it reseted all the time ,,yes
Ya86JGSQmRgp9mPFK,Pi8bdBNhxNn44uNdJ,PTvBrGnhMF2yLncsp,2022-01-07T17:16:01Z,20,female,portuguese,true,,,,,,someCollege,yes,no,disagree,Yes,yes,no,yes
zEkwSWSZ9Jdbp78Ai,ek5AGM5aGvZYuDRyH,PTvBrGnhMF2yLncsp,2022-01-07T17:17:29Z,52,female,english,true,,true,,,,master,yes,yes,neutral,Yes. Though it felt like I had so little time to choose. ,"Yes. Again, timing. We prob should have used it more during game. ",At the beginning - instructions page - the page kept flashing & moving up and down. I would guess a fault. It took a while to read! ,No.
yq5GtZdNQfxGtiHb4,HajfrsTXaiKg3fBib,huMpijBxhzB7qgijL,2022-01-07T17:17:30Z,21,female,italian,true,,,,,,highSchool,yes,yes,stronglyAgree,yes,yes,no,yes
wupgvxC94g9PoEerM,3pciS8RTgpzDnkyoK,huMpijBxhzB7qgijL,2022-01-07T17:17:51Z,26,male,Portuguese,true,,,,,,bachelor,yes,yes,agree,yea it was fair,"of course, i had to explain the easy strategie to my partner... and he could fail sometimes",i prefered if the chat had an history instead of refreshing ,"we clicked every task in 5 seconds, you should put like 20 seconds to respond instead of 3 min."
jbtuyZmM6WKLu5xrG,mgvdRrSWCx3F22Q9m,qQjJutcTAnoidrRNk,2022-01-07T17:17:55Z,29,male,Portuguese,true,,,,,,highSchool,yes,yes,stronglyAgree,Yes,Yes,No problems found.,Yes
ikjvjPHoqCwAMTF5H,4swErhnRANwAntH8y,vfnssDmogHKt69J8W,2022-01-07T17:18:05Z,19,Female,Polish,true,,,,,,highSchool,yes,yes,stronglyAgree,Yes!,Extremely,"None, thanks!",Plenty of it
CnY8tHQjjmcXfFQh8,t6rzkw8iTRgxRFf3y,z8rC9dut5Ap2MqTuu,2022-01-07T17:18:10Z,29,male,english,true,,,,,,someCollege,yes,yes,stronglyAgree,yes,yes,"no, it was good fun",yes
EeCz7aCeSuzgw7RJP,pZEm25w6mN3gL4Qx7,qATDEbixdfTFgEaX3,2022-01-07T17:18:10Z,21,male,english,true,,,,,,highSchool,yes,yes,stronglyAgree,yes,yes,no,yes
a9tRWWfGNGyf9WxT5,RSR5yWansLRSYwmS3,HPKNwkNt2QsoLh4Ni,2022-01-07T17:18:11Z,28,male,polish,true,,,,,,bachelor,yes,yes,stronglyAgree,yes,yes,no,yes
uPKS88ab9t57b2NEP,tMQaWYotFudCLtrcE,qQjJutcTAnoidrRNk,2022-01-07T17:18:16Z,45,Female,British,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes.,Very easy,"No problems, it was a fun game.",Yes
FoWYuSNWvTKCGH5t3,WKGaEaWxkF89GASP5,vfnssDmogHKt69J8W,2022-01-07T17:18:17Z,30,male,german,true,,,,,,master,yes,yes,stronglyAgree,it was fair,"yes, very easy","i notice nothing, sorry","yes, time was enough"
iH48FNXqz6Yo9CEJt,p92gQxei87LFJP55C,HPKNwkNt2QsoLh4Ni,2022-01-07T17:18:38Z,23,Female,English,,,true,false,,,bachelor,yes,yes,agree,Yes,Yes,No,Yes
YYan9ASNWWvjkpmAS,3NexhWeTuEWHuu6g5,qATDEbixdfTFgEaX3,2022-01-07T17:18:47Z,20,Male,,true,,,,,,highSchool,yes,yes,stronglyAgree,For sure,Yes and pretty useful,Its very good,More than enought to be honest
gorqfEzrSR74zrhBG,4EXNanqv6KXsbiN29,uZMYtQaaDrETsLgNo,2022-01-07T17:19:02Z,40,male,English,true,,,,,,bachelor,yes,yes,neutral,Yes,Yes,N/A,Absolutely
hq4DArf9CYABgPgN9,W22TvgSDkAs7BwkDk,EApCFxzD7xBNjX3sd,2022-01-07T17:19:17Z,29,Female,English,true,,,,,,someCollege,yes,yes,stronglyAgree,Yes very fair.,Extremely easy.,No problems.,yes!
wMkRpZihyJzuCodgS,HNDrt2xfdTWLDRvhx,z8rC9dut5Ap2MqTuu,2022-01-07T17:19:29Z,21,Male,Polish,true,,,,,,highSchool,yes,yes,stronglyAgree,Yes,Very easy,imo new message sound was a little too loud,yes
YNKoyXhQWPjANjr45,BF4JK2mnp3HZ9yEha,EApCFxzD7xBNjX3sd,2022-01-07T17:19:31Z,39,female,Czech,true,,,,,,master,yes,yes,stronglyAgree,yes we made sure we were tied for the amounts,Yup!,The instructions screen reloaded several times which made it difficult to read,Yes the time for deliberation was enough to make strategic decisions
XeND2JrctbPYNaaaZ,T55x3e4etyNEH9SkG,uZMYtQaaDrETsLgNo,2022-01-07T17:19:54Z,40,male,South Africa,,true,,,,,someCollege,yes,yes,agree,yes ,very easy,N/A,could have been 30 sec longer
