_id,gameId,AA.p1,AA.p2,AB.p1,AB.p2,BA.p1,BA.p2,BB.p1,BB.p2,repNum,playerId,payoff,response,role,time,box_A,box_B,AA,AB,BA,BB,playerIds,game_cond,chat_cond
t2TePoSeEJHd6K9vY,huMpijBxhzB7qgijL,8,5,0,0,0,0,5,8,8,3pciS8RTgpzDnkyoK,8,A,p1,8.508,blue-crate,purple-crate,8,0,0,5,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
4uc2vNxPoGzhFi3is,huMpijBxhzB7qgijL,9,4,0,0,0,0,4,9,9,3pciS8RTgpzDnkyoK,9,A,p1,6.183,pink-crate,aqua-crate,9,0,0,4,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
7txnMECxwkupjJzMD,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,10,3pciS8RTgpzDnkyoK,3,B,p1,9.117,aqua-crate,pink-crate,8,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
DDcJYjct84yeKN98M,huMpijBxhzB7qgijL,7,6,0,0,0,0,6,7,11,3pciS8RTgpzDnkyoK,0,B,p1,15.872,green-crate,pink-crate,7,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
8ooLCkcueG3QMxNNe,huMpijBxhzB7qgijL,7,5,0,0,0,0,5,7,12,3pciS8RTgpzDnkyoK,0,B,p1,22.008,yellow-crate,orange-crate,7,0,0,5,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
36chwpZMam72A7PYP,huMpijBxhzB7qgijL,3,2,0,0,0,0,2,3,13,3pciS8RTgpzDnkyoK,3,A,p1,3.993,blue-crate,aqua-crate,3,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
RGRYJbYBAsTwcYFsJ,huMpijBxhzB7qgijL,8,7,0,0,0,0,7,8,14,3pciS8RTgpzDnkyoK,0,B,p1,5.585,green-crate,crate,8,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
ymmm8EqW5HfFsRFkZ,huMpijBxhzB7qgijL,7,4,0,0,0,0,4,7,15,3pciS8RTgpzDnkyoK,4,B,p1,7.867,orange-crate,aqua-crate,7,0,0,4,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
2ZB5E9i8NTznHye7g,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,16,3pciS8RTgpzDnkyoK,6,A,p1,3.93,purple-crate,aqua-crate,6,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
BBgSn9wGqxTarLvEn,huMpijBxhzB7qgijL,4,2,0,0,0,0,2,4,17,3pciS8RTgpzDnkyoK,4,A,p1,3.781,orange-crate,aqua-crate,4,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
gtbJCDHHuKSoH9PWq,huMpijBxhzB7qgijL,4,3,0,0,0,0,3,4,18,3pciS8RTgpzDnkyoK,3,B,p1,3.74,pink-crate,yellow-crate,4,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
dTcrtmbL8qPbihP6t,huMpijBxhzB7qgijL,9,8,0,0,0,0,8,9,19,3pciS8RTgpzDnkyoK,9,A,p1,4.49,yellow-crate,orange-crate,9,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
WXcha7gjszZAT8GW6,huMpijBxhzB7qgijL,8,7,0,0,0,0,7,8,20,3pciS8RTgpzDnkyoK,0,B,p1,5.925,aqua-crate,blue-crate,8,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
jyx5xtoKDLLKh8d73,huMpijBxhzB7qgijL,8,4,0,0,0,0,4,8,21,3pciS8RTgpzDnkyoK,8,A,p1,4.25,purple-crate,yellow-crate,8,0,0,4,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
Nif9GsHSwHE5dW8rH,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,22,3pciS8RTgpzDnkyoK,3,B,p1,4.092,green-crate,pink-crate,8,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
WgDqw53C3rRinDBeR,huMpijBxhzB7qgijL,9,3,0,0,0,0,3,9,23,3pciS8RTgpzDnkyoK,9,A,p1,3.925,pink-crate,crate,9,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
dmgmfoGAWKQnQPE6A,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,24,3pciS8RTgpzDnkyoK,6,A,p1,6.25,orange-crate,purple-crate,6,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
e6keSQ3EYKn9628LB,huMpijBxhzB7qgijL,7,6,0,0,0,0,6,7,25,3pciS8RTgpzDnkyoK,7,A,p1,8.221,yellow-crate,green-crate,7,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
5CD5ijiquQNuCds4Y,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,26,3pciS8RTgpzDnkyoK,3,B,p1,3.807,yellow-crate,blue-crate,8,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
mtwLY7vPGWb7qG8wB,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,27,3pciS8RTgpzDnkyoK,0,B,p1,4.908,yellow-crate,orange-crate,6,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
iHGD92B5256Lgw3BM,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,28,3pciS8RTgpzDnkyoK,8,A,p1,3.884,green-crate,blue-crate,8,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
w4udaj42R5d6fLg9P,huMpijBxhzB7qgijL,7,5,0,0,0,0,5,7,29,3pciS8RTgpzDnkyoK,7,A,p1,3.553,green-crate,blue-crate,7,0,0,5,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
Nwfrsh5nWAtK5EfH2,huMpijBxhzB7qgijL,9,2,0,0,0,0,2,9,30,3pciS8RTgpzDnkyoK,2,B,p1,3.752,aqua-crate,pink-crate,9,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
x5kbDXsbcSdsiyuXd,huMpijBxhzB7qgijL,7,2,0,0,0,0,2,7,31,3pciS8RTgpzDnkyoK,2,B,p1,3.733,crate,pink-crate,7,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
52E3Y38DizvJRnweB,huMpijBxhzB7qgijL,9,8,0,0,0,0,8,9,32,3pciS8RTgpzDnkyoK,0,B,p1,3.656,pink-crate,crate,9,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
JoGaLDdx4mYvBAvCp,huMpijBxhzB7qgijL,8,6,0,0,0,0,6,8,33,3pciS8RTgpzDnkyoK,8,A,p1,3.852,yellow-crate,crate,8,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
BkMEizmweLf5jKY27,huMpijBxhzB7qgijL,6,3,0,0,0,0,3,6,34,3pciS8RTgpzDnkyoK,6,A,p1,3.642,yellow-crate,orange-crate,6,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
imzapK6vHTbWTQfFK,huMpijBxhzB7qgijL,9,2,0,0,0,0,2,9,35,3pciS8RTgpzDnkyoK,9,A,p1,4.094,crate,aqua-crate,9,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
9BXKQYmZH8hgxXe6S,huMpijBxhzB7qgijL,8,5,0,0,0,0,5,8,36,3pciS8RTgpzDnkyoK,5,B,p1,3.892,purple-crate,crate,8,0,0,5,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
RcF4wbJ8d7nFiN7fK,huMpijBxhzB7qgijL,9,6,0,0,0,0,6,9,37,3pciS8RTgpzDnkyoK,9,A,p1,4.331,pink-crate,aqua-crate,9,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
BuRwHi98L7AZaRbj7,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,38,3pciS8RTgpzDnkyoK,2,B,p1,5.044,green-crate,orange-crate,6,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
wFAZq3App7qmXqm9g,huMpijBxhzB7qgijL,4,2,0,0,0,0,2,4,39,3pciS8RTgpzDnkyoK,4,A,p1,3.998,yellow-crate,crate,4,0,0,2,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
AQojzYz6jh7WZggp4,huMpijBxhzB7qgijL,8,2,0,0,0,0,2,8,0,HajfrsTXaiKg3fBib,0,B,p2,30.302,pink-crate,blue-crate,2,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
P9KRS4QMxq2Lk4Rea,huMpijBxhzB7qgijL,8,2,0,0,0,0,2,8,1,HajfrsTXaiKg3fBib,2,A,p2,19.405,aqua-crate,yellow-crate,2,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
szv6r4njFiBTfNX3w,huMpijBxhzB7qgijL,7,4,0,0,0,0,4,7,2,HajfrsTXaiKg3fBib,0,B,p2,17.985,orange-crate,crate,4,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
peCGbWeYpM7bF2jP5,huMpijBxhzB7qgijL,8,6,0,0,0,0,6,8,3,HajfrsTXaiKg3fBib,8,B,p2,14.575,purple-crate,green-crate,6,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
CFzXBPiF53pjfKMqW,huMpijBxhzB7qgijL,5,3,0,0,0,0,3,5,4,HajfrsTXaiKg3fBib,0,B,p2,12.424,crate,blue-crate,3,0,0,5,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
uCdtmdevYhBnK8KkT,huMpijBxhzB7qgijL,7,5,0,0,0,0,5,7,5,HajfrsTXaiKg3fBib,7,B,p2,16.347,crate,green-crate,5,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
XD3jGptY4nfJNRt5E,huMpijBxhzB7qgijL,8,6,0,0,0,0,6,8,6,HajfrsTXaiKg3fBib,0,A,p2,18.062,aqua-crate,blue-crate,6,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
7NDebwbosGvHe5mLw,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,7,HajfrsTXaiKg3fBib,0,B,p2,18.643,yellow-crate,blue-crate,3,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
t2TePoSeEJHd6K9vY,huMpijBxhzB7qgijL,8,5,0,0,0,0,5,8,8,HajfrsTXaiKg3fBib,5,A,p2,19.411,blue-crate,purple-crate,5,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
4uc2vNxPoGzhFi3is,huMpijBxhzB7qgijL,9,4,0,0,0,0,4,9,9,HajfrsTXaiKg3fBib,4,A,p2,16.131,pink-crate,aqua-crate,4,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
7txnMECxwkupjJzMD,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,10,HajfrsTXaiKg3fBib,8,B,p2,14.538,aqua-crate,pink-crate,3,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
DDcJYjct84yeKN98M,huMpijBxhzB7qgijL,7,6,0,0,0,0,6,7,11,HajfrsTXaiKg3fBib,0,A,p2,17.355,green-crate,pink-crate,6,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
8ooLCkcueG3QMxNNe,huMpijBxhzB7qgijL,7,5,0,0,0,0,5,7,12,HajfrsTXaiKg3fBib,0,A,p2,23.138,yellow-crate,orange-crate,5,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
36chwpZMam72A7PYP,huMpijBxhzB7qgijL,3,2,0,0,0,0,2,3,13,HajfrsTXaiKg3fBib,2,A,p2,25.333,blue-crate,aqua-crate,2,0,0,3,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
RGRYJbYBAsTwcYFsJ,huMpijBxhzB7qgijL,8,7,0,0,0,0,7,8,14,HajfrsTXaiKg3fBib,0,A,p2,15.501,green-crate,crate,7,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
ymmm8EqW5HfFsRFkZ,huMpijBxhzB7qgijL,7,4,0,0,0,0,4,7,15,HajfrsTXaiKg3fBib,7,B,p2,17.924,orange-crate,aqua-crate,4,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
2ZB5E9i8NTznHye7g,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,16,HajfrsTXaiKg3fBib,2,A,p2,15.025,purple-crate,aqua-crate,2,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
BBgSn9wGqxTarLvEn,huMpijBxhzB7qgijL,4,2,0,0,0,0,2,4,17,HajfrsTXaiKg3fBib,2,A,p2,17.516,orange-crate,aqua-crate,2,0,0,4,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
gtbJCDHHuKSoH9PWq,huMpijBxhzB7qgijL,4,3,0,0,0,0,3,4,18,HajfrsTXaiKg3fBib,4,B,p2,14.984,pink-crate,yellow-crate,3,0,0,4,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
dTcrtmbL8qPbihP6t,huMpijBxhzB7qgijL,9,8,0,0,0,0,8,9,19,HajfrsTXaiKg3fBib,8,A,p2,15.906,yellow-crate,orange-crate,8,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
WXcha7gjszZAT8GW6,huMpijBxhzB7qgijL,8,7,0,0,0,0,7,8,20,HajfrsTXaiKg3fBib,0,A,p2,13.275,aqua-crate,blue-crate,7,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
jyx5xtoKDLLKh8d73,huMpijBxhzB7qgijL,8,4,0,0,0,0,4,8,21,HajfrsTXaiKg3fBib,4,A,p2,18.948,purple-crate,yellow-crate,4,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
Nif9GsHSwHE5dW8rH,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,22,HajfrsTXaiKg3fBib,8,B,p2,15.121,green-crate,pink-crate,3,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
WgDqw53C3rRinDBeR,huMpijBxhzB7qgijL,9,3,0,0,0,0,3,9,23,HajfrsTXaiKg3fBib,3,A,p2,14.406,pink-crate,crate,3,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
dmgmfoGAWKQnQPE6A,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,24,HajfrsTXaiKg3fBib,2,A,p2,18.54,orange-crate,purple-crate,2,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
e6keSQ3EYKn9628LB,huMpijBxhzB7qgijL,7,6,0,0,0,0,6,7,25,HajfrsTXaiKg3fBib,6,A,p2,17.043,yellow-crate,green-crate,6,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
5CD5ijiquQNuCds4Y,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,26,HajfrsTXaiKg3fBib,8,B,p2,15.587,yellow-crate,blue-crate,3,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
mtwLY7vPGWb7qG8wB,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,27,HajfrsTXaiKg3fBib,0,A,p2,16.512,yellow-crate,orange-crate,2,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
iHGD92B5256Lgw3BM,huMpijBxhzB7qgijL,8,3,0,0,0,0,3,8,28,HajfrsTXaiKg3fBib,3,A,p2,14.918,green-crate,blue-crate,3,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
w4udaj42R5d6fLg9P,huMpijBxhzB7qgijL,7,5,0,0,0,0,5,7,29,HajfrsTXaiKg3fBib,5,A,p2,14.156,green-crate,blue-crate,5,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
Nwfrsh5nWAtK5EfH2,huMpijBxhzB7qgijL,9,2,0,0,0,0,2,9,30,HajfrsTXaiKg3fBib,9,B,p2,13.891,aqua-crate,pink-crate,2,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
x5kbDXsbcSdsiyuXd,huMpijBxhzB7qgijL,7,2,0,0,0,0,2,7,31,HajfrsTXaiKg3fBib,7,B,p2,14.451,crate,pink-crate,2,0,0,7,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
52E3Y38DizvJRnweB,huMpijBxhzB7qgijL,9,8,0,0,0,0,8,9,32,HajfrsTXaiKg3fBib,0,A,p2,16.536,pink-crate,crate,8,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
JoGaLDdx4mYvBAvCp,huMpijBxhzB7qgijL,8,6,0,0,0,0,6,8,33,HajfrsTXaiKg3fBib,6,A,p2,16.596,yellow-crate,crate,6,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
BkMEizmweLf5jKY27,huMpijBxhzB7qgijL,6,3,0,0,0,0,3,6,34,HajfrsTXaiKg3fBib,3,A,p2,14.648,yellow-crate,orange-crate,3,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
imzapK6vHTbWTQfFK,huMpijBxhzB7qgijL,9,2,0,0,0,0,2,9,35,HajfrsTXaiKg3fBib,2,A,p2,16.818,crate,aqua-crate,2,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
9BXKQYmZH8hgxXe6S,huMpijBxhzB7qgijL,8,5,0,0,0,0,5,8,36,HajfrsTXaiKg3fBib,8,B,p2,14.577,purple-crate,crate,5,0,0,8,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
RcF4wbJ8d7nFiN7fK,huMpijBxhzB7qgijL,9,6,0,0,0,0,6,9,37,HajfrsTXaiKg3fBib,6,A,p2,16.658,pink-crate,aqua-crate,6,0,0,9,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
BuRwHi98L7AZaRbj7,huMpijBxhzB7qgijL,6,2,0,0,0,0,2,6,38,HajfrsTXaiKg3fBib,6,B,p2,15.38,green-crate,orange-crate,2,0,0,6,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
wFAZq3App7qmXqm9g,huMpijBxhzB7qgijL,4,2,0,0,0,0,2,4,39,HajfrsTXaiKg3fBib,2,A,p2,15.132,yellow-crate,crate,2,0,0,4,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
3hqLfCKEurtiW7hWA,8cFhyCjqaMjkxpqzh,6,5,0,0,0,0,5,6,0,CRvJuBh2iv4TYTCTZ,6,B,p2,15.474,pink-crate,crate,5,0,0,6,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
pQ8PZ9ee4sxiGSW4R,8cFhyCjqaMjkxpqzh,8,6,0,0,0,0,6,8,1,CRvJuBh2iv4TYTCTZ,6,A,p2,16.618,blue-crate,green-crate,6,0,0,8,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
fFxEABi3cJLvXe2af,8cFhyCjqaMjkxpqzh,6,4,0,0,0,0,4,6,2,CRvJuBh2iv4TYTCTZ,6,B,p2,8.478,orange-crate,green-crate,4,0,0,6,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
TxedtNvQXa8maaKqp,8cFhyCjqaMjkxpqzh,8,4,0,0,0,0,4,8,3,CRvJuBh2iv4TYTCTZ,8,B,p2,10.686,pink-crate,yellow-crate,4,0,0,8,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
rwEdjiFmRAvoYvij4,8cFhyCjqaMjkxpqzh,4,2,0,0,0,0,2,4,4,CRvJuBh2iv4TYTCTZ,2,A,p2,14.27,blue-crate,purple-crate,2,0,0,4,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
N2TEqxQLCbJFqpdTT,8cFhyCjqaMjkxpqzh,8,4,0,0,0,0,4,8,5,CRvJuBh2iv4TYTCTZ,4,A,p2,26.56,blue-crate,crate,4,0,0,8,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
zZtLzyJD9RDzHhJKo,8cFhyCjqaMjkxpqzh,6,3,0,0,0,0,3,6,6,CRvJuBh2iv4TYTCTZ,6,B,p2,8.496,orange-crate,green-crate,3,0,0,6,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
XoNpHkMFPwCpXzyLS,8cFhyCjqaMjkxpqzh,4,2,0,0,0,0,2,4,7,CRvJuBh2iv4TYTCTZ,2,A,p2,10.137,pink-crate,crate,2,0,0,4,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
cG6dY4FujRPu8naLx,8cFhyCjqaMjkxpqzh,9,3,0,0,0,0,3,9,8,CRvJuBh2iv4TYTCTZ,9,B,p2,14.203,purple-crate,pink-crate,3,0,0,9,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
y3jbuFkGg3gd7GRiA,8cFhyCjqaMjkxpqzh,5,3,0,0,0,0,3,5,9,CRvJuBh2iv4TYTCTZ,3,A,p2,11.356,purple-crate,crate,3,0,0,5,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
vYG3SDEYHKD88Ls4L,8cFhyCjqaMjkxpqzh,4,3,0,0,0,0,3,4,10,CRvJuBh2iv4TYTCTZ,3,A,p2,10.069,purple-crate,crate,3,0,0,4,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
ELjotRCLoQduzPaYK,8cFhyCjqaMjkxpqzh,5,3,0,0,0,0,3,5,11,CRvJuBh2iv4TYTCTZ,3,A,p2,13.845,orange-crate,yellow-crate,3,0,0,5,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
whypgKjQffxLsophG,8cFhyCjqaMjkxpqzh,8,4,0,0,0,0,4,8,12,CRvJuBh2iv4TYTCTZ,4,A,p2,19.079,yellow-crate,pink-crate,4,0,0,8,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
4y23dWJpkcg7Ycymc,8cFhyCjqaMjkxpqzh,8,2,0,0,0,0,2,8,13,CRvJuBh2iv4TYTCTZ,8,B,p2,11.607,purple-crate,orange-crate,2,0,0,8,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
79tz2rSzSWZBtndfv,8cFhyCjqaMjkxpqzh,9,3,0,0,0,0,3,9,14,CRvJuBh2iv4TYTCTZ,3,A,p2,11.952,aqua-crate,pink-crate,3,0,0,9,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
yoDTRwhHei8ieudKR,8cFhyCjqaMjkxpqzh,7,3,0,0,0,0,3,7,15,CRvJuBh2iv4TYTCTZ,7,B,p2,18.881,blue-crate,crate,3,0,0,7,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
ciwuuRtkweKCzYGcP,8cFhyCjqaMjkxpqzh,5,4,0,0,0,0,4,5,16,CRvJuBh2iv4TYTCTZ,4,A,p2,9.916,green-crate,crate,4,0,0,5,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
TJQd23q6f5gZZ5K7w,8cFhyCjqaMjkxpqzh,6,3,0,0,0,0,3,6,17,CRvJuBh2iv4TYTCTZ,6,B,p2,10.578,orange-crate,purple-crate,3,0,0,6,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
pxQb3DSjnt9dgbrEJ,8cFhyCjqaMjkxpqzh,8,2,0,0,0,0,2,8,18,CRvJuBh2iv4TYTCTZ,2,A,p2,12.586,blue-crate,pink-crate,2,0,0,8,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
pBa9yD2SbvgHATZsk,8cFhyCjqaMjkxpqzh,7,3,0,0,0,0,3,7,19,CRvJuBh2iv4TYTCTZ,7,B,p2,11.062,pink-crate,yellow-crate,3,0,0,7,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
AfkPriatXXLbY74wT,8cFhyCjqaMjkxpqzh,7,5,0,0,0,0,5,7,20,CRvJuBh2iv4TYTCTZ,5,A,p2,12.091,orange-crate,yellow-crate,5,0,0,7,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
cjyJ9B78JAbQM978A,8cFhyCjqaMjkxpqzh,7,3,0,0,0,0,3,7,21,CRvJuBh2iv4TYTCTZ,7,B,p2,10.087,green-crate,orange-crate,3,0,0,7,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
ecZJXjNX4a9xHB3QQ,8cFhyCjqaMjkxpqzh,6,4,0,0,0,0,4,6,22,CRvJuBh2iv4TYTCTZ,4,A,p2,13.568,purple-crate,orange-crate,4,0,0,6,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
XKDg2xZyqgRw9ptrD,8cFhyCjqaMjkxpqzh,9,2,0,0,0,0,2,9,23,CRvJuBh2iv4TYTCTZ,2,A,p2,13.146,yellow-crate,pink-crate,2,0,0,9,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
JMztE8bDhzYBmj7Lv,8cFhyCjqaMjkxpqzh,5,3,0,0,0,0,3,5,24,CRvJuBh2iv4TYTCTZ,5,B,p2,12.095,pink-crate,orange-crate,3,0,0,5,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
u8T5KhEx7kNJbuPxE,8cFhyCjqaMjkxpqzh,6,4,0,0,0,0,4,6,25,CRvJuBh2iv4TYTCTZ,6,B,p2,10.571,purple-crate,blue-crate,4,0,0,6,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
