gameId,playerId
2AR3YW5TzcSQGsCkM,b6QvmpWJyLnRQ35yA
2AR3YW5TzcSQGsCkM,DWtnxhprAFHvWpfPw
2fs37H88JEnp9C8ys,Gbnikvq7xGtyLrdjt
2fs37H88JEnp9C8ys,XTsvAgRPE6hMfgpKJ
2otgRid6N9PNQwtSd,35Z2ki2xkFL5TMzSC
2otgRid6N9PNQwtSd,5rdij4Xhy6MuoHGBA
3mFpeSu6zSzqvWGeq,AuzCxumSXaTbMjkF4
3mFpeSu6zSzqvWGeq,TYzbZd5CASRLZr5Rv
5cGtbLTZLSRvcNKsm,MaBgjM4TvR5r3ZqpB
5cGtbLTZLSRvcNKsm,QFu7AhwGsu4LHjwfu
6HjsP4vBMWSu3MBDA,a9szXnsM5siPjp2aD
6HjsP4vBMWSu3MBDA,QcuF92NqDkgnXPkhQ
8cFhyCjqaMjkxpqzh,CRvJuBh2iv4TYTCTZ
8cFhyCjqaMjkxpqzh,e2sqFhGiJJrYy5Sow
9Sra3aLmBzTD5SjZN,9xt6wBs4sCM4dwScx
9Sra3aLmBzTD5SjZN,BhBJAmneFTkSF7RPC
a3eX5ctNEvqnnTXau,2gjp8En4Z8XeYJtnd
a3eX5ctNEvqnnTXau,m2qQ7DimCHvWxYBXi
And6a7tYJwANXPEZL,R3hf6KBWwar7DMoMX
And6a7tYJwANXPEZL,Yz88v78EY5jNdzcYu
ayKmAwXjtgu8aAppz,jogSTiCsK6uZS6Lo2
ayKmAwXjtgu8aAppz,ZMr2ic7s5rEnqpD3r
b3w7mYsGW6rsqw3wh,5xApaSYMNGaajjxsW
b3w7mYsGW6rsqw3wh,iNQArCeui24DLomQt
CJoT8TKLrQSZqgMKW,ChAxpjEZpA3XWsBWH
CJoT8TKLrQSZqgMKW,gEXWLWptddhnxNhox
cjvvmDSw5RS4dN4QE,gPErvRhiT4h83Q99R
cjvvmDSw5RS4dN4QE,HFYf4QXMRYiMGgs7A
cRkCaFGZKAci2ou5B,KCBYuikqNFAqrRDSb
cRkCaFGZKAci2ou5B,MxfHD7JyTiyWBAwFm
dSfcS7Eyze9644aiz,bmuuPXnwdYujAH4fh
dSfcS7Eyze9644aiz,xGqpMhYJv6JDsDTbn
EApCFxzD7xBNjX3sd,BF4JK2mnp3HZ9yEha
EApCFxzD7xBNjX3sd,W22TvgSDkAs7BwkDk
erBviJjaRX9ujiNWf,GJ2aRKRf6nPZFoC2y
erBviJjaRX9ujiNWf,StP5rSz96278nkiiq
