_id,playerId,gameId,createdAt,age,gender,language,raceWhite,raceBlack,raceAsian,raceNative,raceIslander,raceHispanic,education,correctness,human,workedWell,fair,chatUseful,feedback,time,playerIds,game_cond,chat_cond
c2jAbakvksT59R8eb,SauqrumwrhKRbERkp,pkuxQWH2Dn6tRZN29,2022-01-07T19:18:56Z,19,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege,yes,no,stronglyAgree,"Yea, me and my partner were pretty even in pay. If you mean the pay for the study itself then yes.",Yes.,No.,Yes.,"EdZE2AZDi4huLXpyz,SauqrumwrhKRbERkp",BoS,nochat
BJHp38gqrKicFATeS,nXi2XRmPSwHBMH7QZ,JxWELFcqbt4QhErmK,2022-01-07T19:19:18Z,49,Male,British,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes I think so we tried to work together for rewards,Yes very easy to chat,No problems with the study at all,Yes plenty of time,"NXG9xrubeMAiaBGcz,nXi2XRmPSwHBMH7QZ",BoS,nochat
BhMbtxy9Dcoes7q55,Er4MvF9jMLZkmNyiQ,hvmtr2DbNHSoS7t5T,2022-01-07T19:19:20Z,21,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes,Yes,In the instructions it was a bit hard to see since it was flashing a bit i dont know why,Yes,"Er4MvF9jMLZkmNyiQ,tEynWRbuiPy2oTAbk",BoS,nochat
GMkCEGuvJvs7nEB9X,xrbgommEhvZ25bFma,Jed3N5DDMRxrtqzEy,2022-01-07T19:19:26Z,21,Male,Polish,TRUE,NA,NA,NA,NA,NA,lessHighSchool,yes,yes,agree,Yes,Yes,No,Yes,"Mz2HhWXT6y2iEL9ZY,xrbgommEhvZ25bFma",BoS,nochat
efLDSJmmbGkXvxDHx,W8eyPiHKGL5ppzC3Z,h2H4mKCxvAuu87xuu,2022-01-07T19:19:26Z,21,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,agree,"A little bit, since it was a bit random and we couldn't see each other clicking, so even if we wanted to cooperate, we couldn't","Yes, worked really well",Nothing to add.,"Yes, no problem","W8eyPiHKGL5ppzC3Z,cwC3fuqd2fsEz32EQ",BoS,nochat
asJw3JqgFb5NFtokG,Mz2HhWXT6y2iEL9ZY,Jed3N5DDMRxrtqzEy,2022-01-07T19:19:31Z,19,Male,Polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,no,disagree,Pay was fair,Yes,No,Yes,"Mz2HhWXT6y2iEL9ZY,xrbgommEhvZ25bFma",BoS,nochat
hRe2LG8RJ5uRCX6Le,QcuF92NqDkgnXPkhQ,6HjsP4vBMWSu3MBDA,2022-01-07T19:19:52Z,43,Male,English,NA,NA,TRUE,NA,NA,NA,bachelor,yes,yes,agree,Yes,Yes,No,Yes,"QcuF92NqDkgnXPkhQ,a9szXnsM5siPjp2aD",BoS,nochat
oMt2LYrNL4WqG9oz3,Luw4CZeQhsYRn77oC,pQ5AmcQmGcPjHXWod,2022-01-07T19:20:05Z,69,female,English,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,agree,yes,yes,no problems,yes,"Luw4CZeQhsYRn77oC,TXFG84gMH2ETa846v",BoS,nochat
wusS5FiFc5cgFDy9r,TXFG84gMH2ETa846v,pQ5AmcQmGcPjHXWod,2022-01-07T19:20:07Z,19,male,portuguese,NA,NA,NA,NA,NA,TRUE,someCollege,yes,yes,agree,yes,yes,no,yes,"Luw4CZeQhsYRn77oC,TXFG84gMH2ETa846v",BoS,nochat
ZvP9swq4TrrgfvTuF,bmuuPXnwdYujAH4fh,dSfcS7Eyze9644aiz,2022-01-07T19:20:28Z,26,male,portuguese,NA,TRUE,NA,NA,NA,NA,bachelor,yes,yes,agree,"no, should be more",yes,no,yes,"bmuuPXnwdYujAH4fh,xGqpMhYJv6JDsDTbn",BoS,nochat
2ScraJvZvkLqh6LN8,NXG9xrubeMAiaBGcz,JxWELFcqbt4QhErmK,2022-01-07T19:20:35Z,30,Male,Frensh,TRUE,NA,NA,NA,NA,NA,master,yes,yes,disagree,yeah i think so,"realy easy, it feels like facebook chat",no not at all\n,"no not enough, i would have liked more time","NXG9xrubeMAiaBGcz,nXi2XRmPSwHBMH7QZ",BoS,nochat
76XcKRiP8tSpkkYav,cwC3fuqd2fsEz32EQ,h2H4mKCxvAuu87xuu,2022-01-07T19:20:47Z,45,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,disagree,The pay was very fair for a quick study.,"Yes, chatting was easy, type and send.","We really struggled to get into any kind of rhythm, or pattern.  Disappointing!","Yes, plenty of time.","W8eyPiHKGL5ppzC3Z,cwC3fuqd2fsEz32EQ",BoS,nochat
xXpF2m2nMMBxLaQ8D,tEynWRbuiPy2oTAbk,hvmtr2DbNHSoS7t5T,2022-01-07T19:20:53Z,34,male,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,no,agree,"yes, we end up with almost the same amount",yes,everything was fine,yes,"Er4MvF9jMLZkmNyiQ,tEynWRbuiPy2oTAbk",BoS,nochat
PYfutkkZngHyuMxHW,a9szXnsM5siPjp2aD,6HjsP4vBMWSu3MBDA,2022-01-07T19:21:06Z,26,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,I think the distribution wasn't fair because i ended up with more money because of the lack of coordination between the both of us,"It was fairly easy, yes. I think the suggested questions helped getting the conversation going",No,Yes,"QcuF92NqDkgnXPkhQ,a9szXnsM5siPjp2aD",BoS,nochat
EnAhEvQFJiLaTKuQQ,xGqpMhYJv6JDsDTbn,dSfcS7Eyze9644aiz,2022-01-07T19:21:11Z,22,male,portuguese,NA,TRUE,TRUE,NA,NA,NA,someCollege,yes,yes,agree,yes it was very fair,yes it was and helped to break the ice off,"no, no problems at all",yes it was more than enough time,"bmuuPXnwdYujAH4fh,xGqpMhYJv6JDsDTbn",BoS,nochat
HNDCdqckcp5sPwFQM,ZthpTAXyurpXARiZJ,Z685nrBoih37EGQk3,2022-01-07T19:22:55Z,36,Male,English,NA,TRUE,NA,NA,NA,NA,bachelor,yes,yes,agree,T'was Okay,Very interesting,No,Yes,"4tuRE7AAtfnPPThJQ,ZthpTAXyurpXARiZJ",BoS,nochat
WhP2QW8NqP33uaxDb,4tuRE7AAtfnPPThJQ,Z685nrBoih37EGQk3,2022-01-07T19:23:02Z,22,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,no,disagree,Yes I thought the pay was fair,Yes the chat was very easy to use,N/A,Yes I had enough time on each round,"4tuRE7AAtfnPPThJQ,ZthpTAXyurpXARiZJ",BoS,nochat
u2aMHDJR2qMWykh89,YhGSa5DHDmpgAcQJa,GP5wLCwyvCFpXX7T4,2022-01-07T19:23:18Z,25,Male,English,NA,NA,TRUE,NA,NA,NA,bachelor,yes,yes,neutral,Yes it was fair.,It was very easy to use.,"The study was fun and engaging, thank you.",There was plenty of time.,"AXipEhaooSoyuDsLH,YhGSa5DHDmpgAcQJa",BoS,nochat
6r6QTmovvZqGESXmY,FGwrJmiudTYKNCCsQ,zH6iJH7x4R56oMNPb,2022-01-07T19:23:26Z,19,Male,Hungarian,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,disagree,Yes,Yes,No,Yes,"FGwrJmiudTYKNCCsQ,Hv5rb6SfcExTYKwNM",BoS,nochat
biFZCDfHYgX49eK8Y,AXipEhaooSoyuDsLH,GP5wLCwyvCFpXX7T4,2022-01-07T19:23:46Z,44,female,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,disagree,The pay was very fair,I should have utalised it more. said beforehand whoever has the lower amount gets more on the box. that way maximum preofits. hindsight for future.,"i liked it a lot, thanks",plenty,"AXipEhaooSoyuDsLH,YhGSa5DHDmpgAcQJa",BoS,nochat
uCKsHTf7RynyxXYny,DWtnxhprAFHvWpfPw,2AR3YW5TzcSQGsCkM,2022-01-07T19:23:57Z,21,Male,Polish,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes,Yes,No,Yes,"DWtnxhprAFHvWpfPw,b6QvmpWJyLnRQ35yA",BoS,nochat
7XyeCCR3nMYCdT2oQ,ZYCW9Kj8KbvLRvhrR,q8AmsrgfmZmBAXKLt,2022-01-07T19:23:58Z,59,female,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,neutral,yes,yes,no,sometimes,"Nbw5kT9oTkNRhAPvv,ZYCW9Kj8KbvLRvhrR",BoS,nochat
3Ps3Nh2gCGHeaFyda,Nbw5kT9oTkNRhAPvv,q8AmsrgfmZmBAXKLt,2022-01-07T19:24:46Z,24,Male,Italian,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyDisagree,"Not so much, my strategy, which i did not say in the chat, was to keep as much equal as possible the rewards. It started ok, then... nope.",Yes,"In the first page, webpage kept scrolling up when i was reading at the bottom",More than enough.,"Nbw5kT9oTkNRhAPvv,ZYCW9Kj8KbvLRvhrR",BoS,nochat
7AEKFqPe2jztidXxT,b6QvmpWJyLnRQ35yA,2AR3YW5TzcSQGsCkM,2022-01-07T19:24:48Z,24,Masculine,Spanish,NA,NA,NA,NA,NA,TRUE,someCollege,yes,no,stronglyAgree,i think we played to 50/50,yes,no problems,yes,"DWtnxhprAFHvWpfPw,b6QvmpWJyLnRQ35yA",BoS,nochat
cHjiZ4sQ6k4Qt4NMj,iNQArCeui24DLomQt,b3w7mYsGW6rsqw3wh,2022-01-07T19:24:55Z,25,Male,English,TRUE,NA,NA,NA,NA,NA,master,yes,yes,neutral,"Kinda, it was okay",yes,no,yes,"5xApaSYMNGaajjxsW,iNQArCeui24DLomQt",BoS,nochat
DMndeqRWfsEMcfZo9,Gbnikvq7xGtyLrdjt,2fs37H88JEnp9C8ys,2022-01-07T19:25:10Z,20,Male,Portuguese,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,someCollege,no,yes,stronglyDisagree,Yes,Yes,No,Yes,"Gbnikvq7xGtyLrdjt,XTsvAgRPE6hMfgpKJ",BoS,nochat
MkQpbHnCS4aiKmTf7,5xApaSYMNGaajjxsW,b3w7mYsGW6rsqw3wh,2022-01-07T19:26:26Z,37,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,neutral,I'm not sure how to judge whether the pay was fair.,"Yes, it was straightforward.",The study ran smoothly. I encountered no issues.,"Yes, time was not an issue.","5xApaSYMNGaajjxsW,iNQArCeui24DLomQt",BoS,nochat
zszeFsJoFESaScT5W,Hv5rb6SfcExTYKwNM,zH6iJH7x4R56oMNPb,2022-01-07T19:26:30Z,29,ma;e,sepedi,NA,TRUE,NA,NA,NA,NA,someCollege,yes,no,disagree,yes considering the way we were playing but i think it was not a human being behind the mouse.,yes it was,no roblems i enjoyed the game,the time was fair enough,"FGwrJmiudTYKNCCsQ,Hv5rb6SfcExTYKwNM",BoS,nochat
rrpFTXZvFQ4skuJfi,XTsvAgRPE6hMfgpKJ,2fs37H88JEnp9C8ys,2022-01-07T19:26:58Z,33,Feminine,Spanish,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,neutral,"Sure, it depends on how well we worked together",yes it was fine,"no, everything was fine","Yes, there was planty of time","Gbnikvq7xGtyLrdjt,XTsvAgRPE6hMfgpKJ",BoS,nochat
SspCx6KvgmKd64Fz8,3Cw8cnbPoc2vBMwwH,HQ7QXuWuDSezK4EvT,2022-01-07T20:07:40Z,24,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,no,agree,More than fair,N/a,No,Plenty of time,"3Cw8cnbPoc2vBMwwH,icxb87nbqzFtYRebb",PD,nochat
e5XmAY992aJKJwJGK,icxb87nbqzFtYRebb,HQ7QXuWuDSezK4EvT,2022-01-07T20:08:06Z,30,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes,Yes,None,"Yes, more than enough","3Cw8cnbPoc2vBMwwH,icxb87nbqzFtYRebb",PD,nochat
6t4fmEfrtoQmoQdYt,wejbDd4oYdsCfKnfL,QgJ7Nu3SHyFTXXfQQ,2022-01-07T20:08:08Z,37,Female,English,TRUE,FALSE,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,Yes I do,Yes very easy,No,Yes,"w4TYTnfaWYvNRDcer,wejbDd4oYdsCfKnfL",PD,nochat
kWwRizPkE58BCfzHd,w4TYTnfaWYvNRDcer,QgJ7Nu3SHyFTXXfQQ,2022-01-07T20:08:37Z,23,nonbinary,polish,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,"Yes, very much so",Yes,No,"Yes, even too much","w4TYTnfaWYvNRDcer,wejbDd4oYdsCfKnfL",PD,nochat
jGZJrCueE5KASuTLc,StP5rSz96278nkiiq,erBviJjaRX9ujiNWf,2022-01-07T20:08:42Z,22,male,German,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,neutral,Yes,Yes,No,Yes,"GJ2aRKRf6nPZFoC2y,StP5rSz96278nkiiq",PD,nochat
xLbpeAfQ8ArjG38G2,GJ2aRKRf6nPZFoC2y,erBviJjaRX9ujiNWf,2022-01-07T20:08:49Z,19,male,polish,TRUE,NA,NA,NA,NA,NA,lessHighSchool,yes,yes,stronglyAgree,Yes,Yes,No,Enough,"GJ2aRKRf6nPZFoC2y,StP5rSz96278nkiiq",PD,nochat
XabqmFj4CJRfbjQ93,vocfJDvSr4g3eD6D9,qzkr6nBoeiBKpbT9C,2022-01-07T20:09:06Z,27,Female,English,TRUE,NA,NA,NA,NA,NA,master,yes,yes,neutral,Yes,Yes,N/A,Yes,"KH2sJrEatgsLoepiB,vocfJDvSr4g3eD6D9",PD,nochat
FNQ2EiAqZqtYQ8oNQ,QFu7AhwGsu4LHjwfu,5cGtbLTZLSRvcNKsm,2022-01-07T20:09:42Z,31,Male,English,NA,NA,TRUE,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Yes,Yes,On the instructions page it flashed often,Yes,"MaBgjM4TvR5r3ZqpB,QFu7AhwGsu4LHjwfu",PD,nochat
nxhpLLqiaG7Kz4i58,mDzyv8T4N2LtEuQDu,gfq4JTTgFGoHXR4xC,2022-01-07T20:09:45Z,41,Male,French,NA,TRUE,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes it was fair,yes it was good,No problems,Yes,"mDzyv8T4N2LtEuQDu,z4JQpPXP2RMai2fyT",PD,nochat
4LidwHAQy9JER4HGM,MaBgjM4TvR5r3ZqpB,5cGtbLTZLSRvcNKsm,2022-01-07T20:10:12Z,18,Male,Polish,TRUE,NA,NA,NA,NA,NA,lessHighSchool,yes,yes,stronglyAgree,"If you give me bonus, yea its fair",Yes,"You should let us chat more, nice conversation we had",Yes,"MaBgjM4TvR5r3ZqpB,QFu7AhwGsu4LHjwfu",PD,nochat
ex8YsJEvn3cGhLPKj,m2qQ7DimCHvWxYBXi,a3eX5ctNEvqnnTXau,2022-01-07T20:10:46Z,27,Male,Greek,TRUE,NA,NA,NA,NA,NA,master,yes,no,disagree,The pay was totally fair,"Yes, i wish i could see a ""typing..."" indication","no, everything was fine",yes,"2gjp8En4Z8XeYJtnd,m2qQ7DimCHvWxYBXi",PD,nochat
FZc8nJiZ2wH4mfd67,gm2AT9yKrqXp3Lus8,mPRvDApZhurzrRhvj,2022-01-07T20:10:47Z,22,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,"Yes, I do.","Yes, very intuitive.",No,"Yes, I did.","gm2AT9yKrqXp3Lus8,jHq7wWM8HdT7Rck59",PD,nochat
JXq4paXXWD6svEo2w,jHq7wWM8HdT7Rck59,mPRvDApZhurzrRhvj,2022-01-07T20:10:53Z,20,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes it was very reasonable,yes very easy,no,more than enough,"gm2AT9yKrqXp3Lus8,jHq7wWM8HdT7Rck59",PD,nochat
9gBrBD4bC5iNbdJEE,KH2sJrEatgsLoepiB,qzkr6nBoeiBKpbT9C,2022-01-07T20:10:56Z,21,Female,Spanish,NA,NA,NA,NA,NA,TRUE,someCollege,yes,no,neutral,Somewhat. No clear instructions.,Yes.,No.,Yes.,"KH2sJrEatgsLoepiB,vocfJDvSr4g3eD6D9",PD,nochat
zkWLn2y2tA4oPZjov,c4jaGv6YjJ5cSWW3a,PPmpet49YJCaxgF6Z,2022-01-07T20:10:57Z,19,male,polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,disagree,yes,yes,my partner was greedy bastard,absolutely,"KcXtxfyiPeGn6TkRB,c4jaGv6YjJ5cSWW3a",PD,nochat
sXKpR3P99YNgjHnhr,MxfHD7JyTiyWBAwFm,cRkCaFGZKAci2ou5B,2022-01-07T20:11:00Z,34,Male,English,TRUE,NA,NA,NA,NA,NA,master,yes,yes,disagree,Very,The borderlines of that chat box were a bit difficult to read in high res,Nothing was noticed.,More than enough time,"KCBYuikqNFAqrRDSb,MxfHD7JyTiyWBAwFm",PD,nochat
pp9K6jzP9HkaupgNY,G3JjKsRG7yFwvaEuB,GwRhb4r9tt5mp7xu4,2022-01-07T20:11:11Z,26,Female,Turkish,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,agree,Yes,Yes,the constant refreshing was a bit irritating,"Yes, more than enough","G3JjKsRG7yFwvaEuB,wP3eyqaBkycsGz559",PD,nochat
6dHcyoFpJLuJ5RDZM,trkTSRmRmT6WamPhC,R8gjJxpsKTWtDrjkv,2022-01-07T20:11:21Z,27,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,agree,Yes,Yes,No,Yes,"NKcGg3icKdybdJEDS,trkTSRmRmT6WamPhC",PD,nochat
F7zNNvBmHFYm3WvSv,KcXtxfyiPeGn6TkRB,PPmpet49YJCaxgF6Z,2022-01-07T20:11:22Z,26,male,polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,neutral,yes,yes,no,so much time,"KcXtxfyiPeGn6TkRB,c4jaGv6YjJ5cSWW3a",PD,nochat
4dcjrx5Tir5nvvQdF,2gjp8En4Z8XeYJtnd,a3eX5ctNEvqnnTXau,2022-01-07T20:11:34Z,20,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyDisagree,It was more than fair. Too bad the other participant was way smarter than me and won almost every single round,It was! I got to know the other participant.,The instructions were a little bit confused at first but got into it right after. I had to read them twice before jumping into the study!,I had more than enough time to make my choices!,"2gjp8En4Z8XeYJtnd,m2qQ7DimCHvWxYBXi",PD,nochat
mMgZm7HKebzGqdoai,wP3eyqaBkycsGz559,GwRhb4r9tt5mp7xu4,2022-01-07T20:11:40Z,23,Male,Dutch,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,agree,"Yes, but with the bonuses I'm not sure they were right at the beginning",Yes,Not sure if the bonus payout was right in the first couple rounds of the game,Yes,"G3JjKsRG7yFwvaEuB,wP3eyqaBkycsGz559",PD,nochat
MzJfwM7kCYMrTDrzM,KCBYuikqNFAqrRDSb,cRkCaFGZKAci2ou5B,2022-01-07T20:11:43Z,24,female,polish,TRUE,NA,NA,NA,NA,NA,master,yes,yes,agree,"Yes, it was really fun and the payment is high enough",Yes pretty easy,when reading the instructions page was refreshing again and again but it wasn't a big problem,Yes,"KCBYuikqNFAqrRDSb,MxfHD7JyTiyWBAwFm",PD,nochat
3jCnTpssqbwvQKcPn,AuzCxumSXaTbMjkF4,3mFpeSu6zSzqvWGeq,2022-01-07T20:11:46Z,18,Male,Polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Yes totally the pay is very fair,Yes chatting went without difficulties,Not at all,Enough and even too much,"AuzCxumSXaTbMjkF4,TYzbZd5CASRLZr5Rv",PD,nochat
zNR8JfiwGLsLYzSHr,NKcGg3icKdybdJEDS,R8gjJxpsKTWtDrjkv,2022-01-07T20:11:58Z,34,Male,Polish,TRUE,NA,NA,NA,NA,NA,someCollege,yes,no,agree,Yes.,Yes.,No 0 problems.,Yes.,"NKcGg3icKdybdJEDS,trkTSRmRmT6WamPhC",PD,nochat
KNtQRcBXXe2N9yDed,TYzbZd5CASRLZr5Rv,3mFpeSu6zSzqvWGeq,2022-01-07T20:12:40Z,23,Female,English,NA,TRUE,NA,TRUE,NA,NA,highSchool,yes,yes,stronglyAgree,The pay was very fair.,Yes the in-game chat feature was easy and fast to use.,No.,"Yes, there was plenty of time.","AuzCxumSXaTbMjkF4,TYzbZd5CASRLZr5Rv",PD,nochat
qCHXTHigwkM3fCXeT,z4JQpPXP2RMai2fyT,gfq4JTTgFGoHXR4xC,2022-01-07T20:13:16Z,27,Male,Polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,"Yes, we both got the same amount","It was the hardest part, very awkward",Nope,"Yes, more than enough","mDzyv8T4N2LtEuQDu,z4JQpPXP2RMai2fyT",PD,nochat
tBJncfGTGSBk8xt6a,WKxc49Gg4KfarmJkc,ziChan6obCzYsjG7T,2022-01-07T20:13:34Z,31,Female,Spanish,NA,NA,NA,NA,NA,TRUE,bachelor,yes,yes,stronglyAgree,Yes,Yes,No,Yes,"KomsCFQ8qTFfQoaez,WKxc49Gg4KfarmJkc",PD,nochat
EnQCkNLEAE3XHiCPN,ZMr2ic7s5rEnqpD3r,ayKmAwXjtgu8aAppz,2022-01-07T20:15:21Z,40,male,spanish,NA,NA,NA,NA,NA,TRUE,master,no,yes,neutral,"I wanted my partner earn equal than me, but the game become confuse",Everything was ok,NO problems at all,The time was enough,"ZMr2ic7s5rEnqpD3r,jogSTiCsK6uZS6Lo2",PD,nochat
CMdavHSNw8MuXAv5K,jogSTiCsK6uZS6Lo2,ayKmAwXjtgu8aAppz,2022-01-07T20:15:38Z,23,Male,Spanish,NA,NA,NA,NA,NA,TRUE,someCollege,yes,yes,stronglyDisagree,Yes,"It was, I managed to chat and get to an agreement with my partner",Sometimes I felt like the box I selected and the box my partner selected didnt matched the final reward outcome. So thats why a little more time to see the results would be better,I think a little more time would feel better to see what the partner chose,"ZMr2ic7s5rEnqpD3r,jogSTiCsK6uZS6Lo2",PD,nochat
6gJXd6GySYgjsrQyJ,XwmNGFFzrwEC7LvFK,ZYnDwCwFwq4tAuPdv,2022-01-07T20:15:44Z,25,Feminine,Portuguese,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,neutral,"Yes, because I understood faster how to always score points",Yes,NA,More than enough,"KwvqASEwEfNZQCr5T,XwmNGFFzrwEC7LvFK",PD,nochat
swhZ94vgRep4Rfzu8,KomsCFQ8qTFfQoaez,ziChan6obCzYsjG7T,2022-01-07T20:16:08Z,31,male,French,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,Yes and the study was fun,Really easy,"Everything went fine, if it was a real human, that's funny how we both agree automaticaly to select the same box after some round","Yes, even 1min instead of 2 is enough","KomsCFQ8qTFfQoaez,WKxc49Gg4KfarmJkc",PD,nochat
8tMpZ6vQuLHMqoviy,KwvqASEwEfNZQCr5T,ZYnDwCwFwq4tAuPdv,2022-01-07T20:19:40Z,25,female,Hungarian,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,neutral,Yes I think the pay was fair.,Yes the chat was very easy to use.,I was thinking that maybe my and my partners boxes (or the labels) were accidentally swaped on the pictures that were shown to us each round.,I felt like I could think through all the possibilities I usually need more time to make a decision,"KwvqASEwEfNZQCr5T,XwmNGFFzrwEC7LvFK",PD,nochat
eeCmprJmotsSnmJDX,gPErvRhiT4h83Q99R,cjvvmDSw5RS4dN4QE,2022-01-07T20:21:34Z,25,Male,Polish,TRUE,FALSE,NA,NA,NA,NA,someCollege,yes,yes,disagree,Absolutely.,Yes.,I didn't notice any problems :),Yes.,"HFYf4QXMRYiMGgs7A,gPErvRhiT4h83Q99R",PD,nochat
K23ogwbJQr2kx7sXL,HFYf4QXMRYiMGgs7A,cjvvmDSw5RS4dN4QE,2022-01-07T20:22:08Z,44,Male,English,NA,NA,TRUE,NA,NA,NA,master,yes,yes,agree,Yes in my opinion the rate is fair,I found it well integrated.,No problem noticed at all,It was quite enough time there to complete the task,"HFYf4QXMRYiMGgs7A,gPErvRhiT4h83Q99R",PD,nochat
