_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.role,data.name,data.avatar,data.nameColor,data.bonus,data.targets,data.clicked,data.timeClick,data.scoreIncrement,data.exitTimeoutId,data.exited
3Cw8cnbPoc2vBMwwH,,2022-01-07T19:57:29Z,,,ExitSurvey,2022-01-07T20:07:04Z,finished,,,,2022-01-07T19:56:57Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.620000000000001,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,1903,7,,
wP3eyqaBkycsGz559,,2022-01-07T19:58:26Z,,,ExitSurvey,2022-01-07T20:10:19Z,finished,,,,2022-01-07T19:56:58Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.260000000000002,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,4155,3,,
2gjp8En4Z8XeYJtnd,,2022-01-07T19:58:33Z,,,ExitSurvey,2022-01-07T20:09:24Z,finished,,,,2022-01-07T19:57:00Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.8400000000000007,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,1899,0,,
mDzyv8T4N2LtEuQDu,,2022-01-07T19:59:15Z,,,ExitSurvey,2022-01-07T20:08:29Z,finished,,,,2022-01-07T19:57:00Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,4.060000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",A,48723,7,,
w4TYTnfaWYvNRDcer,,2022-01-07T19:58:14Z,,,ExitSurvey,2022-01-07T20:07:26Z,finished,,,,2022-01-07T19:57:02Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.9400000000000026,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}",A,1917,3,,
StP5rSz96278nkiiq,,2022-01-07T19:58:01Z,,,ExitSurvey,2022-01-07T20:08:11Z,finished,,,,2022-01-07T19:57:05Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.3200000000000016,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,3268,6,,
MxfHD7JyTiyWBAwFm,,2022-01-07T19:59:27Z,,,ExitSurvey,2022-01-07T20:09:31Z,finished,,,,2022-01-07T19:57:12Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.280000000000001,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,-230,6,,
jHq7wWM8HdT7Rck59,,2022-01-07T20:00:01Z,,,ExitSurvey,2022-01-07T20:09:50Z,finished,,,,2022-01-07T19:57:15Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.8600000000000025,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,3774,6,,
AuzCxumSXaTbMjkF4,,2022-01-07T19:58:21Z,,,ExitSurvey,2022-01-07T20:10:48Z,finished,,,,2022-01-07T19:57:16Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,4.180000000000002,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,2842,4,,
ZMr2ic7s5rEnqpD3r,,2022-01-07T19:58:38Z,,,ExitSurvey,2022-01-07T20:13:30Z,finished,,,,2022-01-07T19:57:16Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,4.020000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,12471,2,,
G3JjKsRG7yFwvaEuB,,2022-01-07T19:58:30Z,,,ExitSurvey,2022-01-07T20:10:19Z,finished,,,,2022-01-07T19:57:19Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,4.400000000000001,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,3466,3,,
m2qQ7DimCHvWxYBXi,,2022-01-07T19:58:34Z,,,ExitSurvey,2022-01-07T20:09:24Z,finished,,,,2022-01-07T19:57:27Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.000000000000001,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",B,1442,7,,
ZXMAkeg5utWTBx4Kc,,,,,"Sorry,ExitSurvey",2022-01-07T19:59:09Z,gameFull,,,,2022-01-07T19:57:29Z,,,,,,,,,,,
gm2AT9yKrqXp3Lus8,,2022-01-07T19:59:43Z,,,ExitSurvey,2022-01-07T20:09:50Z,finished,,,,2022-01-07T19:57:30Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,4.040000000000002,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,2144,6,,
KwvqASEwEfNZQCr5T,,2022-01-07T20:00:57Z,,,ExitSurvey,2022-01-07T20:13:31Z,finished,,,,2022-01-07T19:57:32Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.4800000000000004,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,2283,2,,
y7E6A8tcssQB2yqG4,,2022-01-07T20:01:35Z,,,"Sorry,ExitSurvey",2022-01-07T20:03:33Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-01-07T19:57:33Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,,false,false,0,5552,true
NKcGg3icKdybdJEDS,,2022-01-07T20:00:54Z,,,ExitSurvey,2022-01-07T20:10:37Z,finished,,,,2022-01-07T19:57:38Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.720000000000002,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,-1124,7,,
KomsCFQ8qTFfQoaez,,2022-01-07T20:00:07Z,,,ExitSurvey,2022-01-07T20:12:28Z,finished,,,,2022-01-07T19:57:47Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.600000000000002,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",A,2338,8,,
KCBYuikqNFAqrRDSb,,2022-01-07T19:59:29Z,,,ExitSurvey,2022-01-07T20:09:31Z,finished,,,,2022-01-07T19:57:48Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.8600000000000008,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,-1045,0,,
MaBgjM4TvR5r3ZqpB,,2022-01-07T19:59:17Z,,,ExitSurvey,2022-01-07T20:08:44Z,finished,,,,2022-01-07T19:58:09Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.7800000000000025,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",A,1904,7,,
trkTSRmRmT6WamPhC,,2022-01-07T20:00:42Z,,,ExitSurvey,2022-01-07T20:10:37Z,finished,,,,2022-01-07T19:59:38Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.4800000000000018,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,1918,7,,
XwmNGFFzrwEC7LvFK,,2022-01-07T20:01:31Z,,,ExitSurvey,2022-01-07T20:13:31Z,finished,,,,2022-01-07T19:59:47Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.240000000000001,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",B,12718,2,,
8Khz3XAZFCpwqY7HC,,2022-01-07T20:02:43Z,,,"Sorry,ExitSurvey",2022-01-07T20:04:09Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-01-07T20:01:04Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0,,false,false,0,981,true
HFYf4QXMRYiMGgs7A,,2022-01-07T20:04:36Z,,,ExitSurvey,2022-01-07T20:20:24Z,finished,,,,2022-01-07T20:03:10Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.3400000000000016,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,4166,6,,
gPErvRhiT4h83Q99R,,2022-01-07T20:09:03Z,,,ExitSurvey,2022-01-07T20:20:24Z,finished,,,,2022-01-07T20:06:49Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.020000000000001,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,1926,6,,
