_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.role,data.name,data.avatar,data.nameColor,data.bonus,data.targets,data.clicked,data.scoreIncrement,data.exitTimeoutId,data.exited
RMJgfEc4tcbKdnaYh,,2022-06-24T18:30:20Z,,,ExitSurvey,2022-06-24T18:42:35Z,finished,,,,2022-06-24T18:29:35Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.7299999999999995,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,0,,
QQtdRrBLskCKjqv7B,,2022-06-24T18:31:00Z,,,"Sorry,ExitSurvey",2022-06-24T18:39:56Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-06-24T18:29:41Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,0.7050000000000001,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,5,119,true
T3wYWjb9SmiDyLtex,,2022-06-24T18:30:48Z,,,ExitSurvey,2022-06-24T19:02:46Z,finished,,,,2022-06-24T18:29:45Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.960000000000001,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",A,6,,
LGLkuWbccuYuicrg6,,2022-06-24T18:31:49Z,,,ExitSurvey,2022-06-24T18:55:21Z,finished,,,,2022-06-24T18:29:46Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.1850000000000005,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,0,,
95HFax8RC2wNYbjwh,,2022-06-24T18:31:37Z,,,,2022-06-24T20:39:28Z,finished,,,,2022-06-24T18:29:47Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",false,0,,
H3w6ojCKuemy4MMc9,,2022-06-24T18:31:06Z,,,ExitSurvey,2022-06-24T18:40:42Z,finished,,,,2022-06-24T18:29:49Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0149999999999992,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,11,,
WdXatSJ3kQroXrQwf,,2022-06-24T18:32:10Z,,,ExitSurvey,2022-06-24T19:11:55Z,finished,,,,2022-06-24T18:29:54Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.6149999999999993,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",false,0,,
dQwoRZPhF8gmz4ixP,,2022-06-24T18:31:44Z,,,"Sorry,ExitSurvey",2022-06-24T20:39:28Z,finished,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-06-24T18:29:58Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",false,0,2800,true
8c45pMmQdQJ5GoBFX,,2022-06-24T18:33:19Z,,,ExitSurvey,2022-06-24T18:53:30Z,finished,,,,2022-06-24T18:30:00Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.930000000000001,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,5,,
d4yPRxdFffkqPiomj,,2022-06-24T18:30:51Z,,,"Sorry,ExitSurvey",2022-06-24T18:39:34Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-06-24T18:30:10Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.0050000000000001,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,5,6683,true
8AGQYqAjRaNjj2eKR,,2022-06-24T18:31:44Z,,,ExitSurvey,2022-06-24T18:55:21Z,finished,,,,2022-06-24T18:30:11Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,4.260000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,8,,
KYfXYPHNmbjXZYCqy,,2022-06-24T18:32:41Z,,,ExitSurvey,2022-06-24T18:43:18Z,finished,,,,2022-06-24T18:30:15Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,1.9800000000000002,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,4,,
PrgRRg5jn4LByzpHN,,2022-06-24T18:33:12Z,,,ExitSurvey,2022-06-24T18:43:18Z,finished,,,,2022-06-24T18:30:42Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.5650000000000004,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,4,,
jDPSBH9CxMMqtyXDf,,2022-06-24T18:32:15Z,,,ExitSurvey,2022-06-24T19:20:51Z,finished,,,,2022-06-24T18:30:59Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.855,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}",A,3,,
mcQLo7dTEEcRgKmmy,,2022-06-24T18:33:41Z,,,ExitSurvey,2022-06-24T18:53:30Z,finished,,,,2022-06-24T18:31:12Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.7349999999999994,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,9,,
QnCpxKMvWrEwDCTFw,,2022-06-24T18:35:24Z,,,ExitSurvey,2022-06-24T18:53:37Z,finished,,,,2022-06-24T18:31:24Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.895000000000001,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",B,12,,
79F3ZxqNyY2qyYKLD,,2022-06-24T18:35:54Z,,,ExitSurvey,2022-06-24T18:47:21Z,finished,,,,2022-06-24T18:31:39Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.83,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}",B,2,,
