gameId,playerId
3T3cTtkeNqwJBkAQc,5vcmk6fyRsw7m6edH
3T3cTtkeNqwJBkAQc,a9XP4ypM8jtsnidcA
8RRJwSJteRcMqy2NW,MWF9e2j6kJKX5ujax
8RRJwSJteRcMqy2NW,u7MHB5vzLN9eK9ZcS
9J7X8LkjgAZPbbJz5,79F3ZxqNyY2qyYKLD
9J7X8LkjgAZPbbJz5,7NMCrHGLKZpjA7Rec
9Q7YMvptphxmnS9gT,49334NJBywAfP6djd
9Q7YMvptphxmnS9gT,JqyPrZCeLhER9uP6Q
Aa9g2BP42xbuy29DX,6PcLgv3xsT8Kr2pMR
Aa9g2BP42xbuy29DX,WQ8W2Gs4Nex39WNNm
An7iDHsW2aJ9P5xNs,3YM9gSDdL5vvpADy7
An7iDHsW2aJ9P5xNs,FiePEmqjrX6ete7tC
aqTgFeDJedmHsJdN3,3hkmd443h5Hoc7uRA
aqTgFeDJedmHsJdN3,SW3JbYpoZgJosZ7Fz
cWxBSvnqsiapTBeLN,CESMkMfe4nrh3Augx
cWxBSvnqsiapTBeLN,nBc7H29oDSPiZ4ZCN
dqwWexyp6uZFN3ywZ,aaZBH4E4cBNeJdq3s
dqwWexyp6uZFN3ywZ,xPBSBGS4KYgaQ6Cbc
f2mNy7LXjEnJhJTDi,9Pk9GKS9RP8xPNtuG
f2mNy7LXjEnJhJTDi,YgnDk7f85uYDx2r7s
F6x3kNgpG6vW53yB2,8AGQYqAjRaNjj2eKR
F6x3kNgpG6vW53yB2,LGLkuWbccuYuicrg6
FRwRN2so2DZGywk35,cXRC4Avo25hauPjsW
FRwRN2so2DZGywk35,T3wYWjb9SmiDyLtex
GMZpBSKepZ3xYzBu3,H3w6ojCKuemy4MMc9
GMZpBSKepZ3xYzBu3,ivjtGQJCekQNqGm8A
HLTCEBqPaQHivjr6v,7dfopfJKqMBxYCPfE
HLTCEBqPaQHivjr6v,p2eYryKburqCmAWoo
hywbQJ96228j7aJSE,8mtEFqemeDEbGbRK9
hywbQJ96228j7aJSE,8WJE5CSfM9WdWrATu
j324rhioRDuzYkYJv,35Bf8odtQqtBx76JY
j324rhioRDuzYkYJv,Kmw7z75ayKXM5onfQ
LycsHXmDaKimnQRKF,8c45pMmQdQJ5GoBFX
LycsHXmDaKimnQRKF,mcQLo7dTEEcRgKmmy
mJHDn5YQvPxDfSMK6,yu4MpD4JtmRBNDtdC
mJHDn5YQvPxDfSMK6,ztPQaaTNJbzpd5PDe
myfd9iE5S87qz2Luc,KYfXYPHNmbjXZYCqy
myfd9iE5S87qz2Luc,PrgRRg5jn4LByzpHN
NTvetXkvNKQL5JMpE,Jwdq96ouHvT5auz2w
NTvetXkvNKQL5JMpE,QnCpxKMvWrEwDCTFw
owsi8S8KdKw7rNGyL,6ddvrgDpKf7LMrXbZ
owsi8S8KdKw7rNGyL,eGWQpT5PYpdiopWFF
PErsMjjrtDA2gq7Ns,pckPwaHu5dYSP6jsj
PErsMjjrtDA2gq7Ns,x2tYjCZumvmF7Xmgj
PoS3kboKzTLrdjAWj,a88wKW9Kgk88mya3N
PoS3kboKzTLrdjAWj,jiDG4fDMbyCtioSYb
QFT6pjoGMRdWGYQGj,8rdWL4uwqorMKJPgk
QFT6pjoGMRdWGYQGj,aqf28wvY8KdTHFr2Q
rABLTfmALBgGnFoKQ,3WP2kYQSoj3uKrdAs
rABLTfmALBgGnFoKQ,jDPSBH9CxMMqtyXDf
szPxqxHLgkTjjBmfZ,jWT2DwR7LyyR328y8
szPxqxHLgkTjjBmfZ,u5XFLom4Jab8ohvNN
uYR3fqiFafhj5FvYZ,4RLp6tw8CrGD6bi8N
uYR3fqiFafhj5FvYZ,JWkM9jrFdjTM3tbtx
XY5bWrbXRRS2utfyE,RMJgfEc4tcbKdnaYh
XY5bWrbXRRS2utfyE,SZktpZKeiKfrsFPzb
y4vCskQ2ipvbQqJZp,fwp5m5hWKcMHzBqvJ
y4vCskQ2ipvbQqJZp,XmNn4t8vmcmuKSBwk
yi293Yv5N4r9GBR5b,6h5noaoG6oRD2rn3i
yi293Yv5N4r9GBR5b,bE98cbLsuqwZLMA6a
YZET4BizWYaqJxGMz,m4MDbpmtsBJNKZASa
YZET4BizWYaqJxGMz,ZPMK28iAPfmtLm3wH
ZCB8RznsdWZjzQgYd,bdGcwy7dhKpTqmB5p
ZCB8RznsdWZjzQgYd,oe6JBgrHcPPhjvBzN
zrGPBP2b3rRKeY8ck,i6D8gMxyCpWNe8BkJ
zrGPBP2b3rRKeY8ck,vNgXPZvRtiZ2fYpdi
ZS6fWvvwZnrq6Cu38,bv53Sj5FdSaoEcMyq
ZS6fWvvwZnrq6Cu38,FqbCpLhhbnmGxyqfe
