row_id,index,stageIds,gameId,createdAt,text,playerId,type,submitted,gametype,targets,payoffs,repNum,playerIds,game_cond,chat_cond
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,hi,a9XP4ypM8jtsnidcA,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,helloo,5vcmk6fyRsw7m6edH,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,hows it going,a9XP4ypM8jtsnidcA,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,all good,5vcmk6fyRsw7m6edH,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,good,a9XP4ypM8jtsnidcA,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,getting prepared,5vcmk6fyRsw7m6edH,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,me too lol,a9XP4ypM8jtsnidcA,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,lets hope we agree on the box task,5vcmk6fyRsw7m6edH,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,yeah,a9XP4ypM8jtsnidcA,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
BknpW9j3tkh9HaYCE,0,GasXarW52HwcCzfjY,3T3cTtkeNqwJBkAQc,2022-06-24T17:26:52Z,what is your favourite animal,a9XP4ypM8jtsnidcA,message,FALSE,NA,NA,NA,NA,"5vcmk6fyRsw7m6edH,a9XP4ypM8jtsnidcA",jun24,chat
