_id,index,assignment,full,runningAt,finishedAt,status,gameIds,gameLobbyIds,createdAt,archivedAt
fJ2ejjMep6yyuj6kp,1,simple,true,2021-12-09T17:49:20Z,2021-12-09T18:04:01Z,finished,,Nmb4cLjaDsHqt8ByN,2021-12-09T17:49:19Z,
4J2sJSeP2ZRkxQp9g,2,simple,true,2021-12-09T17:49:26Z,2021-12-09T18:01:51Z,finished,,ayRiqvCEhCCSxAnS2,2021-12-09T17:49:21Z,
qzhLL935wNb9K6qZm,3,simple,true,2021-12-09T17:49:26Z,2021-12-09T18:10:00Z,finished,,XWBXWaM8fHb2pPETr,2021-12-09T17:49:22Z,
ZfafvuuTMiS5YAMgY,4,simple,true,2021-12-09T17:49:27Z,2021-12-09T18:08:22Z,finished,,KMKga8KMs6QZFc9dR,2021-12-09T17:49:23Z,
kwLgBjnzmmS4EGMcc,5,simple,true,2021-12-09T17:49:28Z,2021-12-09T18:13:43Z,finished,,3NNzcmFe4Lqc76pWs,2021-12-09T17:49:23Z,
h9LDD48ahbZwcg9A3,6,simple,false,2021-12-09T17:49:28Z,,running,,2b72ZiSyzD7oxo8T4,2021-12-09T17:49:24Z,
soxvqJAqE6hJhTBuA,7,simple,false,2021-12-09T17:49:29Z,,running,,7nbL8fHJmQZqXCcqh,2021-12-09T17:49:24Z,
