_id,gameId,AA.p1,AA.p2,AB.p1,AB.p2,BA.p1,BA.p2,BB.p1,BB.p2,repNum,playerId,payoff,response,role,time,box_A,box_B,AA,AB,BA,BB
dXn5aQbidD4cTFHK9,Nmb4cLjaDsHqt8ByN,7,5,0,0,0,0,5,7,15,2kmtbTcHRHurrspLX,0,A,p1,6.429,blue-crate,purple-crate,7,0,0,5
bZnAyHyf9ARQGaBgC,Nmb4cLjaDsHqt8ByN,3,2,0,0,0,0,2,3,16,2kmtbTcHRHurrspLX,0,A,p1,2.728,pink-crate,aqua-crate,3,0,0,2
ZLsXMTH5vQS5WEse8,Nmb4cLjaDsHqt8ByN,6,5,0,0,0,0,5,6,17,2kmtbTcHRHurrspLX,0,A,p1,1.688,pink-crate,crate,6,0,0,5
E86WHNKNgBEHuSnkb,Nmb4cLjaDsHqt8ByN,4,3,0,0,0,0,3,4,18,2kmtbTcHRHurrspLX,3,B,p1,6.692,orange-crate,pink-crate,4,0,0,3
nhBaBTcfkSxTfFnC7,Nmb4cLjaDsHqt8ByN,5,4,0,0,0,0,4,5,19,2kmtbTcHRHurrspLX,4,B,p1,1.402,blue-crate,pink-crate,5,0,0,4
94dMJAPQa6ENphN5h,Nmb4cLjaDsHqt8ByN,8,3,0,0,0,0,3,8,20,2kmtbTcHRHurrspLX,8,A,p1,1.074,yellow-crate,green-crate,8,0,0,3
ShcS9hCupQu6GC3RL,Nmb4cLjaDsHqt8ByN,7,4,0,0,0,0,4,7,21,2kmtbTcHRHurrspLX,0,A,p1,13.804,crate,pink-crate,7,0,0,4
rRLjQXzgmf34pKbih,Nmb4cLjaDsHqt8ByN,7,3,0,0,0,0,3,7,22,2kmtbTcHRHurrspLX,0,A,p1,4.404,purple-crate,pink-crate,7,0,0,3
xEuX6SaMZMW8jvCzo,Nmb4cLjaDsHqt8ByN,5,3,0,0,0,0,3,5,23,2kmtbTcHRHurrspLX,5,A,p1,1.665,purple-crate,crate,5,0,0,3
yG24aXqnHxHy4redC,Nmb4cLjaDsHqt8ByN,9,2,0,0,0,0,2,9,24,2kmtbTcHRHurrspLX,0,B,p1,1.579,aqua-crate,pink-crate,9,0,0,2
BAZ4Ao7nLE4KgoJQZ,Nmb4cLjaDsHqt8ByN,6,3,0,0,0,0,3,6,25,2kmtbTcHRHurrspLX,6,A,p1,2.211,aqua-crate,yellow-crate,6,0,0,3
3MwHHPmppoTF3xWFE,Nmb4cLjaDsHqt8ByN,4,2,0,0,0,0,2,4,26,2kmtbTcHRHurrspLX,0,A,p1,0.9,purple-crate,orange-crate,4,0,0,2
XZqpLuLBGiJcEYBZb,Nmb4cLjaDsHqt8ByN,9,5,0,0,0,0,5,9,27,2kmtbTcHRHurrspLX,5,B,p1,0.935,aqua-crate,pink-crate,9,0,0,5
9mABmbLvH4vRekzya,Nmb4cLjaDsHqt8ByN,6,4,0,0,0,0,4,6,28,2kmtbTcHRHurrspLX,0,A,p1,0.476,blue-crate,yellow-crate,6,0,0,4
KSkuLbZc9MzC7GqCc,Nmb4cLjaDsHqt8ByN,8,2,0,0,0,0,2,8,29,2kmtbTcHRHurrspLX,0,B,p1,1.285,crate,green-crate,8,0,0,2
PRd4bKQhg2DNMfHgA,Nmb4cLjaDsHqt8ByN,4,2,0,0,0,0,2,4,30,2kmtbTcHRHurrspLX,0,B,p1,0.911,blue-crate,purple-crate,4,0,0,2
cE6CH9vzzbpvfczjB,Nmb4cLjaDsHqt8ByN,6,2,0,0,0,0,2,6,31,2kmtbTcHRHurrspLX,0,A,p1,1.068,aqua-crate,blue-crate,6,0,0,2
AYceHPvevh5358WJz,Nmb4cLjaDsHqt8ByN,9,6,0,0,0,0,6,9,32,2kmtbTcHRHurrspLX,9,A,p1,1.433,blue-crate,green-crate,9,0,0,6
neEo2hQC6nGp7tXRg,Nmb4cLjaDsHqt8ByN,9,6,0,0,0,0,6,9,33,2kmtbTcHRHurrspLX,0,B,p1,1.045,purple-crate,yellow-crate,9,0,0,6
xgTF3tWFBjkaed9G7,Nmb4cLjaDsHqt8ByN,9,5,0,0,0,0,5,9,34,2kmtbTcHRHurrspLX,0,A,p1,0.766,purple-crate,crate,9,0,0,5
3ZjrS3SwpGsxy4oN2,Nmb4cLjaDsHqt8ByN,6,4,0,0,0,0,4,6,35,2kmtbTcHRHurrspLX,6,A,p1,1.136,orange-crate,crate,6,0,0,4
X3J8RvrvdJsWaGdS8,Nmb4cLjaDsHqt8ByN,8,5,0,0,0,0,5,8,36,2kmtbTcHRHurrspLX,5,B,p1,1.965,yellow-crate,crate,8,0,0,5
xaStNMDg5PefgXm2S,Nmb4cLjaDsHqt8ByN,8,6,0,0,0,0,6,8,37,2kmtbTcHRHurrspLX,6,B,p1,4.234,yellow-crate,crate,8,0,0,6
nMXyqGXuyrr2bWXMm,Nmb4cLjaDsHqt8ByN,8,3,0,0,0,0,3,8,38,2kmtbTcHRHurrspLX,8,A,p1,1.437,purple-crate,blue-crate,8,0,0,3
XQARFckjybLup4Mva,Nmb4cLjaDsHqt8ByN,9,4,0,0,0,0,4,9,39,2kmtbTcHRHurrspLX,4,B,p1,16.724,pink-crate,yellow-crate,9,0,0,4
gviTmRGuQdW23DDMp,Nmb4cLjaDsHqt8ByN,4,3,0,0,0,0,3,4,0,hgJpQRAv9sMrD6464,0,A,p2,24.922,green-crate,crate,3,0,0,4
RxpSPimdXjhRqR5tx,Nmb4cLjaDsHqt8ByN,8,4,0,0,0,0,4,8,1,hgJpQRAv9sMrD6464,0,A,p2,13.687,crate,aqua-crate,4,0,0,8
fnjCAPDuqmc6G6kjQ,Nmb4cLjaDsHqt8ByN,8,2,0,0,0,0,2,8,2,hgJpQRAv9sMrD6464,0,B,p2,6.288,yellow-crate,crate,2,0,0,8
tmRXjfq5wobsby5Dw,Nmb4cLjaDsHqt8ByN,4,3,0,0,0,0,3,4,3,hgJpQRAv9sMrD6464,0,B,p2,5.353,crate,blue-crate,3,0,0,4
jfpdstEngeSzthQkH,Nmb4cLjaDsHqt8ByN,7,3,0,0,0,0,3,7,4,hgJpQRAv9sMrD6464,0,A,p2,2.343,green-crate,purple-crate,3,0,0,7
GXjTYZn3F8WwpeX74,Nmb4cLjaDsHqt8ByN,6,5,0,0,0,0,5,6,5,hgJpQRAv9sMrD6464,0,B,p2,3.228,green-crate,yellow-crate,5,0,0,6
nmfLw6ciykA6o2ogp,Nmb4cLjaDsHqt8ByN,8,3,0,0,0,0,3,8,6,hgJpQRAv9sMrD6464,0,B,p2,10.152,orange-crate,aqua-crate,3,0,0,8
qiCveRMYtmaieCfJx,Nmb4cLjaDsHqt8ByN,5,2,0,0,0,0,2,5,7,hgJpQRAv9sMrD6464,0,A,p2,2.354,orange-crate,aqua-crate,2,0,0,5
BhTCFjv33yfwxAyMq,Nmb4cLjaDsHqt8ByN,7,4,0,0,0,0,4,7,8,hgJpQRAv9sMrD6464,7,B,p2,2.498,pink-crate,aqua-crate,4,0,0,7
ALP2qarNAvx42s7mg,Nmb4cLjaDsHqt8ByN,7,5,0,0,0,0,5,7,9,hgJpQRAv9sMrD6464,5,A,p2,4.313,pink-crate,crate,5,0,0,7
iagLdZsgHrDizQx2x,Nmb4cLjaDsHqt8ByN,9,6,0,0,0,0,6,9,10,hgJpQRAv9sMrD6464,0,B,p2,3.237,purple-crate,blue-crate,6,0,0,9
G9SBPJsnG8EAJDijR,Nmb4cLjaDsHqt8ByN,9,8,0,0,0,0,8,9,11,hgJpQRAv9sMrD6464,0,A,p2,29.785,yellow-crate,blue-crate,8,0,0,9
xC4aPR2pdsPjGyPek,Nmb4cLjaDsHqt8ByN,4,2,0,0,0,0,2,4,12,hgJpQRAv9sMrD6464,2,A,p2,7.847,blue-crate,crate,2,0,0,4
gbfCsZvP9mEYb35wh,Nmb4cLjaDsHqt8ByN,7,6,0,0,0,0,6,7,13,hgJpQRAv9sMrD6464,7,B,p2,2.73,aqua-crate,orange-crate,6,0,0,7
jumN7sMiB4itkSsX5,Nmb4cLjaDsHqt8ByN,8,2,0,0,0,0,2,8,14,hgJpQRAv9sMrD6464,0,B,p2,2.42,blue-crate,aqua-crate,2,0,0,8
dXn5aQbidD4cTFHK9,Nmb4cLjaDsHqt8ByN,7,5,0,0,0,0,5,7,15,hgJpQRAv9sMrD6464,0,B,p2,2.454,blue-crate,purple-crate,5,0,0,7
bZnAyHyf9ARQGaBgC,Nmb4cLjaDsHqt8ByN,3,2,0,0,0,0,2,3,16,hgJpQRAv9sMrD6464,0,B,p2,9.92,pink-crate,aqua-crate,2,0,0,3
ZLsXMTH5vQS5WEse8,Nmb4cLjaDsHqt8ByN,6,5,0,0,0,0,5,6,17,hgJpQRAv9sMrD6464,0,B,p2,5.415,pink-crate,crate,5,0,0,6
E86WHNKNgBEHuSnkb,Nmb4cLjaDsHqt8ByN,4,3,0,0,0,0,3,4,18,hgJpQRAv9sMrD6464,4,B,p2,2.303,orange-crate,pink-crate,3,0,0,4
nhBaBTcfkSxTfFnC7,Nmb4cLjaDsHqt8ByN,5,4,0,0,0,0,4,5,19,hgJpQRAv9sMrD6464,5,B,p2,3.729,blue-crate,pink-crate,4,0,0,5
94dMJAPQa6ENphN5h,Nmb4cLjaDsHqt8ByN,8,3,0,0,0,0,3,8,20,hgJpQRAv9sMrD6464,3,A,p2,2.301,yellow-crate,green-crate,3,0,0,8
ShcS9hCupQu6GC3RL,Nmb4cLjaDsHqt8ByN,7,4,0,0,0,0,4,7,21,hgJpQRAv9sMrD6464,0,B,p2,2.232,crate,pink-crate,4,0,0,7
rRLjQXzgmf34pKbih,Nmb4cLjaDsHqt8ByN,7,3,0,0,0,0,3,7,22,hgJpQRAv9sMrD6464,0,B,p2,2.316,purple-crate,pink-crate,3,0,0,7
xEuX6SaMZMW8jvCzo,Nmb4cLjaDsHqt8ByN,5,3,0,0,0,0,3,5,23,hgJpQRAv9sMrD6464,3,A,p2,2.46,purple-crate,crate,3,0,0,5
yG24aXqnHxHy4redC,Nmb4cLjaDsHqt8ByN,9,2,0,0,0,0,2,9,24,hgJpQRAv9sMrD6464,0,A,p2,2.536,aqua-crate,pink-crate,2,0,0,9
BAZ4Ao7nLE4KgoJQZ,Nmb4cLjaDsHqt8ByN,6,3,0,0,0,0,3,6,25,hgJpQRAv9sMrD6464,3,A,p2,2.317,aqua-crate,yellow-crate,3,0,0,6
3MwHHPmppoTF3xWFE,Nmb4cLjaDsHqt8ByN,4,2,0,0,0,0,2,4,26,hgJpQRAv9sMrD6464,0,B,p2,1.594,purple-crate,orange-crate,2,0,0,4
XZqpLuLBGiJcEYBZb,Nmb4cLjaDsHqt8ByN,9,5,0,0,0,0,5,9,27,hgJpQRAv9sMrD6464,9,B,p2,1.871,aqua-crate,pink-crate,5,0,0,9
9mABmbLvH4vRekzya,Nmb4cLjaDsHqt8ByN,6,4,0,0,0,0,4,6,28,hgJpQRAv9sMrD6464,0,B,p2,1.832,blue-crate,yellow-crate,4,0,0,6
KSkuLbZc9MzC7GqCc,Nmb4cLjaDsHqt8ByN,8,2,0,0,0,0,2,8,29,hgJpQRAv9sMrD6464,0,A,p2,2.046,crate,green-crate,2,0,0,8
PRd4bKQhg2DNMfHgA,Nmb4cLjaDsHqt8ByN,4,2,0,0,0,0,2,4,30,hgJpQRAv9sMrD6464,0,A,p2,1.752,blue-crate,purple-crate,2,0,0,4
cE6CH9vzzbpvfczjB,Nmb4cLjaDsHqt8ByN,6,2,0,0,0,0,2,6,31,hgJpQRAv9sMrD6464,0,B,p2,1.753,aqua-crate,blue-crate,2,0,0,6
AYceHPvevh5358WJz,Nmb4cLjaDsHqt8ByN,9,6,0,0,0,0,6,9,32,hgJpQRAv9sMrD6464,6,A,p2,2.511,blue-crate,green-crate,6,0,0,9
neEo2hQC6nGp7tXRg,Nmb4cLjaDsHqt8ByN,9,6,0,0,0,0,6,9,33,hgJpQRAv9sMrD6464,0,A,p2,1.82,purple-crate,yellow-crate,6,0,0,9
xgTF3tWFBjkaed9G7,Nmb4cLjaDsHqt8ByN,9,5,0,0,0,0,5,9,34,hgJpQRAv9sMrD6464,0,B,p2,2.093,purple-crate,crate,5,0,0,9
3ZjrS3SwpGsxy4oN2,Nmb4cLjaDsHqt8ByN,6,4,0,0,0,0,4,6,35,hgJpQRAv9sMrD6464,4,A,p2,1.892,orange-crate,crate,4,0,0,6
X3J8RvrvdJsWaGdS8,Nmb4cLjaDsHqt8ByN,8,5,0,0,0,0,5,8,36,hgJpQRAv9sMrD6464,8,B,p2,1.718,yellow-crate,crate,5,0,0,8
xaStNMDg5PefgXm2S,Nmb4cLjaDsHqt8ByN,8,6,0,0,0,0,6,8,37,hgJpQRAv9sMrD6464,8,B,p2,1.746,yellow-crate,crate,6,0,0,8
nMXyqGXuyrr2bWXMm,Nmb4cLjaDsHqt8ByN,8,3,0,0,0,0,3,8,38,hgJpQRAv9sMrD6464,3,A,p2,1.937,purple-crate,blue-crate,3,0,0,8
XQARFckjybLup4Mva,Nmb4cLjaDsHqt8ByN,9,4,0,0,0,0,4,9,39,hgJpQRAv9sMrD6464,9,B,p2,1.773,pink-crate,yellow-crate,4,0,0,9
W4CzAf3hnwh8BXoJx,ayRiqvCEhCCSxAnS2,7,3,0,0,0,0,3,7,0,3XoD7AQvHu3avJ9Fo,3,A,p2,9.194,aqua-crate,yellow-crate,3,0,0,7
PhhqndXHtEX4p37fL,ayRiqvCEhCCSxAnS2,4,3,0,0,0,0,3,4,1,3XoD7AQvHu3avJ9Fo,0,B,p2,5.145,green-crate,orange-crate,3,0,0,4
EuBrs52f7wMcGohqJ,ayRiqvCEhCCSxAnS2,6,3,0,0,0,0,3,6,2,3XoD7AQvHu3avJ9Fo,6,B,p2,2.964,green-crate,purple-crate,3,0,0,6
8qkJQQwkqH2GLqJdH,ayRiqvCEhCCSxAnS2,9,2,0,0,0,0,2,9,3,3XoD7AQvHu3avJ9Fo,0,B,p2,1.827,yellow-crate,aqua-crate,2,0,0,9
d8RB7N4kGkqDAxhk6,ayRiqvCEhCCSxAnS2,9,8,0,0,0,0,8,9,4,3XoD7AQvHu3avJ9Fo,0,A,p2,2.496,blue-crate,purple-crate,8,0,0,9
YbmCFiJbL5t2FQLJu,ayRiqvCEhCCSxAnS2,7,3,0,0,0,0,3,7,5,3XoD7AQvHu3avJ9Fo,0,A,p2,2.538,pink-crate,crate,3,0,0,7
sw9QTXemCS6sGGbqD,ayRiqvCEhCCSxAnS2,8,3,0,0,0,0,3,8,6,3XoD7AQvHu3avJ9Fo,0,B,p2,0.294,purple-crate,pink-crate,3,0,0,8
xCWhoPL3ZKv3z6ydZ,ayRiqvCEhCCSxAnS2,6,2,0,0,0,0,2,6,7,3XoD7AQvHu3avJ9Fo,0,A,p2,1.78,orange-crate,pink-crate,2,0,0,6
9gGwR46zT3dbsFSut,ayRiqvCEhCCSxAnS2,7,5,0,0,0,0,5,7,8,3XoD7AQvHu3avJ9Fo,7,B,p2,2.951,pink-crate,orange-crate,5,0,0,7
HhziAoxgu9abSLQQo,ayRiqvCEhCCSxAnS2,8,2,0,0,0,0,2,8,9,3XoD7AQvHu3avJ9Fo,2,A,p2,-1.44,green-crate,purple-crate,2,0,0,8
DAzZN4epmbiLG2qqY,ayRiqvCEhCCSxAnS2,9,6,0,0,0,0,6,9,10,3XoD7AQvHu3avJ9Fo,6,A,p2,-0.899,aqua-crate,blue-crate,6,0,0,9
TPwL6m5ttiRE6MELZ,ayRiqvCEhCCSxAnS2,3,2,0,0,0,0,2,3,11,3XoD7AQvHu3avJ9Fo,3,B,p2,-1.89,aqua-crate,green-crate,2,0,0,3
E8w3W6SsqJnQ6npFT,ayRiqvCEhCCSxAnS2,5,3,0,0,0,0,3,5,12,3XoD7AQvHu3avJ9Fo,3,A,p2,-2.06,orange-crate,yellow-crate,3,0,0,5
tvHFkWcABcn6zWf3q,ayRiqvCEhCCSxAnS2,8,5,0,0,0,0,5,8,13,3XoD7AQvHu3avJ9Fo,0,B,p2,-1.966,crate,orange-crate,5,0,0,8
Fd3MPMsv2dFTzfxRW,ayRiqvCEhCCSxAnS2,7,5,0,0,0,0,5,7,14,3XoD7AQvHu3avJ9Fo,0,B,p2,-0.454,purple-crate,blue-crate,5,0,0,7
pLQoybpCt2sW5DsSS,ayRiqvCEhCCSxAnS2,9,3,0,0,0,0,3,9,15,3XoD7AQvHu3avJ9Fo,0,A,p2,-0.477,pink-crate,green-crate,3,0,0,9
szDSkrqj59qJ4jfGP,ayRiqvCEhCCSxAnS2,9,2,0,0,0,0,2,9,16,3XoD7AQvHu3avJ9Fo,9,B,p2,-0.852,blue-crate,aqua-crate,2,0,0,9
EtBjjqR6asWce6Wbh,ayRiqvCEhCCSxAnS2,9,4,0,0,0,0,4,9,17,3XoD7AQvHu3avJ9Fo,0,A,p2,-2.168,purple-crate,aqua-crate,4,0,0,9
DW7So8EQxwK4CRweJ,ayRiqvCEhCCSxAnS2,5,4,0,0,0,0,4,5,18,3XoD7AQvHu3avJ9Fo,4,A,p2,-1.89,pink-crate,orange-crate,4,0,0,5
xfLgEeWjXnxxox5aH,ayRiqvCEhCCSxAnS2,8,3,0,0,0,0,3,8,19,3XoD7AQvHu3avJ9Fo,0,B,p2,-1.916,green-crate,blue-crate,3,0,0,8
Fr4b8sgB85PMrW7PB,ayRiqvCEhCCSxAnS2,4,3,0,0,0,0,3,4,20,3XoD7AQvHu3avJ9Fo,0,B,p2,-2.222,aqua-crate,purple-crate,3,0,0,4
52onKTYQZ4mk2JkrJ,ayRiqvCEhCCSxAnS2,5,3,0,0,0,0,3,5,21,3XoD7AQvHu3avJ9Fo,5,B,p2,-0.449,green-crate,crate,3,0,0,5
Ra6vgc6Ww43mixgHs,ayRiqvCEhCCSxAnS2,5,4,0,0,0,0,4,5,22,3XoD7AQvHu3avJ9Fo,4,A,p2,-1.613,blue-crate,yellow-crate,4,0,0,5
iZjQ4aD7PzADpi5iT,ayRiqvCEhCCSxAnS2,7,4,0,0,0,0,4,7,23,3XoD7AQvHu3avJ9Fo,0,B,p2,-2.305,crate,green-crate,4,0,0,7
tZfySsLESfbEa6x7x,ayRiqvCEhCCSxAnS2,7,3,0,0,0,0,3,7,24,3XoD7AQvHu3avJ9Fo,0,A,p2,-1.972,pink-crate,yellow-crate,3,0,0,7
WxHKqP7Gjjujjr6qE,ayRiqvCEhCCSxAnS2,8,4,0,0,0,0,4,8,25,3XoD7AQvHu3avJ9Fo,0,B,p2,-1.146,yellow-crate,blue-crate,4,0,0,8
zmECWz6fE8G8G6QYM,ayRiqvCEhCCSxAnS2,5,3,0,0,0,0,3,5,26,3XoD7AQvHu3avJ9Fo,3,A,p2,-1.398,orange-crate,pink-crate,3,0,0,5
TJfdGb2EWD45NetHi,ayRiqvCEhCCSxAnS2,9,4,0,0,0,0,4,9,27,3XoD7AQvHu3avJ9Fo,9,B,p2,0.268,orange-crate,pink-crate,4,0,0,9
NigKbXiTSosLTTNCq,ayRiqvCEhCCSxAnS2,8,5,0,0,0,0,5,8,28,3XoD7AQvHu3avJ9Fo,8,B,p2,-1.557,purple-crate,blue-crate,5,0,0,8
WpP4v7Pg2cRfmcjTZ,ayRiqvCEhCCSxAnS2,6,2,0,0,0,0,2,6,29,3XoD7AQvHu3avJ9Fo,0,A,p2,-0.382,aqua-crate,green-crate,2,0,0,6
39HBTebMaZJDpH7v5,ayRiqvCEhCCSxAnS2,8,7,0,0,0,0,7,8,30,3XoD7AQvHu3avJ9Fo,0,A,p2,-0.739,yellow-crate,green-crate,7,0,0,8
qatT79ZbEggKaQBAx,ayRiqvCEhCCSxAnS2,9,7,0,0,0,0,7,9,31,3XoD7AQvHu3avJ9Fo,7,A,p2,-1.847,crate,aqua-crate,7,0,0,9
QPyMJgHZ4XASbJ9qS,ayRiqvCEhCCSxAnS2,7,5,0,0,0,0,5,7,32,3XoD7AQvHu3avJ9Fo,0,B,p2,-2.023,yellow-crate,pink-crate,5,0,0,7
PkxdFfZhz3YN7YPjK,ayRiqvCEhCCSxAnS2,5,2,0,0,0,0,2,5,33,3XoD7AQvHu3avJ9Fo,0,B,p2,-2.284,pink-crate,crate,2,0,0,5
TXNLuymGZiim9ryX6,ayRiqvCEhCCSxAnS2,7,2,0,0,0,0,2,7,34,3XoD7AQvHu3avJ9Fo,2,A,p2,-1.902,orange-crate,blue-crate,2,0,0,7
kgNNoALjtTee27BGQ,ayRiqvCEhCCSxAnS2,9,5,0,0,0,0,5,9,35,3XoD7AQvHu3avJ9Fo,0,B,p2,-1.526,crate,pink-crate,5,0,0,9
RkLLZGFNyX2DJuiYx,ayRiqvCEhCCSxAnS2,4,3,0,0,0,0,3,4,36,3XoD7AQvHu3avJ9Fo,0,B,p2,-2.13,pink-crate,aqua-crate,3,0,0,4
KW3z6E2fHhgKfTBpy,ayRiqvCEhCCSxAnS2,8,7,0,0,0,0,7,8,37,3XoD7AQvHu3avJ9Fo,7,A,p2,-2.363,yellow-crate,orange-crate,7,0,0,8
e5uzhuZBqWTTP5qLK,ayRiqvCEhCCSxAnS2,5,4,0,0,0,0,4,5,38,3XoD7AQvHu3avJ9Fo,4,A,p2,-2.236,orange-crate,blue-crate,4,0,0,5
6qWwt45zk5Fd3y48r,ayRiqvCEhCCSxAnS2,9,4,0,0,0,0,4,9,39,3XoD7AQvHu3avJ9Fo,0,B,p2,-1.838,orange-crate,blue-crate,4,0,0,9
W4CzAf3hnwh8BXoJx,ayRiqvCEhCCSxAnS2,7,3,0,0,0,0,3,7,0,STXF4MBw6pAhpFQzR,7,A,p1,15.944,aqua-crate,yellow-crate,7,0,0,3
PhhqndXHtEX4p37fL,ayRiqvCEhCCSxAnS2,4,3,0,0,0,0,3,4,1,STXF4MBw6pAhpFQzR,0,A,p1,6.446,green-crate,orange-crate,4,0,0,3
EuBrs52f7wMcGohqJ,ayRiqvCEhCCSxAnS2,6,3,0,0,0,0,3,6,2,STXF4MBw6pAhpFQzR,3,B,p1,4.271,green-crate,purple-crate,6,0,0,3
8qkJQQwkqH2GLqJdH,ayRiqvCEhCCSxAnS2,9,2,0,0,0,0,2,9,3,STXF4MBw6pAhpFQzR,0,A,p1,2.871,yellow-crate,aqua-crate,9,0,0,2
d8RB7N4kGkqDAxhk6,ayRiqvCEhCCSxAnS2,9,8,0,0,0,0,8,9,4,STXF4MBw6pAhpFQzR,0,B,p1,4.197,blue-crate,purple-crate,9,0,0,8
YbmCFiJbL5t2FQLJu,ayRiqvCEhCCSxAnS2,7,3,0,0,0,0,3,7,5,STXF4MBw6pAhpFQzR,0,B,p1,2.286,pink-crate,crate,7,0,0,3
sw9QTXemCS6sGGbqD,ayRiqvCEhCCSxAnS2,8,3,0,0,0,0,3,8,6,STXF4MBw6pAhpFQzR,0,A,p1,1.954,purple-crate,pink-crate,8,0,0,3
xCWhoPL3ZKv3z6ydZ,ayRiqvCEhCCSxAnS2,6,2,0,0,0,0,2,6,7,STXF4MBw6pAhpFQzR,0,B,p1,1.916,orange-crate,pink-crate,6,0,0,2
9gGwR46zT3dbsFSut,ayRiqvCEhCCSxAnS2,7,5,0,0,0,0,5,7,8,STXF4MBw6pAhpFQzR,5,B,p1,7.594,pink-crate,orange-crate,7,0,0,5
HhziAoxgu9abSLQQo,ayRiqvCEhCCSxAnS2,8,2,0,0,0,0,2,8,9,STXF4MBw6pAhpFQzR,8,A,p1,1.633,green-crate,purple-crate,8,0,0,2
DAzZN4epmbiLG2qqY,ayRiqvCEhCCSxAnS2,9,6,0,0,0,0,6,9,10,STXF4MBw6pAhpFQzR,9,A,p1,1.476,aqua-crate,blue-crate,9,0,0,6
TPwL6m5ttiRE6MELZ,ayRiqvCEhCCSxAnS2,3,2,0,0,0,0,2,3,11,STXF4MBw6pAhpFQzR,2,B,p1,0.31,aqua-crate,green-crate,3,0,0,2
E8w3W6SsqJnQ6npFT,ayRiqvCEhCCSxAnS2,5,3,0,0,0,0,3,5,12,STXF4MBw6pAhpFQzR,5,A,p1,0.793,orange-crate,yellow-crate,5,0,0,3
tvHFkWcABcn6zWf3q,ayRiqvCEhCCSxAnS2,8,5,0,0,0,0,5,8,13,STXF4MBw6pAhpFQzR,0,A,p1,0.532,crate,orange-crate,8,0,0,5
Fd3MPMsv2dFTzfxRW,ayRiqvCEhCCSxAnS2,7,5,0,0,0,0,5,7,14,STXF4MBw6pAhpFQzR,0,A,p1,0.607,purple-crate,blue-crate,7,0,0,5
pLQoybpCt2sW5DsSS,ayRiqvCEhCCSxAnS2,9,3,0,0,0,0,3,9,15,STXF4MBw6pAhpFQzR,0,B,p1,0.786,pink-crate,green-crate,9,0,0,3
