_id,gameId,gametype,AA.p1,AA.p2,AB.p1,AB.p2,BA.p1,BA.p2,BB.p1,BB.p2,repNum,playerId,payoff,response,role,time,box_A,box_B,AA,AB,BA,BB,type,playerIds,game_cond,chat_cond
ofWJFZj3zJXciWnjD,kTdARJS6BQKSH5YkW,BoS,6,2,0,0,0,0,2,6,14,F3TgEKTrHAeNQRYhC,2,B,p1,3.251,pink-crate,orange-crate,6,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
yhgsqF4JtSTaxEuXQ,kTdARJS6BQKSH5YkW,easyPD,6,6,0,11,11,0,4,4,15,F3TgEKTrHAeNQRYhC,6,A,p1,8.867,yellow-crate,green-crate,6,0,11,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
JmxhxxT45NioTcCiP,kTdARJS6BQKSH5YkW,BoS,5,2,0,0,0,0,2,5,16,F3TgEKTrHAeNQRYhC,0,A,p1,5.552,purple-crate,yellow-crate,5,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
52zF2vXhPYAb2rAZQ,kTdARJS6BQKSH5YkW,BoS,9,3,0,0,0,0,3,9,17,F3TgEKTrHAeNQRYhC,3,B,p1,2.249,pink-crate,orange-crate,9,0,0,3,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
LuTgTG8XZuBLhLaEB,kTdARJS6BQKSH5YkW,easyPD,10,10,0,11,11,0,2,2,18,F3TgEKTrHAeNQRYhC,10,A,p1,1.331,green-crate,aqua-crate,10,0,11,2,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
S7SwPHPujYbQc3tz9,kTdARJS6BQKSH5YkW,easyPD,9,9,0,11,11,0,4,4,19,F3TgEKTrHAeNQRYhC,11,B,p1,0.81,blue-crate,pink-crate,9,0,11,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
YHGoCt9BPXHwRpWRA,kTdARJS6BQKSH5YkW,easyPD,10,10,0,12,12,0,8,8,20,F3TgEKTrHAeNQRYhC,10,A,p1,9.662,yellow-crate,green-crate,10,0,12,8,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
BmDnqS6tyxEcrAmr9,kTdARJS6BQKSH5YkW,easyPD,8,8,0,12,12,0,7,7,21,F3TgEKTrHAeNQRYhC,8,A,p1,1.97,green-crate,blue-crate,8,0,12,7,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
QCDTXWByxSP9s8QEE,kTdARJS6BQKSH5YkW,BoS,8,3,0,0,0,0,3,8,22,F3TgEKTrHAeNQRYhC,3,B,p1,3.642,pink-crate,crate,8,0,0,3,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
AAPXNpXsdb4KRf2SC,kTdARJS6BQKSH5YkW,easyPD,8,8,0,9,9,0,4,4,23,F3TgEKTrHAeNQRYhC,8,A,p1,2.109,pink-crate,aqua-crate,8,0,9,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
8gpmK3QR4G5XAuWZa,kTdARJS6BQKSH5YkW,BoS,8,3,0,0,0,0,3,8,24,F3TgEKTrHAeNQRYhC,3,B,p1,2.561,purple-crate,blue-crate,8,0,0,3,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
eBjCDkxPtA8C52ntE,kTdARJS6BQKSH5YkW,BoS,6,2,0,0,0,0,2,6,25,F3TgEKTrHAeNQRYhC,0,B,p1,2.104,blue-crate,purple-crate,6,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
GFhaei2iuRyJf3RQx,kTdARJS6BQKSH5YkW,easyPD,5,5,0,10,10,0,4,4,26,F3TgEKTrHAeNQRYhC,5,A,p1,2.921,green-crate,yellow-crate,5,0,10,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
Tz3mZD4xpQyzuHcuJ,kTdARJS6BQKSH5YkW,BoS,7,3,0,0,0,0,3,7,27,F3TgEKTrHAeNQRYhC,0,A,p1,1.95,aqua-crate,crate,7,0,0,3,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
ar5nAYgqbWJnF9XgK,kTdARJS6BQKSH5YkW,easyPD,7,7,0,10,10,0,4,4,28,F3TgEKTrHAeNQRYhC,7,A,p1,3.044,aqua-crate,yellow-crate,7,0,10,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
9Crkyknj24J2ETwgJ,kTdARJS6BQKSH5YkW,easyPD,10,10,0,11,11,0,5,5,29,F3TgEKTrHAeNQRYhC,10,A,p1,2.16,green-crate,crate,10,0,11,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
kKv5dn2dniNzN2M59,kTdARJS6BQKSH5YkW,BoS,6,2,0,0,0,0,2,6,30,F3TgEKTrHAeNQRYhC,0,A,p1,2.442,aqua-crate,blue-crate,6,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
XdxFfyghYBtjfAoYJ,kTdARJS6BQKSH5YkW,BoS,7,2,0,0,0,0,2,7,31,F3TgEKTrHAeNQRYhC,7,A,p1,2.393,purple-crate,crate,7,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
JYrPgDmv8vR3oh4wk,kTdARJS6BQKSH5YkW,BoS,8,5,0,0,0,0,5,8,32,F3TgEKTrHAeNQRYhC,0,A,p1,4.388,purple-crate,aqua-crate,8,0,0,5,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
z6hhzwRyzxtX7RdFn,kTdARJS6BQKSH5YkW,BoS,5,2,0,0,0,0,2,5,33,F3TgEKTrHAeNQRYhC,5,A,p1,1.232,aqua-crate,purple-crate,5,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
zHG3B6QqWA6skBXFt,kTdARJS6BQKSH5YkW,BoS,8,4,0,0,0,0,4,8,34,F3TgEKTrHAeNQRYhC,0,B,p1,2.83,blue-crate,aqua-crate,8,0,0,4,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
c4sK5ENqQ8zRbN6A2,kTdARJS6BQKSH5YkW,BoS,9,2,0,0,0,0,2,9,35,F3TgEKTrHAeNQRYhC,0,A,p1,1.763,aqua-crate,crate,9,0,0,2,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
4K5cjHbcgv3qvXWBe,kTdARJS6BQKSH5YkW,BoS,7,3,0,0,0,0,3,7,36,F3TgEKTrHAeNQRYhC,0,A,p1,1.342,blue-crate,crate,7,0,0,3,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
7Z3YcYgoT9oFDzzbm,kTdARJS6BQKSH5YkW,easyPD,8,8,0,11,11,0,5,5,37,F3TgEKTrHAeNQRYhC,8,A,p1,2.505,pink-crate,orange-crate,8,0,11,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
LB4c8zf8m3AnBNmEF,kTdARJS6BQKSH5YkW,easyPD,6,6,0,7,7,0,5,5,38,F3TgEKTrHAeNQRYhC,6,A,p1,1.855,green-crate,blue-crate,6,0,7,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
E7HcdMbJKQmAk55EE,kTdARJS6BQKSH5YkW,easyPD,6,6,0,12,12,0,5,5,39,F3TgEKTrHAeNQRYhC,6,A,p1,1.913,purple-crate,pink-crate,6,0,12,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
abiNXFCFseQ6ATihv,kTdARJS6BQKSH5YkW,BoS,9,3,0,0,0,0,3,9,0,XG7Xqmr7Ry3pFDctX,3,A,p2,44.78,crate,pink-crate,3,0,0,9,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
j7qd49NzHwSEWAraw,kTdARJS6BQKSH5YkW,easyPD,5,5,0,8,8,0,4,4,1,XG7Xqmr7Ry3pFDctX,5,A,p2,6.476,purple-crate,pink-crate,5,8,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
jwx8Ret3eAKhdrzn3,kTdARJS6BQKSH5YkW,easyPD,3,3,0,4,4,0,1,1,2,XG7Xqmr7Ry3pFDctX,3,A,p2,5.29,green-crate,purple-crate,3,4,0,1,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
YivYN4qW2AxNYpZJ7,kTdARJS6BQKSH5YkW,BoS,9,8,0,0,0,0,8,9,3,XG7Xqmr7Ry3pFDctX,0,A,p2,3.855,pink-crate,aqua-crate,8,0,0,9,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
RyKtWBAD7Ctzb6Lfp,kTdARJS6BQKSH5YkW,BoS,6,3,0,0,0,0,3,6,4,XG7Xqmr7Ry3pFDctX,0,A,p2,7.312,blue-crate,purple-crate,3,0,0,6,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
dZzRofR5E7zNDf6XD,kTdARJS6BQKSH5YkW,easyPD,7,7,0,11,11,0,5,5,5,XG7Xqmr7Ry3pFDctX,7,A,p2,12.648,aqua-crate,purple-crate,7,11,0,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
RSFJQWKS9jMkKRAeu,kTdARJS6BQKSH5YkW,BoS,3,2,0,0,0,0,2,3,6,XG7Xqmr7Ry3pFDctX,2,A,p2,7.323,blue-crate,purple-crate,2,0,0,3,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
2ctPDt723w55vNCnQ,kTdARJS6BQKSH5YkW,BoS,9,4,0,0,0,0,4,9,7,XG7Xqmr7Ry3pFDctX,0,B,p2,13.434,green-crate,yellow-crate,4,0,0,9,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
7EntuoYw3XKdCwHq7,kTdARJS6BQKSH5YkW,BoS,9,6,0,0,0,0,6,9,8,XG7Xqmr7Ry3pFDctX,0,B,p2,9.377,orange-crate,pink-crate,6,0,0,9,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
azpEMsFnTeou8Xa4L,kTdARJS6BQKSH5YkW,easyPD,9,9,0,11,11,0,3,3,9,XG7Xqmr7Ry3pFDctX,9,A,p2,3.258,aqua-crate,yellow-crate,9,11,0,3,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
BwEYSEntyQrt98vnb,kTdARJS6BQKSH5YkW,BoS,6,4,0,0,0,0,4,6,10,XG7Xqmr7Ry3pFDctX,4,A,p2,7.793,green-crate,crate,4,0,0,6,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
LSMb5ZWRvmnxh5Xxo,kTdARJS6BQKSH5YkW,easyPD,9,9,0,11,11,0,4,4,11,XG7Xqmr7Ry3pFDctX,9,A,p2,2.985,pink-crate,aqua-crate,9,11,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
xGq5c2XTJG5TZqug5,kTdARJS6BQKSH5YkW,easyPD,6,6,0,12,12,0,4,4,12,XG7Xqmr7Ry3pFDctX,6,A,p2,4.506,purple-crate,green-crate,6,12,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
y5Ho5zr8mMZexoSRu,kTdARJS6BQKSH5YkW,BoS,7,4,0,0,0,0,4,7,13,XG7Xqmr7Ry3pFDctX,4,A,p2,4.433,purple-crate,pink-crate,4,0,0,7,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
ofWJFZj3zJXciWnjD,kTdARJS6BQKSH5YkW,BoS,6,2,0,0,0,0,2,6,14,XG7Xqmr7Ry3pFDctX,6,B,p2,4.494,pink-crate,orange-crate,2,0,0,6,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
yhgsqF4JtSTaxEuXQ,kTdARJS6BQKSH5YkW,easyPD,6,6,0,11,11,0,4,4,15,XG7Xqmr7Ry3pFDctX,6,A,p2,2.756,yellow-crate,green-crate,6,11,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
JmxhxxT45NioTcCiP,kTdARJS6BQKSH5YkW,BoS,5,2,0,0,0,0,2,5,16,XG7Xqmr7Ry3pFDctX,0,B,p2,3.114,purple-crate,yellow-crate,2,0,0,5,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
52zF2vXhPYAb2rAZQ,kTdARJS6BQKSH5YkW,BoS,9,3,0,0,0,0,3,9,17,XG7Xqmr7Ry3pFDctX,9,B,p2,3.112,pink-crate,orange-crate,3,0,0,9,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
LuTgTG8XZuBLhLaEB,kTdARJS6BQKSH5YkW,easyPD,10,10,0,11,11,0,2,2,18,XG7Xqmr7Ry3pFDctX,10,A,p2,1.814,green-crate,aqua-crate,10,11,0,2,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
S7SwPHPujYbQc3tz9,kTdARJS6BQKSH5YkW,easyPD,9,9,0,11,11,0,4,4,19,XG7Xqmr7Ry3pFDctX,0,A,p2,4.733,blue-crate,pink-crate,9,11,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
YHGoCt9BPXHwRpWRA,kTdARJS6BQKSH5YkW,easyPD,10,10,0,12,12,0,8,8,20,XG7Xqmr7Ry3pFDctX,10,A,p2,6.478,yellow-crate,green-crate,10,12,0,8,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
BmDnqS6tyxEcrAmr9,kTdARJS6BQKSH5YkW,easyPD,8,8,0,12,12,0,7,7,21,XG7Xqmr7Ry3pFDctX,8,A,p2,3.456,green-crate,blue-crate,8,12,0,7,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
QCDTXWByxSP9s8QEE,kTdARJS6BQKSH5YkW,BoS,8,3,0,0,0,0,3,8,22,XG7Xqmr7Ry3pFDctX,8,B,p2,4.859,pink-crate,crate,3,0,0,8,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
AAPXNpXsdb4KRf2SC,kTdARJS6BQKSH5YkW,easyPD,8,8,0,9,9,0,4,4,23,XG7Xqmr7Ry3pFDctX,8,A,p2,2.994,pink-crate,aqua-crate,8,9,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
8gpmK3QR4G5XAuWZa,kTdARJS6BQKSH5YkW,BoS,8,3,0,0,0,0,3,8,24,XG7Xqmr7Ry3pFDctX,8,B,p2,3.224,purple-crate,blue-crate,3,0,0,8,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
eBjCDkxPtA8C52ntE,kTdARJS6BQKSH5YkW,BoS,6,2,0,0,0,0,2,6,25,XG7Xqmr7Ry3pFDctX,0,A,p2,3.58,blue-crate,purple-crate,2,0,0,6,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
GFhaei2iuRyJf3RQx,kTdARJS6BQKSH5YkW,easyPD,5,5,0,10,10,0,4,4,26,XG7Xqmr7Ry3pFDctX,5,A,p2,3.674,green-crate,yellow-crate,5,10,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
Tz3mZD4xpQyzuHcuJ,kTdARJS6BQKSH5YkW,BoS,7,3,0,0,0,0,3,7,27,XG7Xqmr7Ry3pFDctX,0,B,p2,4.076,aqua-crate,crate,3,0,0,7,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
ar5nAYgqbWJnF9XgK,kTdARJS6BQKSH5YkW,easyPD,7,7,0,10,10,0,4,4,28,XG7Xqmr7Ry3pFDctX,7,A,p2,2.666,aqua-crate,yellow-crate,7,10,0,4,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
9Crkyknj24J2ETwgJ,kTdARJS6BQKSH5YkW,easyPD,10,10,0,11,11,0,5,5,29,XG7Xqmr7Ry3pFDctX,10,A,p2,2.12,green-crate,crate,10,11,0,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
kKv5dn2dniNzN2M59,kTdARJS6BQKSH5YkW,BoS,6,2,0,0,0,0,2,6,30,XG7Xqmr7Ry3pFDctX,0,B,p2,2.523,aqua-crate,blue-crate,2,0,0,6,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
XdxFfyghYBtjfAoYJ,kTdARJS6BQKSH5YkW,BoS,7,2,0,0,0,0,2,7,31,XG7Xqmr7Ry3pFDctX,2,A,p2,2.851,purple-crate,crate,2,0,0,7,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
JYrPgDmv8vR3oh4wk,kTdARJS6BQKSH5YkW,BoS,8,5,0,0,0,0,5,8,32,XG7Xqmr7Ry3pFDctX,0,B,p2,2.964,purple-crate,aqua-crate,5,0,0,8,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
z6hhzwRyzxtX7RdFn,kTdARJS6BQKSH5YkW,BoS,5,2,0,0,0,0,2,5,33,XG7Xqmr7Ry3pFDctX,2,A,p2,3.618,aqua-crate,purple-crate,2,0,0,5,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
zHG3B6QqWA6skBXFt,kTdARJS6BQKSH5YkW,BoS,8,4,0,0,0,0,4,8,34,XG7Xqmr7Ry3pFDctX,0,A,p2,2.452,blue-crate,aqua-crate,4,0,0,8,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
c4sK5ENqQ8zRbN6A2,kTdARJS6BQKSH5YkW,BoS,9,2,0,0,0,0,2,9,35,XG7Xqmr7Ry3pFDctX,0,B,p2,2.096,aqua-crate,crate,2,0,0,9,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
4K5cjHbcgv3qvXWBe,kTdARJS6BQKSH5YkW,BoS,7,3,0,0,0,0,3,7,36,XG7Xqmr7Ry3pFDctX,0,B,p2,3.355,blue-crate,crate,3,0,0,7,BoS,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
7Z3YcYgoT9oFDzzbm,kTdARJS6BQKSH5YkW,easyPD,8,8,0,11,11,0,5,5,37,XG7Xqmr7Ry3pFDctX,8,A,p2,3.578,pink-crate,orange-crate,8,11,0,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
LB4c8zf8m3AnBNmEF,kTdARJS6BQKSH5YkW,easyPD,6,6,0,7,7,0,5,5,38,XG7Xqmr7Ry3pFDctX,6,A,p2,2.315,green-crate,blue-crate,6,7,0,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
E7HcdMbJKQmAk55EE,kTdARJS6BQKSH5YkW,easyPD,6,6,0,12,12,0,5,5,39,XG7Xqmr7Ry3pFDctX,6,A,p2,2.926,purple-crate,pink-crate,6,12,0,5,PD,"F3TgEKTrHAeNQRYhC,XG7Xqmr7Ry3pFDctX",may2024,chat
pd5mzWqMCuWFctpX9,thQjeggqeanREQ6F7,easyPD,7,7,0,9,9,0,1,1,0,7uc6KirfaLkCwWtZW,0,A,p2,8.435,pink-crate,yellow-crate,7,9,0,1,PD,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
QCrAHkiHQ3KRYqP2R,thQjeggqeanREQ6F7,easyPD,6,6,0,10,10,0,2,2,1,7uc6KirfaLkCwWtZW,0,A,p2,33.448,crate,blue-crate,6,10,0,2,PD,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
c42DQrBXwDfNjZ9on,thQjeggqeanREQ6F7,BoS,6,2,0,0,0,0,2,6,2,7uc6KirfaLkCwWtZW,2,A,p2,4.658,yellow-crate,orange-crate,2,0,0,6,BoS,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
dmsNznvqjHtoqrCve,thQjeggqeanREQ6F7,easyPD,6,6,0,9,9,0,5,5,3,7uc6KirfaLkCwWtZW,6,A,p2,13.368,purple-crate,yellow-crate,6,9,0,5,PD,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
kAmP2EBMq6RSRTiiT,thQjeggqeanREQ6F7,BoS,8,3,0,0,0,0,3,8,4,7uc6KirfaLkCwWtZW,8,B,p2,5.221,pink-crate,orange-crate,3,0,0,8,BoS,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
gNxcMg5nXoZGMYX7z,thQjeggqeanREQ6F7,easyPD,6,6,0,9,9,0,5,5,5,7uc6KirfaLkCwWtZW,6,A,p2,8.165,yellow-crate,aqua-crate,6,9,0,5,PD,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
9keqCCGJyAPxQDh4o,thQjeggqeanREQ6F7,BoS,9,2,0,0,0,0,2,9,6,7uc6KirfaLkCwWtZW,0,B,p2,6.564,blue-crate,yellow-crate,2,0,0,9,BoS,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
Yvm9qxndzzwQxWjPh,thQjeggqeanREQ6F7,BoS,7,2,0,0,0,0,2,7,7,7uc6KirfaLkCwWtZW,0,B,p2,5.699,pink-crate,purple-crate,2,0,0,7,BoS,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
TAmETPGdoPDadznGM,thQjeggqeanREQ6F7,easyPD,9,9,0,12,12,0,4,4,8,7uc6KirfaLkCwWtZW,0,A,p2,6.367,crate,pink-crate,9,12,0,4,PD,"7uc6KirfaLkCwWtZW,ZnF7JteoRKz9xsJjT",may2024,chat
