_id,index,stageIds,gameId,createdAt,data.targets,data.payoffs,data.repNum,data.chat,data.submitted,data.player_BSeugNZYoKLcMPEym_response,data.player_BSeugNZYoKLcMPEym_time,data.player_BSeugNZYoKLcMPEym_payoff,data.player_BSeugNZYoKLcMPEym_role,data.player_Dd3H5DvYdDQJGCaXP_response,data.player_Dd3H5DvYdDQJGCaXP_time,data.player_Dd3H5DvYdDQJGCaXP_payoff,data.player_Dd3H5DvYdDQJGCaXP_role,data.player_b7yQYd9yFDjGvqD5x_response,data.player_b7yQYd9yFDjGvqD5x_time,data.player_b7yQYd9yFDjGvqD5x_payoff,data.player_b7yQYd9yFDjGvqD5x_role,data.player_uBrwQfjsJ32taCjd5_response,data.player_uBrwQfjsJ32taCjd5_time,data.player_uBrwQfjsJ32taCjd5_payoff,data.player_uBrwQfjsJ32taCjd5_role,data.player_HyAYoQc6SaAsPLRMG_response,data.player_HyAYoQc6SaAsPLRMG_time,data.player_HyAYoQc6SaAsPLRMG_payoff,data.player_HyAYoQc6SaAsPLRMG_role,data.player_o9BQEnwK9mPZ7jK46_response,data.player_o9BQEnwK9mPZ7jK46_time,data.player_o9BQEnwK9mPZ7jK46_payoff,data.player_o9BQEnwK9mPZ7jK46_role,data.player_9KzxEKjPduYiBoEvK_response,data.player_9KzxEKjPduYiBoEvK_time,data.player_9KzxEKjPduYiBoEvK_payoff,data.player_9KzxEKjPduYiBoEvK_role,data.player_AnLPrjGHwQcnJAJx6_response,data.player_AnLPrjGHwQcnJAJx6_time,data.player_AnLPrjGHwQcnJAJx6_payoff,data.player_AnLPrjGHwQcnJAJx6_role,data.player_TTWhjiteFtwN9552j_response,data.player_TTWhjiteFtwN9552j_time,data.player_TTWhjiteFtwN9552j_payoff,data.player_TTWhjiteFtwN9552j_role,data.player_XhqREEJtcdPQkLHMZ_response,data.player_XhqREEJtcdPQkLHMZ_time,data.player_XhqREEJtcdPQkLHMZ_payoff,data.player_XhqREEJtcdPQkLHMZ_role
rcXKYtjoJNtq4cRYQ,28,"HWsG5LfP2GGyQgbcY,8ke2w8yt6DRrCAZgw",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":9}}",28,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756099659},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756099209}",true,B,3649,9,p2,B,3203,7,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t5sL9yhyz34H5B6zX,29,"fWT48Mrzwpbojt7M2,SaH5FZybPiNymzDhv",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":5}}",29,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756106369},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756107411}",true,B,3399,5,p2,B,2361,2,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z8ZpHysZMBtCE3aLQ,30,"cisgtnrcQ7ydaBaeq,2xeEo9zom58z2S44Q",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":4}}",30,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756113404},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756114398}",true,A,3374,2,p2,A,2393,4,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9tykeCqGJXTyTotq4,31,"8Wwh4f3oEogqnzZeq,FGp4xgFT8GbAPfWfL",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":5}}",31,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756120685},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756121731}",true,A,3704,4,p2,A,2668,5,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLSwEhHbZHTsc7AJH,32,"J3TPad8sDvH9yBgpx,dLBEe7Ww2ZZtwnob9",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":8}}",32,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756127279},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756128944}",true,B,3917,0,p2,A,2257,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8pPJ2ijGttYtaLELR,33,"4PT75bDEYco7rKvW8,RaaYBC3sBApWjMz36",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":9}}",33,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756135499},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756135357}",true,A,3464,0,p2,B,3332,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ioPb9JwGjJmXDiPz,34,"2WZ3i8FQJ52rK6JLM,qSfduH7uMwL44Fx83",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":8}}",34,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756143647},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756143005}",true,B,3564,0,p2,A,2931,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mr9r9o6TmjRkDL2um,35,"Zo5TSMoZGiAnXejq2,gmv5pvKNhxcZz8XJR",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":8}}",35,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756149507},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756150470}",true,A,3436,7,p2,A,2482,8,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ui2g9i6FLtbDf2Gb5,36,"7Gb8dateW2XiESu2r,GH3apEYLhfAipm8Jv",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":6}}",36,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756156418},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756157554}",true,B,3517,6,p2,B,2390,2,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TiJu4zQepFfCZtZdT,37,"NSpC3Kpf5mqpYtqhr,AmMaaMZetipqnr3pK",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":8},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":8,""p2"":9}}",37,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756163520},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756164609}",true,A,3566,0,p2,B,2482,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GynLxyckQ5uwMHxa2,38,"g2cAtc6M3ZL4tRZDX,7eDQPtpXSW8GyFDDh",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":6}}",38,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756170737},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756171689}",true,A,3645,0,p2,B,2701,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5YTn8utcKJfANeiq,39,"AD9K7Rg67uj6JxPZC,8BeZg3yQZLvGvxGm7",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",39,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756177593},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756178644}",true,B,3602,0,p2,A,2560,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRP8Fc6pW7WPct42e,0,"9eYdWosm7jap7pSr2,oZgnWoxRHL84jNdqA",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":8}}",0,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755872677},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755881842}",true,,,,,,,,,B,7506,4,p1,B,16668,8,p2,,,,,,,,,,,,,,,,,,,,,,,,
qpnJp6nHeaXbg7Xin,1,"moufGdK8Ci2MLeiSF,5YRa7P7PXmtaGxNcf",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":4}}",1,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755892368},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755899600}",true,,,,,,,,,A,7418,0,p1,B,14648,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
NNG3vMwsZanqyTj3j,2,"mWpravqELRJik5NpS,iezyrqw76S6dWb5qB",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":9}}",2,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755909279},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755913146}",true,,,,,,,,,B,10178,2,p1,B,6280,9,p2,,,,,,,,,,,,,,,,,,,,,,,,
x5ea8woP35iAXjQt4,3,"TF3MjhGP3zfMiKb47,Mp5dJFY2wxo5SX2jm",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",3,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755924602},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755921638}",true,,,,,,,,,A,2612,5,p1,A,5573,3,p2,,,,,,,,,,,,,,,,,,,,,,,,
TGzmf4EBMoWfzcaKj,4,"XZdCZCPKTNKNqa2bt,9enmrS2FYGMTA3FW4",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":4}}",4,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755933715},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755931081}",true,,,,,,,,,B,3064,2,p1,B,5696,4,p2,,,,,,,,,,,,,,,,,,,,,,,,
gqkx39HurcMCEeX9f,5,"Ba8WCmvRHTrSEF892,zbaSMfvrEeL3PNgBb",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":9}}",5,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755943229},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755941483}",true,,,,,,,,,A,4521,0,p1,B,6263,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
pJMP5KJj4cipy78Q2,6,"HnsrA9yKfjnrBhceg,TLyzDRos4wwZwiNKh",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",6,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755950853},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755955147}",true,,,,,,,,,B,2869,3,p1,B,7183,7,p2,,,,,,,,,,,,,,,,,,,,,,,,
Jm3bkpZANxaE66L3z,7,"sxF2Dtr5hoXPZd6h6,BnSekWt9e8oeuhqaA",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":5}}",7,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755963647},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755961272}",true,,,,,,,,,B,3303,2,p1,B,5676,5,p2,,,,,,,,,,,,,,,,,,,,,,,,
5xa3aPkgSAizgnE4A,8,"DnXimHEP3yagbPE5t,53MLjJANjrAQATKM7",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":7}}",8,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755973284},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755971231}",true,,,,,,,,,A,3262,0,p1,B,5314,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
brWCwMuWFtu2KsMKj,9,"42kpTbe8Q7sugnQPT,STEESKjPEYcMX8zkt",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":9}}",9,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755983415},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755981107}",true,,,,,,,,,A,4088,0,p1,B,6394,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
WHHNQz4LdTpyW2rCL,10,"HcmreGuo34Dt8JiYx,bvQGDJyezWv6Q6bGn",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",10,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755989366},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755992715}",true,,,,,,,,,A,2389,0,p1,B,5733,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
5ee3AEboqaymcWmhR,11,"ejMMNutm8ZaYEcwHK,xSZZ7nDNyv6XGKW8Z",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":3}}",11,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756000881},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755997747}",true,,,,,,,,,B,1762,2,p1,B,4895,3,p2,,,,,,,,,,,,,,,,,,,,,,,,
zz3p3GMJ8sGKDhHh3,12,"PnTjfSPPKYzfZK3sw,vjFPN6xRD2tZRWwYi",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":8}}",12,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756007209},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756010481}",true,,,,,,,,,A,3227,0,p1,B,6497,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
DaRbjjXLwYZSDnGFw,13,"6oLYjaE84FRZSqy6B,BwsirJHcZXmcaN5XG",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",13,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756018170},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756014973}",true,,,,,,,,,A,1988,0,p1,B,5184,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
wBuXWCPuG7rkEdCBD,14,"EQnLbx678gxRzMSMx,4C2P5HDmcMNkacePa",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":6},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":6,""p2"":7}}",14,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756026675},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756023508}",true,,,,,,,,,B,2526,6,p1,B,5691,7,p2,,,,,,,,,,,,,,,,,,,,,,,,
cveEasofFtLNgnLsF,15,"RJJJK6SGmZ8zQTHab,3bCJXa7eob5aXcEuv",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":7}}",15,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756032110},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756035880}",true,,,,,,,,,A,2054,0,p1,B,5823,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
cTKgdBdanPXcX74tM,16,"EaF52F23GSmLzMty9,QrQx8RuawKKHbXisc",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":8}}",16,"{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756044147},{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756041859}",true,,,,,,,,,A,2840,8,p1,A,5128,2,p2,,,,,,,,,,,,,,,,,,,,,,,,
ZJhLjxmRrp4nHLu84,17,"QJ5ipeooX7pkNd98Z,auuWdNXESSdteqERR",6w3xMe8Sxid7QQYjy,2021-11-12T22:24:24Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":6}}",17,"{""text"":null,""playerId"":""b7yQYd9yFDjGvqD5x"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756049608},{""text"":null,""playerId"":""uBrwQfjsJ32taCjd5"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756054359}",true,,,,,,,,,B,1612,0,p1,A,6361,0,p2,,,,,,,,,,,,,,,,,,,,,,,,
