_id,index,stageIds,gameId,createdAt,data.targets,data.payoffs,data.repNum,data.chat,data.submitted,data.player_BSeugNZYoKLcMPEym_response,data.player_BSeugNZYoKLcMPEym_time,data.player_BSeugNZYoKLcMPEym_payoff,data.player_BSeugNZYoKLcMPEym_role,data.player_Dd3H5DvYdDQJGCaXP_response,data.player_Dd3H5DvYdDQJGCaXP_time,data.player_Dd3H5DvYdDQJGCaXP_payoff,data.player_Dd3H5DvYdDQJGCaXP_role,data.player_b7yQYd9yFDjGvqD5x_response,data.player_b7yQYd9yFDjGvqD5x_time,data.player_b7yQYd9yFDjGvqD5x_payoff,data.player_b7yQYd9yFDjGvqD5x_role,data.player_uBrwQfjsJ32taCjd5_response,data.player_uBrwQfjsJ32taCjd5_time,data.player_uBrwQfjsJ32taCjd5_payoff,data.player_uBrwQfjsJ32taCjd5_role,data.player_HyAYoQc6SaAsPLRMG_response,data.player_HyAYoQc6SaAsPLRMG_time,data.player_HyAYoQc6SaAsPLRMG_payoff,data.player_HyAYoQc6SaAsPLRMG_role,data.player_o9BQEnwK9mPZ7jK46_response,data.player_o9BQEnwK9mPZ7jK46_time,data.player_o9BQEnwK9mPZ7jK46_payoff,data.player_o9BQEnwK9mPZ7jK46_role,data.player_9KzxEKjPduYiBoEvK_response,data.player_9KzxEKjPduYiBoEvK_time,data.player_9KzxEKjPduYiBoEvK_payoff,data.player_9KzxEKjPduYiBoEvK_role,data.player_AnLPrjGHwQcnJAJx6_response,data.player_AnLPrjGHwQcnJAJx6_time,data.player_AnLPrjGHwQcnJAJx6_payoff,data.player_AnLPrjGHwQcnJAJx6_role,data.player_TTWhjiteFtwN9552j_response,data.player_TTWhjiteFtwN9552j_time,data.player_TTWhjiteFtwN9552j_payoff,data.player_TTWhjiteFtwN9552j_role,data.player_XhqREEJtcdPQkLHMZ_response,data.player_XhqREEJtcdPQkLHMZ_time,data.player_XhqREEJtcdPQkLHMZ_payoff,data.player_XhqREEJtcdPQkLHMZ_role
5zXSBEk6joF2qYwiZ,10,"ZF5zN7YowTeD8cuix,2R7YrEWbW4Wypgm5u",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":5}}",10,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755951565},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755952656}",true,B,3679,0,p2,A,2591,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iDMoTgCqfKbkSqLTb,11,"qPWvxYeNytNKTLEwN,HrniGKFwxXKrWvyzG",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":6},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":6,""p2"":9}}",11,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755958293},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755959599}",true,B,3633,0,p2,A,2333,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smK7e9NxjBfbCdE2s,12,"SDHRAG44xbp7b3QaF,ZwhodPTq3gXZX6a8z",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":6}}",12,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755966484},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755965605}",true,A,3510,0,p2,B,2636,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EjarsCoE6FPmmSbRJ,13,"oyXZ4pzKuxa5fXKky,xujZvY6P8bEFb9KeE",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":9}}",13,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755972449},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755973704}",true,B,3731,9,p2,B,2480,5,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tNBaHeCxwEscsGAtw,14,"P75g4eeDuuwyEmc6G,cTtjpNpr2q3ZKccnT",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":6}}",14,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755979591},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755980621}",true,B,3652,0,p2,A,2625,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB2u9hcuskDMQK3jk,15,"b2kSdTwumX8mABggY,ofbwcMHNSzJt8pYBm",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":7}}",15,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755987368},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755987455}",true,A,3387,0,p2,B,3482,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if4axdNpw4NBGEagH,16,"ESWmYZR4yM9T57ogL,GaReXEsin7BT9sMFu",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":3}}",16,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636755995451},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636755996445}",true,A,3466,2,p2,A,4464,3,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EohMnCcnaJksTMoGi,17,"5ephdWGeBzuQmiPjA,7RZhq3RHPxZqevnoq",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":8},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":8,""p2"":9}}",17,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756005280},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756005650}",true,A,4297,8,p2,A,4676,9,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPWXtYnAtydfz8TgT,18,"fx2NSg4xwESLkyX4r,qcPsomqvAE2pnrLr5",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",18,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756013911},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756015135}",true,B,3927,5,p2,B,5160,3,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wfdxBWkiifBFgYKWE,19,"hJHKd4WkvanwNHKbw,LJTpCGDBfDQ5PHLnN",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":6}}",19,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756023817},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756025435}",true,A,3829,0,p2,B,5456,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r6AHPXwBuPdGAvtgE,20,"x3BiW8TgBQHpuszhT,Bu2phNKrQXdb6AEcf",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":8}}",20,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756032828},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756034144}",true,A,4147,0,p2,B,2833,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4w4DEj8LowNCSTZYn,21,"D8yoLcqAB64ZNnbTE,Ww3gGGNoH4B8G2xAj",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",21,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756041384},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756041915}",true,A,3384,3,p2,A,3921,7,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJE7qwKGb6J96Pow3,22,"ThgogMFrCZTzBfeYy,YvJYmucsKL6ZWmYGg",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":7}}",22,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756048626},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756050909}",true,B,4907,0,p2,A,2630,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pGcxXZriJnCy3Rmje,23,"9eKnuD29KaMpAw3cb,pwLiigPeRXDgpmzyp",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":6}}",23,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756057950},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756059434}",true,B,5429,0,p2,A,3949,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zw4PEYZewu3yyK7eo,24,"QnG4tqHo6eq7TBQnJ,2QgBk45wSHB7zeRi7",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":6}}",24,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756067472},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756067265}",true,A,4468,0,p2,B,4270,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XitQQ2Xd5oqRPA6Wh,25,"RDRQsr8DqdhduA2k2,gsiWfW2m7RXMDE2Br",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":9}}",25,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756075109},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756077315}",true,A,3101,0,p2,B,5315,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfLBLW9DpTMMwo7Sp,26,"hc8LoscgG9tvoHo6n,tRjkorkpZJQCar2gk",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":9}}",26,"{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756084647},{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756085687}",true,B,3678,0,p2,A,2646,0,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opGeWsYmpRFFdk3yh,27,"JjRs9bDH53AkQcrLa,xunoPTRnii7EoSESi",oKZdwR7zw8Yvj25wT,2021-11-12T22:23:57Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":8},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":8,""p2"":9}}",27,"{""text"":null,""playerId"":""BSeugNZYoKLcMPEym"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636756092482},{""text"":null,""playerId"":""Dd3H5DvYdDQJGCaXP"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636756091926}",true,A,3468,8,p2,A,2916,9,p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
