gameId,playerId
2DChCS6rDXFKnvt2A,4rnpL9K6u3FrzaKhR
2DChCS6rDXFKnvt2A,Q8nYsoaAtXQkw6ak8
3J2NvpScg6RhXZHL9,YxjHAbYuy6Npaivjn
3J2NvpScg6RhXZHL9,sBsEpRC7yRE9QXNTF
47vu6NTBXhEta9cBd,SipJaCgy6K5XQKpPs
47vu6NTBXhEta9cBd,tsMLqwMbEd79ZacBG
4MgZCPL2TqjRDduPw,JY87z6tRPuNGhKweL
4MgZCPL2TqjRDduPw,x9T2egLn6mhT6pXXR
69K6vwxb8ubvREGXd,P2Y6qmSzLHyBZvdFP
69K6vwxb8ubvREGXd,Ynb4Y5uibPPzM9SBj
6icZNWbSnTSCgcSpJ,jYKJoBqL3xvgQLriF
6icZNWbSnTSCgcSpJ,zTxKPK3WtauFFsYCs
6sLYGCbDS9TRtZSS3,JCdwiLzEyp75fCQ3n
6sLYGCbDS9TRtZSS3,gGir4Cy7nNzbCyoj4
74TRtdbj4d68YoeJP,BWsXdPH7eJrF3WpDX
74TRtdbj4d68YoeJP,CuRuZ99E6NGTMHQ2Z
759CAkx7vsgC4F9NQ,YsQdrxHv3JyFEMRi7
759CAkx7vsgC4F9NQ,ZMdeoRn7wWRkuw8DS
7Gmi3Nh439rPtcd6z,JrbW5YFrGY6wZkwcC
7Gmi3Nh439rPtcd6z,nDiP3b8gzxyokz7nN
8EBQCjiYBzvqhqEYw,nmpMWBmKef2sQ9ni9
8EBQCjiYBzvqhqEYw,onnqkYMmmjeoePdyh
9vYwmrjzaXofXFzPp,6NX3PLxy6hvZXCeyp
9vYwmrjzaXofXFzPp,oE8LpyFGzHpA4qnER
CQh7B7qmNYpcPeMNZ,7Y2ErBEBnDakr9o7k
CQh7B7qmNYpcPeMNZ,n2xPFGoYegwCZmiyk
Cdpjqb4in72DaqWYP,dcwAKXoaXwxEmaZE2
Cdpjqb4in72DaqWYP,owPq3CQqg8GgkwPbs
DqpcYSPqgKyNLzbw4,bjCstgoL3vKyEzSpN
DqpcYSPqgKyNLzbw4,zMSAYSEsFDD4xi77k
F7dyj5dbGdmca2KMB,r8DWpGrSYZpXJYhPd
F7dyj5dbGdmca2KMB,xC76vYaxwZDiaibGp
FpuMRynTHkgczqK6Q,e9k7hJbwoYHKyQ6Ft
FpuMRynTHkgczqK6Q,eiHnnd84eC5PnEGbf
GcfnuwJKKdMvGYkEj,4zgcb53cbfShkR7LS
GcfnuwJKKdMvGYkEj,A4djywQbyvN2jDHeK
HDKxb7KktJ5ua342N,YWgb3DjkPg2v3J6sK
HDKxb7KktJ5ua342N,iKq79srjo36vuXuZh
Hn4PurQTjoEwd3fRL,5pyxTFMBGCyYhEkRc
Hn4PurQTjoEwd3fRL,SuRL4AxM8ojhoBSrC
Jc4vhrc5Eku93wXHc,MjgTJ25jycArhvh4m
Jc4vhrc5Eku93wXHc,TqwnXYo4kHMwK2veT
JmAa3jM4xmQMfowDk,a9XeKS8aHnTNnM5xr
JmAa3jM4xmQMfowDk,ewzDxWb9kioHWB6ip
JniH9LWes56Acg7nE,DbbzW2bsKCwTtXn5a
JniH9LWes56Acg7nE,iC6HJQwcRS9JK4muX
Jvgmno6CXQqRPAPYy,P7pbnjH7QjvMkC7yT
Jvgmno6CXQqRPAPYy,vpTpvag5vWYLWvKjx
K7ZoTzhYSLzYihp7H,6bcyoecL73jEFeuXW
K7ZoTzhYSLzYihp7H,gf2EtSTnQXTAdbGyb
KBL8E8NETHLy7p2Lv,ffKSMB8XNkFJrvcy4
KBL8E8NETHLy7p2Lv,iecwQrq6CKvJkbpJs
KddTaDFDk9ZgFupLp,QejdNgsDzKqQemCyP
KddTaDFDk9ZgFupLp,wqZC4jRgycLJAHxiE
LN9b5XGjnFYuBsZhi,6wLTg4trazrzhceRW
LN9b5XGjnFYuBsZhi,hQims5K5qAymuGJKZ
NBxXmeeGNAd6wErZe,GxXsBDixGYRpXCiv5
NBxXmeeGNAd6wErZe,hQH4NfzPj35biiiAd
PzfuuTEcHdu7PrvKx,XELGBiotaQK2qZTYr
PzfuuTEcHdu7PrvKx,b8WS4NkHikuRHaCz3
Q7ZHjwuQL7TkvyzHA,kRabYcP3qmxLkLRx2
Q7ZHjwuQL7TkvyzHA,ocyciRJxi5BdPFyzF
Q8upwA4RKY2mwsGuZ,RkGsrEDF4EeY5n3HF
Q8upwA4RKY2mwsGuZ,Saoq6dKLMrzp9f24h
QGyaMihtc9nCjvuWQ,AZizvAbFFDgDYqKx8
QGyaMihtc9nCjvuWQ,cJSDvcMoHMtPBPjPH
QjFrXhYuyxKzD4GR2,HTSeHjACG5gTcECC6
QjFrXhYuyxKzD4GR2,pag6Dhm3DTpHdrHoB
QuDNu2DFnu99ToN3s,592KnpgvwgywDo2tN
QuDNu2DFnu99ToN3s,DT6SssMCoSxZZn3Mp
Qwm7MHb7qmxHP6gWJ,oHGAPADYXA52uM9bq
Qwm7MHb7qmxHP6gWJ,z5BcHv5GDq9sQwk6C
RnXmnxHYSJGRgj2Zy,5LHX5DdYJvqP5zicw
RnXmnxHYSJGRgj2Zy,uEqg2SKbn84aX9sC2
RvwwkWTf6nzADTnuS,3qLGLKWQWtKZTo2Mi
RvwwkWTf6nzADTnuS,qYzf4NqqCvZZdwWDX
SMx5AfvXgrKeQvnhg,NspCn5QyGBfQeSF9f
SMx5AfvXgrKeQvnhg,dauhdjecvqrBKwnFx
SdzgPNXT23LEFBPYR,A57dxQutJNkfi2J7o
SdzgPNXT23LEFBPYR,poyPLtwyGQmkALEhK
TF2t9nb37o7QosgGh,cNXrmcgnyDrZT4EyZ
TF2t9nb37o7QosgGh,y68X729uBz3fjsz6i
TT5DAK73n9MuNByBw,c7PgmygKpvsZMqmvT
TT5DAK73n9MuNByBw,ouK26vtrBLjhPBoGp
TiCyD4aMQDYiCdy79,8aG9ZijmCPfyjR24B
TiCyD4aMQDYiCdy79,TPBxoziHjoAjxF2Ng
TsuTWmt29TSWqBXvh,Nb9YsMLFg6LeMzxv4
TsuTWmt29TSWqBXvh,o9qfcJptDpRMWk8Wj
WHNBvrMupsNHdAxGp,3XResm4efXp72LnCk
WHNBvrMupsNHdAxGp,vbesf5hZ6NNPjWSqa
WLkmSP2ZCmgk297qa,jjAa5quBJ5xk5kY24
WLkmSP2ZCmgk297qa,utTpemXesijxBLL2G
WcwmJjr3vuBhJH4eL,GKPTFKTnW9Wxzbhbv
WcwmJjr3vuBhJH4eL,PeATkYFGxgpB48rad
WsHtD6kL4yWLPR5fb,RfgA6nZZN5nE8Pjxz
WsHtD6kL4yWLPR5fb,chJ9FCjhQgH8YHD99
WszWTCggzio9ggvDe,3JwGfWw4zgiqt6Tnr
WszWTCggzio9ggvDe,mMx2RjZdGho7TQ8sg
XBNAXXmGpHJbqpL29,LSR7cZEBoSMmbBpJz
XBNAXXmGpHJbqpL29,gwgZcWjiTKc4TuExt
XrAuY6XXBsaRd9eJe,smX8gPZoWuo5ZxSXh
XrAuY6XXBsaRd9eJe,tvS6PRjoKjBRsBB89
YMWv6EuCezGTq7aYm,fMTd8qQLRCs2t6Sra
YMWv6EuCezGTq7aYm,p7SJXfiAERnMzMgsE
YXMrkKco9yF5HTBaG,WEQQnA2NXysALHQbP
YXMrkKco9yF5HTBaG,vP2NLEesFBNfxLyB2
aB8zvviJHtJTSM3Dj,BTjCHRGxv7dAbZLuk
aB8zvviJHtJTSM3Dj,eznvgQg7RcCYksi8W
aSkSWoyW4GyQyfq4s,8sgmyiK2LhXmHhR6u
aSkSWoyW4GyQyfq4s,wgaoYzmDGy3yGbTfm
atvX5DYmSyffGvn5t,Pu3zKFPhyWsFfb7bJ
atvX5DYmSyffGvn5t,r4mmG9fZa47id7BCR
b8cFhL9KBowZjEzrF,BAs6qsrYdrSYmkqXe
b8cFhL9KBowZjEzrF,CXXobgXhqw5xrHyWS
bEvnrfFmNfkEQjLD3,7Bdmwu9WhhPxPCAYu
bEvnrfFmNfkEQjLD3,uMDSpfX2Pj769XjQS
bdiCfQt5aFbE7Ngqm,mAwMGjxEPApb8zoRW
bdiCfQt5aFbE7Ngqm,qDLvBjoHdRQFrr3zf
bzCm2R2fF3E3M6EKg,BCvfmZxWJcNMC2H66
bzCm2R2fF3E3M6EKg,q9hgqfmf3oaPiYPPe
chBkP5W8edEiXAM54,kzgrp8BjmvSWyfn7S
chBkP5W8edEiXAM54,unFeTRnW4PnY7dQsq
cqHchk65hkibnYSDp,5bQq2LBsmZ28XecSL
cqHchk65hkibnYSDp,YEpQpampZBxSjebmK
dpukpzWZwgKP3QLno,3r8SenDbcA8SCXZ6v
dpukpzWZwgKP3QLno,aPKnCAdmJr6d9vNkj
dsnt8KomcKRiRNhN7,mH5Pxsobam26jhdPm
dsnt8KomcKRiRNhN7,rTYLER4yfAhTYhbJ3
dtWn9m44povjMCmXY,QtbtACNaZji8GvLLi
dtWn9m44povjMCmXY,uzbwdnRwgvWKtQ6nL
e8SiQjHZSmNmDtHHa,LuiCbPTWr24nEFmwM
e8SiQjHZSmNmDtHHa,WN5akJnJjZHkCKxBo
eNrrtqFCieFYBJJ8n,H8jjQvKBSsRRFbDxi
eNrrtqFCieFYBJJ8n,M9MCraBNczj5EcWJ2
eX6YMgiHrREQmLmLE,BcFFWnJtMNY4NvuqL
eX6YMgiHrREQmLmLE,XM5kaupXLcsw2bxZj
egjKryaZiGyCDZ5eF,d6JvkZc7Q6G86cnKp
egjKryaZiGyCDZ5eF,kSZYCtXSYf6XewyWx
epqFE9wnXHKpWhENp,QsyAC7JCMNbQSAyKC
epqFE9wnXHKpWhENp,pKJw5dJ2DnHqfcaop
f3i54HWj7KsMhTvbq,SRG9ujh5s82KqvFyh
f3i54HWj7KsMhTvbq,uksodE8Qza6KjFdCH
ft8eF9AS94YHegygc,mYgSG54mAJCEium3A
ft8eF9AS94YHegygc,tNFN6wab5eDXgRC8o
g8gcgbsBteq7F5Wej,4a8SCP7iQ4a74Ltja
g8gcgbsBteq7F5Wej,dpjHnRHGnSX3jcarK
gD32d9YzJGM7nr6Ds,Jp2NcKeoLyXadkC88
gD32d9YzJGM7nr6Ds,xHhQGswxf2eu93Ght
i8XFm2RqYx86QK3Ka,3m7dX5FhrD7Ey5au7
i8XFm2RqYx86QK3Ka,k6RyvaijNsdYperQb
inbHRaFonQohedGNa,xcMPt6BZKDomjAgM3
inbHRaFonQohedGNa,zwe9h9TrJbYDjKvvR
jP8XHTT4yi9BX2mBG,KzhtESNMwGp4M7FzX
jP8XHTT4yi9BX2mBG,viF2crm8bNuzTHjN9
jchvpXmJNGBqKbfJe,MuskNX5N6tBnjAYff
jchvpXmJNGBqKbfJe,XM8hqNQr2iHGsLsBj
k49mcJEuqYYPnDtDE,EkWjEd94qstkeGMnn
k49mcJEuqYYPnDtDE,gnpX4TXxmGCQtTdQM
m564sKK6ANHn4ujxo,5EZ3AbNiZA9yytca6
m564sKK6ANHn4ujxo,QFfu3cm5LkTo6obvH
nzGmHcq4J5j7Eo7sG,cMrsgw4unrNBKJ6S4
nzGmHcq4J5j7Eo7sG,d2izbdscLwgNw7gxs
oMmEhSL5pBsvR3qqN,5RybsjknKH9PXz3dH
oMmEhSL5pBsvR3qqN,SBoQ7FkwtX9agx8LR
oorrefS6acKdrxcHG,Dhi5seMuDyNMByDoM
oorrefS6acKdrxcHG,eqdiSs2XAcopXRZbP
oqR7ytgJtqodYYM6v,B5oyLRcWsjPnwcTkB
oqR7ytgJtqodYYM6v,DDrAJdFZ7QT4DKfnW
qhjdNDGJe7WC74fqh,tHEibiruKysdJbdKM
qhjdNDGJe7WC74fqh,x5zqmHdp4bdvxDtGE
qk5KEzwAdtsWkKX3K,NGgEwjw3xykjrTr49
qk5KEzwAdtsWkKX3K,pT8gdi59Zk3Bpmfmz
qmhgMA7XDJEMHcAqK,XugxgnTMShcXQ7bFt
qmhgMA7XDJEMHcAqK,mwRL3yTCmGXNnBxGM
rFx3P7FhrFcfJ6YTP,Cy4gjBRJvStHKEmwK
rFx3P7FhrFcfJ6YTP,qMeojHnRvWAgfajoM
sQmzycGhWR4XSSS8J,AScXQQzDzKbmAP5BZ
sQmzycGhWR4XSSS8J,ZAXpQAk8yR5exAECw
sQwK4y2ASN4y2u45L,aLxGgR3wgEN5E6FWx
sQwK4y2ASN4y2u45L,brQg8xryMJdFKzDh7
sy5tJuSiTGxRKGnZp,PfiKtKheNitPMmckA
sy5tJuSiTGxRKGnZp,tj6cnLmqcBMjQwBYp
tEY4JxBGFAC2BPEcY,CozXKPmSBzHRb2ZSQ
tEY4JxBGFAC2BPEcY,JdyjGTKnvFh96Bbxn
tNkdG7srJtqEJ35XP,HwN4ikyyzwXHxurtE
tNkdG7srJtqEJ35XP,fJ6t324ufJs8xe8nD
uWmvw7TbeJjvc4PPN,oA3epuFnYJqtycxRg
uWmvw7TbeJjvc4PPN,qffrYZnTbfDttCMvi
vDHCYwcdqw8PCESsR,8MWhNA2pMfcBp2oxf
vDHCYwcdqw8PCESsR,GwgmK4SaqZyyGoiy6
vXhMH4di2Wp8ifjYL,GhXjZ2KvWoyPb9mQs
vXhMH4di2Wp8ifjYL,H2Rv8faRqEpAAPjNz
vmosBEgj9sZumq8Zt,jGkcZdu9J3L9cpHgm
vmosBEgj9sZumq8Zt,xqwkjZfT8faDLdPaR
ww6cS9wQM5jXChj9B,8ABEWCSdd4wZTyuaj
ww6cS9wQM5jXChj9B,csrdgcBi2hCSmTm4E
xDNsr9bXt96nNEchN,JsZpLW3owe8Pa6spv
xDNsr9bXt96nNEchN,vynii9gRqNLcwim93
xHCaEhh7fk5eRhiJY,DXeZqysJycd59eZHG
xHCaEhh7fk5eRhiJY,gcoy6797ewaiiMAyX
xnkvWMdu38B5upkNF,sGtLK4FBSNKk7CstE
xnkvWMdu38B5upkNF,xSBJBE5Pn9KDTkDsu
xx6HabEH9BmBbBF5r,e5jhWFidiXrFQMS4J
xx6HabEH9BmBbBF5r,hfuCjBwQQ4F3aQQT3
yaQBgKugCkXKuQL7X,c6sok6FsapHwMxFDF
yaQBgKugCkXKuQL7X,qPWiHRpQBAR6Cu6Ku
ytZfrEqbHgin8DBfu,Tbc4mvDJGQhuHxzo3
ytZfrEqbHgin8DBfu,ZaMGDvKvAhnfoSHXm
z3dxW3pmxRApZNZi8,BzAGxoxh5LkThSs7Q
z3dxW3pmxRApZNZi8,H3X6xEzAdhr2Go4vE
zDFrpn55a9yKgzoRy,3xQtZxggMqPZTxQEi
zDFrpn55a9yKgzoRy,LaWYuR7JXPQj5uXSx
