_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.bonus_log,data.role,data.name,data.avatar,data.nameColor,data.bonus,data.targets,data.clicked,data.scoreIncrement,data.exitTimeoutId,data.exited
SRG9ujh5s82KqvFyh,,2024-10-29T15:23:38Z,,,ExitSurvey,2024-10-29T15:35:54Z,finished,,,,2024-10-29T15:23:17Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.91,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",B,6,,
iecwQrq6CKvJkbpJs,,2024-10-29T15:24:19Z,,,ExitSurvey,2024-10-29T15:34:35Z,finished,,,,2024-10-29T15:23:18Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.13,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",B,3,,
utTpemXesijxBLL2G,,2024-10-29T15:26:01Z,,,ExitSurvey,2024-10-29T15:35:53Z,finished,,,,2024-10-29T15:23:21Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.6850000000000005,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,0,,
qDLvBjoHdRQFrr3zf,,2024-10-29T15:25:15Z,,,ExitSurvey,2024-10-29T15:36:40Z,finished,,,,2024-10-29T15:23:22Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.355,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",A,7,,
ouK26vtrBLjhPBoGp,,2024-10-29T15:24:29Z,,,ExitSurvey,2024-10-29T15:34:17Z,finished,,,,2024-10-29T15:23:23Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.3549999999999995,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,0,,
NGgEwjw3xykjrTr49,,2024-10-29T15:24:16Z,,,ExitSurvey,2024-10-29T15:35:04Z,finished,,,,2024-10-29T15:23:23Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0300000000000002,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",B,0,,
pT8gdi59Zk3Bpmfmz,,2024-10-29T15:24:10Z,,,ExitSurvey,2024-10-29T15:35:04Z,finished,,,,2024-10-29T15:23:23Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.4300000000000006,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,0,,
8aG9ZijmCPfyjR24B,,2024-10-29T15:24:40Z,,,ExitSurvey,2024-10-29T15:34:56Z,finished,,,,2024-10-29T15:23:24Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0300000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",B,0,,
jjAa5quBJ5xk5kY24,,2024-10-29T15:26:02Z,,,ExitSurvey,2024-10-29T15:35:53Z,finished,,,,2024-10-29T15:23:24Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.255,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",B,10,,
c7PgmygKpvsZMqmvT,,2024-10-29T15:24:30Z,,,ExitSurvey,2024-10-29T15:34:17Z,finished,,,,2024-10-29T15:23:28Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.9850000000000008,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",B,0,,
s2p8bGiKAD63jaS2K,,2024-10-29T15:25:24Z,,,"Sorry,ExitSurvey",2024-10-29T15:25:35Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:23:30Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,,false,0,2824,true
BWsXdPH7eJrF3WpDX,,2024-10-29T15:24:29Z,,,ExitSurvey,2024-10-29T15:34:55Z,finished,,,,2024-10-29T15:23:33Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.1599999999999997,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",B,7,,
RkGsrEDF4EeY5n3HF,,2024-10-29T15:24:31Z,,,ExitSurvey,2024-10-29T15:38:00Z,finished,,,,2024-10-29T15:23:34Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.865,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,0,,
EkWjEd94qstkeGMnn,,2024-10-29T15:25:33Z,,,ExitSurvey,2024-10-29T15:35:45Z,finished,,,,2024-10-29T15:23:40Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.4600000000000004,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}",A,0,,
YWgb3DjkPg2v3J6sK,,2024-10-29T15:25:35Z,,,ExitSurvey,2024-10-29T15:39:47Z,finished,,,,2024-10-29T15:23:47Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.34,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",B,3,,
gGir4Cy7nNzbCyoj4,,2024-10-29T15:26:01Z,,,ExitSurvey,2024-10-29T15:35:56Z,finished,,,,2024-10-29T15:23:51Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.28,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,0,,
Ynb4Y5uibPPzM9SBj,,2024-10-29T15:25:34Z,,,ExitSurvey,2024-10-29T15:39:55Z,finished,,,,2024-10-29T15:23:51Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6199999999999999,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",B,1,,
cJSDvcMoHMtPBPjPH,,2024-10-29T15:25:29Z,,,ExitSurvey,2024-10-29T15:36:13Z,finished,,,,2024-10-29T15:23:56Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.2250000000000005,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}",A,4,,
BZzhiPcr4FHGkzsnN,,,,,"Sorry,ExitSurvey",2024-10-29T15:25:51Z,gameFull,,,,2024-10-29T15:23:57Z,,,,,,,,,,,
Xp4CzwPuRSbs7ayJy,,2024-10-29T15:25:20Z,,,"Sorry,ExitSurvey",2024-10-29T15:25:36Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:24:00Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,0,,false,0,4008,true
P2Y6qmSzLHyBZvdFP,,2024-10-29T15:25:52Z,,,ExitSurvey,2024-10-29T15:39:55Z,finished,,,,2024-10-29T15:24:06Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.7099999999999997,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",B,1,,
ZMdeoRn7wWRkuw8DS,,2024-10-29T15:26:05Z,,,ExitSurvey,2024-10-29T15:37:02Z,finished,,,,2024-10-29T15:24:07Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.3400000000000003,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,10,,
mAwMGjxEPApb8zoRW,,2024-10-29T15:25:12Z,,,ExitSurvey,2024-10-29T15:36:40Z,finished,,,,2024-10-29T15:24:21Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.79,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",A,9,,
gnpX4TXxmGCQtTdQM,,2024-10-29T15:25:34Z,,,ExitSurvey,2024-10-29T15:35:45Z,finished,,,,2024-10-29T15:24:47Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.39,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",B,11,,
pag6Dhm3DTpHdrHoB,,2024-10-29T15:27:37Z,,,ExitSurvey,2024-10-29T15:38:39Z,finished,,,,2024-10-29T15:24:48Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.025,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",A,0,,
QFfu3cm5LkTo6obvH,,2024-10-29T15:27:08Z,,,ExitSurvey,2024-10-29T15:37:36Z,finished,,,,2024-10-29T15:24:54Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.0100000000000002,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",B,12,,
83MicR65cPyH2BYxe,,2024-10-29T15:28:50Z,,,"Sorry,ExitSurvey",2024-10-29T15:32:52Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:24:57Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",false,0,5780,true
JCdwiLzEyp75fCQ3n,,2024-10-29T15:25:59Z,,,ExitSurvey,2024-10-29T15:35:56Z,finished,,,,2024-10-29T15:25:03Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.45,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",B,0,,
YsQdrxHv3JyFEMRi7,,2024-10-29T15:26:03Z,,,ExitSurvey,2024-10-29T15:37:02Z,finished,,,,2024-10-29T15:25:04Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.135,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,10,,
Jp2NcKeoLyXadkC88,,2024-10-29T15:27:41Z,,,ExitSurvey,2024-10-29T15:39:04Z,finished,,,,2024-10-29T15:25:06Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.76,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",B,6,,
YEpQpampZBxSjebmK,,2024-10-29T15:26:13Z,,,ExitSurvey,2024-10-29T15:37:02Z,finished,,,,2024-10-29T15:25:12Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.73,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,6,,
5bQq2LBsmZ28XecSL,,2024-10-29T15:26:50Z,,,ExitSurvey,2024-10-29T15:37:02Z,finished,,,,2024-10-29T15:25:40Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.595,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,8,,
xHhQGswxf2eu93Ght,,2024-10-29T15:28:13Z,,,ExitSurvey,2024-10-29T15:39:04Z,finished,,,,2024-10-29T15:26:04Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.8499999999999996,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",A,0,,
gJeA8WqPg6JkRPRGN,,2024-10-29T15:29:51Z,,,"Sorry,ExitSurvey",2024-10-29T15:36:46Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:26:33Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0.015,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,1,4761,true
BkDStH8Wo4v6N2RNR,,2024-10-29T15:28:31Z,,,"Sorry,ExitSurvey",2024-10-29T15:31:48Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:26:39Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",false,0,3259,true
5EZ3AbNiZA9yytca6,,2024-10-29T15:26:55Z,,,ExitSurvey,2024-10-29T15:37:36Z,finished,,,,2024-10-29T15:26:43Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.5949999999999998,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",A,0,,
HTSeHjACG5gTcECC6,,2024-10-29T15:27:29Z,,,ExitSurvey,2024-10-29T15:38:39Z,finished,,,,2024-10-29T15:26:56Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.55,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,9,,
ii8YaygJR4v9aDfHc,,,,,,2024-10-29T15:50:17Z,gameLobbyTimedOut,,,,2024-10-29T15:27:43Z,,,,,,,,,,,
zwe9h9TrJbYDjKvvR,,2024-10-29T15:32:37Z,,,ExitSurvey,2024-10-29T15:46:11Z,finished,,,,2024-10-29T15:29:16Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.2549999999999994,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}",A,7,,
xcMPt6BZKDomjAgM3,,2024-10-29T15:33:03Z,,,ExitSurvey,2024-10-29T15:46:11Z,finished,,,,2024-10-29T15:29:44Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.489999999999999,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",A,3,,
hwSN6dTLD9GButdk7,,2024-10-29T15:32:12Z,,,"Sorry,ExitSurvey",2024-10-29T15:36:33Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:30:05Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0.015,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",B,1,3425,true
WEQQnA2NXysALHQbP,,2024-10-29T15:36:40Z,,,ExitSurvey,2024-10-29T15:49:07Z,finished,,,,2024-10-29T15:31:25Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,0.8400000000000002,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,0,,
vP2NLEesFBNfxLyB2,,2024-10-29T15:37:33Z,,,ExitSurvey,2024-10-29T15:49:07Z,finished,,,,2024-10-29T15:36:19Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6199999999999997,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,0,,
4vb2fb8zuPyo5pFge,,2024-10-29T15:45:17Z,,,"Sorry,ExitSurvey",2024-10-29T15:50:17Z,gameLobbyTimedOut,,,,2024-10-29T15:43:01Z,,,,,,,,,,,
aywvygpWJ4g2WEen5,,2024-10-29T15:51:58Z,,,"Sorry,ExitSurvey",2024-10-29T15:56:46Z,gameFull,,,,2024-10-29T15:51:24Z,,,,,,,,,,,
iC6HJQwcRS9JK4muX,,2024-10-29T15:59:06Z,,,ExitSurvey,2024-10-29T16:09:51Z,finished,,,,2024-10-29T15:58:22Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.1350000000000002,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,0,,
DDrAJdFZ7QT4DKfnW,,2024-10-29T15:59:02Z,,,ExitSurvey,2024-10-29T16:08:42Z,finished,,,,2024-10-29T15:58:34Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6349999999999998,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,0,,
uzbwdnRwgvWKtQ6nL,,2024-10-29T15:59:26Z,,,ExitSurvey,2024-10-29T16:08:45Z,finished,,,,2024-10-29T15:58:34Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.34,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,2,,
gf2EtSTnQXTAdbGyb,,2024-10-29T15:59:18Z,,,ExitSurvey,2024-10-29T16:09:29Z,finished,,,,2024-10-29T15:58:35Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6950000000000003,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,3,,
4zgcb53cbfShkR7LS,,2024-10-29T15:59:35Z,,,ExitSurvey,2024-10-29T16:10:26Z,finished,,,,2024-10-29T15:58:36Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.085,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,3,,
aLxGgR3wgEN5E6FWx,,2024-10-29T15:59:41Z,,,ExitSurvey,2024-10-29T16:11:43Z,finished,,,,2024-10-29T15:58:37Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.42,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,0,,
NspCn5QyGBfQeSF9f,,2024-10-29T16:00:07Z,,,ExitSurvey,2024-10-29T16:12:03Z,finished,,,,2024-10-29T15:58:38Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.61,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",A,5,,
KzhtESNMwGp4M7FzX,,2024-10-29T16:00:04Z,,,ExitSurvey,2024-10-29T16:11:06Z,finished,,,,2024-10-29T15:58:38Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.535,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,0,,
B5oyLRcWsjPnwcTkB,,2024-10-29T15:59:01Z,,,ExitSurvey,2024-10-29T16:08:42Z,finished,,,,2024-10-29T15:58:40Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,1.635,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,0,,
A4djywQbyvN2jDHeK,,2024-10-29T15:59:31Z,,,ExitSurvey,2024-10-29T16:10:26Z,finished,,,,2024-10-29T15:58:40Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.5050000000000003,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",B,7,,
poyPLtwyGQmkALEhK,,2024-10-29T16:00:22Z,,,ExitSurvey,2024-10-29T16:11:34Z,finished,,,,2024-10-29T15:58:41Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.3449999999999998,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}",A,6,,
z5BcHv5GDq9sQwk6C,,2024-10-29T15:59:18Z,,,ExitSurvey,2024-10-29T16:08:51Z,finished,,,,2024-10-29T15:58:41Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6350000000000005,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,0,,
QtbtACNaZji8GvLLi,,2024-10-29T15:59:30Z,,,ExitSurvey,2024-10-29T16:08:45Z,finished,,,,2024-10-29T15:58:42Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.235,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,2,,
brQg8xryMJdFKzDh7,,2024-10-29T15:59:35Z,,,ExitSurvey,2024-10-29T16:11:43Z,finished,,,,2024-10-29T15:58:42Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.705000000000001,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",A,0,,
o9qfcJptDpRMWk8Wj,,2024-10-29T16:02:14Z,,,ExitSurvey,2024-10-29T16:14:06Z,finished,,,,2024-10-29T15:58:44Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.83,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,0,,
oHGAPADYXA52uM9bq,,2024-10-29T15:59:22Z,,,ExitSurvey,2024-10-29T16:08:51Z,finished,,,,2024-10-29T15:58:44Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.3850000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",B,6,,
GxXsBDixGYRpXCiv5,,2024-10-29T15:59:43Z,,,ExitSurvey,2024-10-29T16:09:36Z,finished,,,,2024-10-29T15:58:44Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,1.3200000000000003,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}",A,0,,
SuRL4AxM8ojhoBSrC,,2024-10-29T16:01:32Z,,,ExitSurvey,2024-10-29T16:11:57Z,finished,,,,2024-10-29T15:58:45Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.7850000000000004,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}",B,0,,
dauhdjecvqrBKwnFx,,2024-10-29T16:00:14Z,,,ExitSurvey,2024-10-29T16:12:03Z,finished,,,,2024-10-29T15:58:48Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.805,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",A,5,,
aASdQwkRABoi5ud2J,,2024-10-29T16:02:47Z,,,"Sorry,ExitSurvey",2024-10-29T16:14:25Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2024-10-29T15:58:48Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.2349999999999994,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",B,0,16589,true
eiHnnd84eC5PnEGbf,,2024-10-29T15:59:47Z,,,ExitSurvey,2024-10-29T16:11:44Z,finished,,,,2024-10-29T15:58:49Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.105,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",A,0,,
hQH4NfzPj35biiiAd,,2024-10-29T15:59:44Z,,,ExitSurvey,2024-10-29T16:09:36Z,finished,,,,2024-10-29T15:58:49Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.5349999999999993,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,0,,
SipJaCgy6K5XQKpPs,,2024-10-29T16:00:34Z,,,ExitSurvey,2024-10-29T16:12:56Z,finished,,,,2024-10-29T15:58:50Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.5500000000000003,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,0,,
y68X729uBz3fjsz6i,,2024-10-29T15:59:52Z,,,ExitSurvey,2024-10-29T16:09:54Z,finished,,,,2024-10-29T15:58:51Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.745,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,9,,
JrbW5YFrGY6wZkwcC,,2024-10-29T16:01:16Z,,,ExitSurvey,2024-10-29T16:12:44Z,finished,,,,2024-10-29T15:58:53Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,1.8300000000000003,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}",B,12,,
A57dxQutJNkfi2J7o,,2024-10-29T16:00:17Z,,,ExitSurvey,2024-10-29T16:11:34Z,finished,,,,2024-10-29T15:58:54Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.16,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",A,6,,
onnqkYMmmjeoePdyh,,2024-10-29T16:00:38Z,,,ExitSurvey,2024-10-29T16:12:21Z,finished,,,,2024-10-29T15:58:55Z,,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.8349999999999995,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",A,3,,
DbbzW2bsKCwTtXn5a,,2024-10-29T15:59:12Z,,,ExitSurvey,2024-10-29T16:09:51Z,finished,,,,2024-10-29T15:58:57Z,,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.175,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",B,0,,
6bcyoecL73jEFeuXW,,2024-10-29T15:59:12Z,,,ExitSurvey,2024-10-29T16:09:29Z,finished,,,,2024-10-29T15:58:57Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.94,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,3,,
tsMLqwMbEd79ZacBG,,2024-10-29T16:00:32Z,,,ExitSurvey,2024-10-29T16:12:56Z,finished,,,,2024-10-29T15:58:57Z,,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.8749999999999998,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,0,,
cNXrmcgnyDrZT4EyZ,,2024-10-29T15:59:49Z,,,ExitSurvey,2024-10-29T16:09:54Z,finished,,,,2024-10-29T15:58:58Z,,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.9500000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,8,,
