_id,gameId,gametype,AA.p1,AA.p2,AB.p1,AB.p2,BA.p1,BA.p2,BB.p1,BB.p2,repNum,playerId,payoff,response,role,time,box_A,box_B,AA,AB,BA,BB,type,playerIds,game_cond,chat_cond
rNvg89zhDeLYNHZe8,qhjdNDGJe7WC74fqh,spikeBoS,29,7,0,0,0,0,7,29,22,tHEibiruKysdJbdKM,7,A,p2,13.278,green-crate,pink-crate,7,0,0,29,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
i5sKzgKQQh3ou32ds,qhjdNDGJe7WC74fqh,BoS,5,2,0,0,0,0,2,5,23,tHEibiruKysdJbdKM,5,B,p2,6.64,yellow-crate,blue-crate,2,0,0,5,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
XZ7dGcwBSzTzDSZx5,qhjdNDGJe7WC74fqh,easyPD,10,10,0,11,11,0,8,8,24,tHEibiruKysdJbdKM,10,A,p2,2.229,aqua-crate,purple-crate,10,11,0,8,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
PGZHrnmBhdsfE7Gkn,qhjdNDGJe7WC74fqh,BoS,5,3,0,0,0,0,3,5,25,tHEibiruKysdJbdKM,5,B,p2,9.515,yellow-crate,crate,3,0,0,5,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
oqW69Sk2eEpawDPPr,qhjdNDGJe7WC74fqh,hardPD,4,4,0,10,10,0,1,1,26,tHEibiruKysdJbdKM,4,A,p2,2.695,crate,aqua-crate,4,10,0,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
ecfRvwswKKpo7QxA8,qhjdNDGJe7WC74fqh,BoS,8,4,0,0,0,0,4,8,27,tHEibiruKysdJbdKM,8,B,p2,9.494,pink-crate,purple-crate,4,0,0,8,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
AKudyMhQjLhv2zAGn,qhjdNDGJe7WC74fqh,easyPD,4,4,0,5,5,0,2,2,28,tHEibiruKysdJbdKM,4,A,p2,3.52,blue-crate,pink-crate,4,5,0,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
GXpwuXmmHyJZaTBqn,qhjdNDGJe7WC74fqh,easyPD,4,4,0,6,6,0,2,2,29,tHEibiruKysdJbdKM,4,A,p2,2.125,aqua-crate,orange-crate,4,6,0,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
eje9NzYWKCvzySkpz,qhjdNDGJe7WC74fqh,easyPD,8,8,0,11,11,0,3,3,30,tHEibiruKysdJbdKM,8,A,p2,1.891,aqua-crate,pink-crate,8,11,0,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
qZ7tiXdRuHjJakivu,qhjdNDGJe7WC74fqh,spikeBoS,28,4,0,0,0,0,4,28,31,tHEibiruKysdJbdKM,28,B,p2,18.219,yellow-crate,orange-crate,4,0,0,28,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
cezR7wPzSuiEDreqb,qhjdNDGJe7WC74fqh,BoS,8,6,0,0,0,0,6,8,32,tHEibiruKysdJbdKM,6,A,p2,6.809,blue-crate,purple-crate,6,0,0,8,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
Z5raXNkbaqNiZZ7yL,qhjdNDGJe7WC74fqh,BoS,8,5,0,0,0,0,5,8,33,tHEibiruKysdJbdKM,5,A,p2,6.21,green-crate,pink-crate,5,0,0,8,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
gPJzPKEnwiHu2FyT6,qhjdNDGJe7WC74fqh,easyPD,8,8,0,9,9,0,4,4,34,tHEibiruKysdJbdKM,8,A,p2,2.208,purple-crate,orange-crate,8,9,0,4,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
vB9k5oBrGDbSgfxEA,qhjdNDGJe7WC74fqh,easyPD,6,6,0,10,10,0,3,3,35,tHEibiruKysdJbdKM,6,A,p2,2.463,yellow-crate,crate,6,10,0,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
GHwqC7zJNgwRDMEvW,qhjdNDGJe7WC74fqh,BoS,9,4,0,0,0,0,4,9,36,tHEibiruKysdJbdKM,4,A,p2,9.336,pink-crate,orange-crate,4,0,0,9,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
3tnvjybbD98grEamJ,qhjdNDGJe7WC74fqh,hardPD,4,4,0,10,10,0,3,3,37,tHEibiruKysdJbdKM,4,A,p2,2.761,blue-crate,green-crate,4,10,0,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
Xw8jw9EDE3en895J7,qhjdNDGJe7WC74fqh,easyPD,3,3,0,6,6,0,1,1,38,tHEibiruKysdJbdKM,3,A,p2,2.08,crate,pink-crate,3,6,0,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
tirpMtboDErnw7g8t,qhjdNDGJe7WC74fqh,hardPD,2,2,0,7,7,0,1,1,39,tHEibiruKysdJbdKM,7,B,p2,46.664,blue-crate,aqua-crate,2,7,0,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
8i9JFZQi6bm78MDnS,qhjdNDGJe7WC74fqh,easyPD,3,3,0,6,6,0,2,2,0,x5zqmHdp4bdvxDtGE,3,A,p1,10.071,aqua-crate,pink-crate,3,0,6,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
w8rLAX6invoXnzESJ,qhjdNDGJe7WC74fqh,easyPD,7,7,0,12,12,0,4,4,1,x5zqmHdp4bdvxDtGE,7,A,p1,3.403,purple-crate,crate,7,0,12,4,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
vBMm55cAvjLWbjfct,qhjdNDGJe7WC74fqh,easyPD,6,6,0,9,9,0,5,5,2,x5zqmHdp4bdvxDtGE,6,A,p1,3.672,crate,orange-crate,6,0,9,5,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
sMgDRGjHuTKe6JZpB,qhjdNDGJe7WC74fqh,easyPD,7,7,0,8,8,0,1,1,3,x5zqmHdp4bdvxDtGE,7,A,p1,3.627,blue-crate,orange-crate,7,0,8,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
Rzd52zCWBKxHyWvZh,qhjdNDGJe7WC74fqh,hardPD,4,4,0,12,12,0,2,2,4,x5zqmHdp4bdvxDtGE,4,A,p1,2.694,crate,orange-crate,4,0,12,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
X9Y4ZJkSbntHsSZM6,qhjdNDGJe7WC74fqh,easyPD,6,6,0,11,11,0,4,4,5,x5zqmHdp4bdvxDtGE,6,A,p1,1.698,pink-crate,green-crate,6,0,11,4,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
MvMkFB8CMY8sFjNZP,qhjdNDGJe7WC74fqh,spikeBoS,28,4,0,0,0,0,4,28,6,x5zqmHdp4bdvxDtGE,4,B,p1,55.854,crate,blue-crate,28,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
GpM7325AgEyGqm2QW,qhjdNDGJe7WC74fqh,easyPD,3,3,0,4,4,0,2,2,7,x5zqmHdp4bdvxDtGE,3,A,p1,3.408,green-crate,purple-crate,3,0,4,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
gLehx8xQXcMAa4SZS,qhjdNDGJe7WC74fqh,easyPD,8,8,0,10,10,0,4,4,8,x5zqmHdp4bdvxDtGE,8,A,p1,2.684,green-crate,orange-crate,8,0,10,4,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
nSjBXLenALvY6swSC,qhjdNDGJe7WC74fqh,BoS,9,6,0,0,0,0,6,9,9,x5zqmHdp4bdvxDtGE,9,A,p1,17.815,aqua-crate,pink-crate,9,0,0,6,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
TKiAJFc6yK3JjhY3M,qhjdNDGJe7WC74fqh,hardPD,2,2,0,8,8,0,1,1,10,x5zqmHdp4bdvxDtGE,2,A,p1,3.928,orange-crate,aqua-crate,2,0,8,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
GSAzzDb7hrRQgu4fD,qhjdNDGJe7WC74fqh,BoS,5,4,0,0,0,0,4,5,11,x5zqmHdp4bdvxDtGE,4,B,p1,9.822,crate,blue-crate,5,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
3SkYW2k32CXgoQwqm,qhjdNDGJe7WC74fqh,BoS,7,4,0,0,0,0,4,7,12,x5zqmHdp4bdvxDtGE,7,A,p1,15.19,aqua-crate,green-crate,7,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
ELFeZFqqsnoAGkHyB,qhjdNDGJe7WC74fqh,hardPD,3,3,0,11,11,0,1,1,13,x5zqmHdp4bdvxDtGE,3,A,p1,3.345,pink-crate,purple-crate,3,0,11,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
Wwq9SbH3zLt6GHRJW,qhjdNDGJe7WC74fqh,easyPD,5,5,0,6,6,0,1,1,14,x5zqmHdp4bdvxDtGE,5,A,p1,2.882,blue-crate,orange-crate,5,0,6,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
HSqYXb2qXYxrRbtu4,qhjdNDGJe7WC74fqh,spikeBoS,30,4,0,0,0,0,4,30,15,x5zqmHdp4bdvxDtGE,30,A,p1,33.863,orange-crate,blue-crate,30,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
HbrfH29FWYZthnWGT,qhjdNDGJe7WC74fqh,hardPD,4,4,0,9,9,0,3,3,16,x5zqmHdp4bdvxDtGE,4,A,p1,2.875,crate,purple-crate,4,0,9,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
jyX8Kvi7Bs6u5urZv,qhjdNDGJe7WC74fqh,BoS,4,2,0,0,0,0,2,4,17,x5zqmHdp4bdvxDtGE,2,B,p1,8.756,blue-crate,green-crate,4,0,0,2,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
v9EtJ9JgKdySPvLHj,qhjdNDGJe7WC74fqh,hardPD,5,5,0,12,12,0,4,4,18,x5zqmHdp4bdvxDtGE,5,A,p1,3.211,green-crate,crate,5,0,12,4,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
WxFucTKv8ZyP25a5s,qhjdNDGJe7WC74fqh,BoS,8,2,0,0,0,0,2,8,19,x5zqmHdp4bdvxDtGE,2,B,p1,9.902,green-crate,blue-crate,8,0,0,2,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
uccKvimEzseXrhdYA,qhjdNDGJe7WC74fqh,BoS,7,6,0,0,0,0,6,7,20,x5zqmHdp4bdvxDtGE,7,A,p1,9.092,blue-crate,orange-crate,7,0,0,6,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
57MqhEPuyQcxptksy,qhjdNDGJe7WC74fqh,BoS,6,2,0,0,0,0,2,6,21,x5zqmHdp4bdvxDtGE,2,B,p1,7.766,blue-crate,crate,6,0,0,2,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
rNvg89zhDeLYNHZe8,qhjdNDGJe7WC74fqh,spikeBoS,29,7,0,0,0,0,7,29,22,x5zqmHdp4bdvxDtGE,29,A,p1,12.809,green-crate,pink-crate,29,0,0,7,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
i5sKzgKQQh3ou32ds,qhjdNDGJe7WC74fqh,BoS,5,2,0,0,0,0,2,5,23,x5zqmHdp4bdvxDtGE,2,B,p1,7.708,yellow-crate,blue-crate,5,0,0,2,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
XZ7dGcwBSzTzDSZx5,qhjdNDGJe7WC74fqh,easyPD,10,10,0,11,11,0,8,8,24,x5zqmHdp4bdvxDtGE,10,A,p1,6.299,aqua-crate,purple-crate,10,0,11,8,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
PGZHrnmBhdsfE7Gkn,qhjdNDGJe7WC74fqh,BoS,5,3,0,0,0,0,3,5,25,x5zqmHdp4bdvxDtGE,3,B,p1,10.161,yellow-crate,crate,5,0,0,3,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
oqW69Sk2eEpawDPPr,qhjdNDGJe7WC74fqh,hardPD,4,4,0,10,10,0,1,1,26,x5zqmHdp4bdvxDtGE,4,A,p1,3.375,crate,aqua-crate,4,0,10,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
ecfRvwswKKpo7QxA8,qhjdNDGJe7WC74fqh,BoS,8,4,0,0,0,0,4,8,27,x5zqmHdp4bdvxDtGE,4,B,p1,10.433,pink-crate,purple-crate,8,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
AKudyMhQjLhv2zAGn,qhjdNDGJe7WC74fqh,easyPD,4,4,0,5,5,0,2,2,28,x5zqmHdp4bdvxDtGE,4,A,p1,3.113,blue-crate,pink-crate,4,0,5,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
GXpwuXmmHyJZaTBqn,qhjdNDGJe7WC74fqh,easyPD,4,4,0,6,6,0,2,2,29,x5zqmHdp4bdvxDtGE,4,A,p1,2.649,aqua-crate,orange-crate,4,0,6,2,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
eje9NzYWKCvzySkpz,qhjdNDGJe7WC74fqh,easyPD,8,8,0,11,11,0,3,3,30,x5zqmHdp4bdvxDtGE,8,A,p1,2.125,aqua-crate,pink-crate,8,0,11,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
qZ7tiXdRuHjJakivu,qhjdNDGJe7WC74fqh,spikeBoS,28,4,0,0,0,0,4,28,31,x5zqmHdp4bdvxDtGE,4,B,p1,19.025,yellow-crate,orange-crate,28,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
cezR7wPzSuiEDreqb,qhjdNDGJe7WC74fqh,BoS,8,6,0,0,0,0,6,8,32,x5zqmHdp4bdvxDtGE,8,A,p1,7.564,blue-crate,purple-crate,8,0,0,6,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
Z5raXNkbaqNiZZ7yL,qhjdNDGJe7WC74fqh,BoS,8,5,0,0,0,0,5,8,33,x5zqmHdp4bdvxDtGE,8,A,p1,7.216,green-crate,pink-crate,8,0,0,5,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
gPJzPKEnwiHu2FyT6,qhjdNDGJe7WC74fqh,easyPD,8,8,0,9,9,0,4,4,34,x5zqmHdp4bdvxDtGE,8,A,p1,2.648,purple-crate,orange-crate,8,0,9,4,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
vB9k5oBrGDbSgfxEA,qhjdNDGJe7WC74fqh,easyPD,6,6,0,10,10,0,3,3,35,x5zqmHdp4bdvxDtGE,6,A,p1,2.835,yellow-crate,crate,6,0,10,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
GHwqC7zJNgwRDMEvW,qhjdNDGJe7WC74fqh,BoS,9,4,0,0,0,0,4,9,36,x5zqmHdp4bdvxDtGE,9,A,p1,10.318,pink-crate,orange-crate,9,0,0,4,BoS,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
3tnvjybbD98grEamJ,qhjdNDGJe7WC74fqh,hardPD,4,4,0,10,10,0,3,3,37,x5zqmHdp4bdvxDtGE,4,A,p1,3.36,blue-crate,green-crate,4,0,10,3,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
Xw8jw9EDE3en895J7,qhjdNDGJe7WC74fqh,easyPD,3,3,0,6,6,0,1,1,38,x5zqmHdp4bdvxDtGE,3,A,p1,2.554,crate,pink-crate,3,0,6,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
tirpMtboDErnw7g8t,qhjdNDGJe7WC74fqh,hardPD,2,2,0,7,7,0,1,1,39,x5zqmHdp4bdvxDtGE,0,A,p1,3.769,blue-crate,aqua-crate,2,0,7,1,PD,"tHEibiruKysdJbdKM,x5zqmHdp4bdvxDtGE",oct2024,chat
NGXDSZMAsDeWr3ozR,nzGmHcq4J5j7Eo7sG,hardPD,2,2,0,11,11,0,1,1,0,cMrsgw4unrNBKJ6S4,11,B,p1,19.323,crate,pink-crate,2,0,11,1,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
63PmFrxrgY8S8WWoo,nzGmHcq4J5j7Eo7sG,hardPD,5,5,0,12,12,0,4,4,1,cMrsgw4unrNBKJ6S4,4,B,p1,3.851,crate,purple-crate,5,0,12,4,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
3MQ6kJQRg9RDd5TC5,nzGmHcq4J5j7Eo7sG,easyPD,10,10,0,11,11,0,2,2,2,cMrsgw4unrNBKJ6S4,11,B,p1,3.508,crate,pink-crate,10,0,11,2,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
pKKmPCJao2CBvHcYD,nzGmHcq4J5j7Eo7sG,BoS,8,2,0,0,0,0,2,8,3,cMrsgw4unrNBKJ6S4,0,A,p1,3.86,aqua-crate,crate,8,0,0,2,BoS,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
pdLTWKiZgAbBNtiu3,nzGmHcq4J5j7Eo7sG,BoS,3,2,0,0,0,0,2,3,4,cMrsgw4unrNBKJ6S4,0,A,p1,4.569,green-crate,yellow-crate,3,0,0,2,BoS,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
X2rL9rMfSrrdtcCx2,nzGmHcq4J5j7Eo7sG,easyPD,11,11,0,12,12,0,7,7,5,cMrsgw4unrNBKJ6S4,12,B,p1,3.292,purple-crate,pink-crate,11,0,12,7,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
x6aN7gRFSCT8sJX4F,nzGmHcq4J5j7Eo7sG,spikeBoS,28,4,0,0,0,0,4,28,6,cMrsgw4unrNBKJ6S4,28,A,p1,2.498,crate,aqua-crate,28,0,0,4,BoS,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
HAvMdZMoABuAe97mZ,nzGmHcq4J5j7Eo7sG,easyPD,5,5,0,7,7,0,1,1,7,cMrsgw4unrNBKJ6S4,7,B,p1,4.81,orange-crate,crate,5,0,7,1,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
anHuAJ9WkJfzS6Eym,nzGmHcq4J5j7Eo7sG,easyPD,5,5,0,9,9,0,4,4,8,cMrsgw4unrNBKJ6S4,5,A,p1,2.597,yellow-crate,pink-crate,5,0,9,4,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
nba2Rxr2ucWPnmr29,nzGmHcq4J5j7Eo7sG,hardPD,5,5,0,11,11,0,4,4,9,cMrsgw4unrNBKJ6S4,4,B,p1,3.629,purple-crate,crate,5,0,11,4,PD,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
A8DeFZSfAu7diLWzE,nzGmHcq4J5j7Eo7sG,BoS,7,6,0,0,0,0,6,7,10,cMrsgw4unrNBKJ6S4,7,A,p1,3.739,crate,pink-crate,7,0,0,6,BoS,"cMrsgw4unrNBKJ6S4,d2izbdscLwgNw7gxs",oct2024,chat
