_id,index,stageIds,gameId,createdAt,data.targets,data.payoffs,data.repNum,data.chat,data.submitted,data.player_DfhwRi77r89iZFEFD_response,data.player_DfhwRi77r89iZFEFD_time,data.player_WvggzrzGgjk4HDh9M_response,data.player_WvggzrzGgjk4HDh9M_time,data.player_Hvv3gEyCGX2zBmXK2_response,data.player_Hvv3gEyCGX2zBmXK2_time,data.player_aD8amtjzJx6jEyBMp_response,data.player_aD8amtjzJx6jEyBMp_time,data.player_m5hyD6u7arfKCWZ2h_response,data.player_m5hyD6u7arfKCWZ2h_time,data.player_rMFK4T5wzumu8iwh7_response,data.player_rMFK4T5wzumu8iwh7_time,data.player_Ew2Y7JzcqPu7Zb9P9_response,data.player_Ew2Y7JzcqPu7Zb9P9_time,data.player_YFN2b7aXAu9NEFvLC_response,data.player_YFN2b7aXAu9NEFvLC_time
Tz8zXvvwbniHgA5oa,13,"fc5EKD6Gy3iDLrbyZ,FpzPi9Qk79xfMLMvN",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",13,"{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398886358},{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398887412}",true,B,1450,B,2502,,,,,,,,,,,,
j6odAmLFzu6QpiDFc,14,"29TGGG3psGTF4PBwK,HE2N3FxGK5HmK9Kk4",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",14,"{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398894576},{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398899360}",true,B,667,B,5447,,,,,,,,,,,,
BNhf7ZuQJMp678tdM,15,"N4bC2GDi3exgKNntv,TpHBGTHCQ6cS4ao6F",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",15,"{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398907745},{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398907117}",true,B,1196,A,1819,,,,,,,,,,,,
3HzpfLiXv4HCczpXZ,16,"JC7EBaCBeoxRRyh3b,aiKX2NpaidgvumjMH",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",16,"{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398915361},{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398916010}",true,B,2090,A,1436,,,,,,,,,,,,
LL9bcZg2Tf4HmeNop,17,"yb5mMyNHSzyCkCwvL,CgZpu3EXRD5Myd9Jq",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",17,"{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398924620},{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398924861}",true,A,1921,B,1674,,,,,,,,,,,,
a7TgCj6zRPhaM436S,18,"GfpemfWo4QoZfF3GJ,a8DGe2X6yD9bv9JXD",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":3},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",18,"{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398933442},{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398932992}",true,A,1063,A,1508,,,,,,,,,,,,
GrpACDnm3vemubYHL,19,"tFFNuckmY86zbSusE,9FcyxJmR6JGtkpWfq",2iyt5HqNWAyYtZvWc,2021-11-08T19:12:31Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",19,"{""text"":null,""playerId"":""WvggzrzGgjk4HDh9M"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398941626},{""text"":null,""playerId"":""DfhwRi77r89iZFEFD"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398941267}",true,B,1341,A,1694,,,,,,,,,,,,
zeYeMFGeBKzmTixWD,0,"TXNK3izmwbxp97yFY,5dFRavFjbwZgfokpe",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",0,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398797284},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398803789}",true,,,,,A,16068,B,9557,,,,,,,,
g3zCdpuspGBjLjkfG,1,"kY5fWhiQZLbxEjcRw,Taq556jKYHDYXZ9ta",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",1,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398812162},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398816628}",true,,,,,B,2234,A,6724,,,,,,,,
ffgSfrus3mfQXcMGY,2,"TankasDpcEJz6bfHj,zzLd6wrrAf5oRzrP5",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",2,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398825387},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398827364}",true,,,,,B,2443,A,4418,,,,,,,,
xLTv2KhgoGtHPm7Qh,3,"8usR3eqvtnrnNpQtY,GDKidWgMzzZe9WaR2",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",3,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398837443},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398838139}",true,,,,,B,4247,A,3540,,,,,,,,
LAhmHxA9msSnv2Ero,4,"zvNHeJ2g9yowDyTS4,tbmhfWptpTzDGsRAZ",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",4,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398849709},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398853864}",true,,,,,B,4811,A,8963,,,,,,,,
oR5mMrXQTQL2BrLt5,5,"WyFcQtuWBTS25zrBJ,EmtBE2cc6Lwtk4Kt6",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",5,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398862333},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398863192}",true,,,,,B,3279,B,2415,,,,,,,,
GQCHz6TBzEyK3ySnX,6,"MMRsJqKch9QTAuhin,ozRRvevj6G8uK87WQ",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",6,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398872479},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398873442}",true,,,,,B,3537,B,2568,,,,,,,,
roQgvYhrLEdLHocZi,7,"aCdttfoQjxFrQYmeb,r9BSNk95zijXQ9KWm",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":3},""BA"":{""p1"":3,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",7,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398882159},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398884659}",true,,,,,A,2253,A,4752,,,,,,,,
jYZaeA2zRPQpD98JB,8,"mTWSymh5FiSggnJed,2Dt5p9j3rTdCyH3gs",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":3},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",8,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398893272},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398896020}",true,,,,,A,2354,B,5103,,,,,,,,
QgrQmQiAaAgP36ddx,9,"sXM25h2CnvvMG2Cha,AGwfdpn55pFtvbBsd",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",9,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398906124},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398907108}",true,,,,,B,4193,B,3197,,,,,,,,
QZnAJ2unvCKe3XoJk,10,"H2sEod76aeF5ZFPhf,hvrDCcJsR2A73JMDD",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",10,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398915687},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398916905}",true,,,,,B,2927,B,1701,,,,,,,,
CX3ipZzMDdpnSjA26,11,"kJrxWz7Bazk9MjQPq,BtpGrb8mbN7pnPBJn",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",11,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398926013},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398926315}",true,,,,,B,3321,A,3016,,,,,,,,
roXA5jyhire4zH34h,12,"MzbPerHMpm7ELhYDS,sKB7ThAewWYsnJRZy",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":4},""BA"":{""p1"":4,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",12,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398935406},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398936601}",true,,,,,B,3669,B,2474,,,,,,,,
