_id,index,stageIds,gameId,createdAt,data.targets,data.payoffs,data.repNum,data.chat,data.submitted,data.player_DfhwRi77r89iZFEFD_response,data.player_DfhwRi77r89iZFEFD_time,data.player_WvggzrzGgjk4HDh9M_response,data.player_WvggzrzGgjk4HDh9M_time,data.player_Hvv3gEyCGX2zBmXK2_response,data.player_Hvv3gEyCGX2zBmXK2_time,data.player_aD8amtjzJx6jEyBMp_response,data.player_aD8amtjzJx6jEyBMp_time,data.player_m5hyD6u7arfKCWZ2h_response,data.player_m5hyD6u7arfKCWZ2h_time,data.player_rMFK4T5wzumu8iwh7_response,data.player_rMFK4T5wzumu8iwh7_time,data.player_Ew2Y7JzcqPu7Zb9P9_response,data.player_Ew2Y7JzcqPu7Zb9P9_time,data.player_YFN2b7aXAu9NEFvLC_response,data.player_YFN2b7aXAu9NEFvLC_time
G6m7hWjc2yedk7WCL,13,"sv3NKaTzWRHFSPzD4,bZ4nLycR8hosXFhL3",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",13,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398945819},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398946364}",true,,,,,B,2877,A,3422,,,,,,,,
ZB9QsfpT5Fk4Kir2Y,14,"ivAy6o6Xaa8z8tXae,chvJx9ag2EsPmnsBT",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",14,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398957233},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398958240}",true,,,,,A,5303,B,4290,,,,,,,,
Ky7yAcTyNnYTqqvLZ,15,"tZEGEqGDnySHGJD9X,yse9RmCtmb7rxQLAd",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",15,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398968375},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398968639}",true,,,,,B,3695,B,3427,,,,,,,,
wuwJa6iiigpgHZ4E5,16,"8aKNjeC3soFYRWnFF,25eFGy28RDhfSQiav",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",16,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398978800},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398978908}",true,,,,,B,3850,A,3955,,,,,,,,
KTNti5CaBCAKFJJJo,17,"yCRJChewrFg7hBEwf,mtgsJEkS8SCE8xn2n",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",17,"{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398988401},{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398988412}",true,,,,,B,3442,B,3450,,,,,,,,
ZmG9uXZyqrX4v2zns,18,"Dp5SryMuiZLmCT3eB,8zYC4QBcuccyDzkP7",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",18,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398998593},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399001295}",true,,,,,B,6336,B,3624,,,,,,,,
Ej9nWknpCKFgwfWmN,19,"A2FGyCxeTsZK3DdN5,GWpWyfRR8psobRgoF",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",19,"{""text"":null,""playerId"":""aD8amtjzJx6jEyBMp"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399010222},{""text"":null,""playerId"":""Hvv3gEyCGX2zBmXK2"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399011666}",true,,,,,B,3709,B,2263,,,,,,,,
u7yGNjn4Dq5y5roHM,0,"v6nPWYZLvue4SxsPW,WB44sFXPmopS9gkMD",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":3},""BA"":{""p1"":3,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",0,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398896668},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398901445}",true,,,,,,,,,A,19633,A,14852,,,,
n8HQKpFxYZRmFm7dF,1,"NCnamFQy5SLbGCmv2,43kEBgzm2pAEZTimg",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",1,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398912453},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398918555}",true,,,,,,,,,A,5517,B,11631,,,,
wsEj3B9Dw6pRLLG5g,2,"2H86pFQXbj8uHjENe,qQypBMvaxgWc4Y8Xn",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",2,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398933450},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398935808}",true,,,,,,,,,A,9850,A,7489,,,,
cDKskbvfwDqXJMhaZ,3,"tCbWXBzQjRxYiAcuS,DnhFsFRe5iHfXJrqE",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",3,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398945867},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398948170}",true,,,,,,,,,B,6231,A,3925,,,,
qut2gSoeDRYEJhzAn,4,"LEbhHwSKjJKxbibEC,45H7nSu3hQgS85Lyw",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",4,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398956872},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398959088}",true,,,,,,,,,A,5153,A,2934,,,,
i47yyk3kSsfGWpKGM,5,"m2tkBoSLt59mLcLaM,xEq9SQtYMQLvMtZiR",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":6,""p2"":6}}",5,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398968481},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398969103}",true,,,,,,,,,A,3483,B,4102,,,,
bHhnBuXRJZFwA93mk,6,"KqFWHEyhjMBhEsCSz,F5RZAuovzrjps6s37",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",6,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398978672},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398983944}",true,,,,,,,,,B,8002,B,2727,,,,
gMepK4tvZmjKKJRMh,7,"i3JqRm5EDJ7cNtu8M,CaMEZCGsBb7CwTZfK",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",7,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398991788},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398994070}",true,,,,,,,,,A,4122,B,1838,,,,
GPxuXMaCxzXTbZhL6,8,"eWh5cDgNbR7ANW77Z,KBj3mqowugEpW4NvX",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",8,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399003979},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399004241}",true,,,,,,,,,B,4012,B,4274,,,,
KiTP6nZmgC3y5M8Q9,9,"2mQ8xyv6DFRhsECew,TaddanyRC3GaopFnz",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",9,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399016901},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399015556}",true,,,,,,,,,B,4948,B,3603,,,,
SigpQiZ36pwoKLM5o,10,"2WvwELPa2jQdmkmZE,paT5yKhJFpaC7uRji",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",10,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399026129},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399025962}",true,,,,,,,,,B,3163,B,2995,,,,
F5qzaRu9eSbfHTqfD,11,"2ha3QRi2QLf7F5ba7,7ZusGwimhaXqAAAta",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",11,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399034468},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399039370}",true,,,,,,,,,B,6401,B,1496,,,,
xxKHdcj5zznZazYc3,12,"ve3mLxtFFjZQyNE2F,b8shukAWdtKNyZuqi",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",12,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399046169},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399048570}",true,,,,,,,,,A,3609,A,1205,,,,
z8pWR47zF3doDDsna,13,"QPYevuzMZ55EgFpvY,xZmL5iwmAT7wHGowa",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":6,""p2"":6}}",13,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399055256},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399060380}",true,,,,,,,,,A,6419,B,1293,,,,
6YQu36dbtueKgWuCv,14,"3fbukNsMi4jmhNsdt,phzaENr7yjFXPDWET",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",14,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399069300},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399070896}",true,,,,,,,,,B,4927,B,3328,,,,
7w89ukMnKSY9GpENs,15,"C5hqAxXaBLi2MoLiD,FHtYgXZc3LatkaoQ7",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",15,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399077885},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399081220}",true,,,,,,,,,B,4248,B,911,,,,
e2oSzHgwzcDgSSmeQ,16,"xGMC7dhZtigpv69DW,EKx3EfizyFrkyio4b",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":7,""p2"":7}}",16,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399087758},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399091074}",true,,,,,,,,,B,4093,B,773,,,,
KEKWLqa4CmHYfsmha,17,"zREZkoMCRvxvAuByD,NJRjmvGJrsT3ST4Ab",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",17,"{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399098975},{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399100548}",true,,,,,,,,,B,3514,B,1937,,,,
6px68To7sStbYMuHc,18,"MGLbMTKAhbzmCjBoe,m9cKRpvPfwckGnoFW",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",18,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399109148},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399107752}",true,,,,,,,,,B,3166,B,1769,,,,
JNPfSqdMD2qZ7tG4m,19,"Ck62Fec4witbp4W3F,PWdmoPHj6CWeeWJZ9",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",19,"{""text"":null,""playerId"":""m5hyD6u7arfKCWZ2h"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636399118550},{""text"":null,""playerId"":""rMFK4T5wzumu8iwh7"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399117908}",true,,,,,,,,,B,3561,A,2917,,,,
6hLwTxx8FNAMD8HEy,0,"rdPqwwgrsHJtjR4Fv,Xuib4fR6borHCb3q7",hX4iCqsQSa2GCa4DS,2021-11-08T19:15:08Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",0,"{""text"":null,""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398914934},{""text"":null,""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398923660}",true,,,,,,,,,,,,,A,5742,B,14467
hvDHS6A36kAntt4Ea,1,"YC7tyGbK4R5fSsoXb,MHc89JHGGh3ntWnBw",hX4iCqsQSa2GCa4DS,2021-11-08T19:15:08Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":6,""p2"":6}}",1,"{""text"":null,""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398930597},{""text"":null,""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398940129}",true,,,,,,,,,,,,,A,658,A,10191
eZpmDDwgAYixiFSzG,2,"FiB2ZQTrcJqW969o6,Q44pgyQL54CLe2QWQ",hX4iCqsQSa2GCa4DS,2021-11-08T19:15:08Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",2,"{""text"":null,""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398947680},{""text"":null,""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398954407}",true,,,,,,,,,,,,,A,1743,A,8469
htuztMCzuyg53Hp5c,3,"RkEF5PuPTo9ikGZaF,wKg3BisP8D9kQqQKL",hX4iCqsQSa2GCa4DS,2021-11-08T19:15:08Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":3},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",3,"{""text"":null,""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398961936},{""text"":null,""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398970419}",true,,,,,,,,,,,,,A,990,B,9471
tC3Ste6YeskoYrvtq,4,"XpnZa7D6hDJzesz4T,ro8R4CxMbKmdY34RB",hX4iCqsQSa2GCa4DS,2021-11-08T19:15:08Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":7,""p2"":7}}",4,"{""text"":null,""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398977238},{""text"":null,""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636398981061}",true,,,,,,,,,,,,,A,287,A,4113
QAHDw6F9whRCpCdo2,5,"JvMFhDceYiREYqBr5,cngsRq5NMozsiWLFt",hX4iCqsQSa2GCa4DS,2021-11-08T19:15:08Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",5,"{""text"":null,""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""selectionAlert"",""time"":1636398990907},{""text"":""pink"",""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""message"",""time"":1636398999688},{""text"":""im gonna pick pink box"",""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""message"",""time"":1636399002835},{""text"":""oki"",""playerId"":""Ew2Y7JzcqPu7Zb9P9"",""role"":""p1"",""type"":""message"",""time"":1636399004789},{""text"":null,""playerId"":""YFN2b7aXAu9NEFvLC"",""role"":""p2"",""type"":""selectionAlert"",""time"":1636399010649}",true,,,,,,,,,,,,,A,3958,A,23698
