id,bonus
5f1c66f13d69c002fa1fe42f,0.67
60d8fed161008c0d4f3ae473,0.78
6176966806de000024ed0ddf,0.83
5f0b29b60caf8d40f6680f00,0.65
5eb822afecad7e02d5d5566e,0.51
5fa23c9b64b18a4067cc842e,1.11
613e4bf960ca68f8de00e5e7,0.97
5b8c8e7d0c740e00019d55c3,0.82
5c573e54e9813700018acc31,0
5f97e6601f6d0e016087fc91,0
