_id,gameId,AA.p1,AA.p2,AB.p1,AB.p2,BA.p1,BA.p2,BB.p1,BB.p2,repNum,playerId,response,time,box_A,box_B,role,AA,AB,BA,BB
6hLwTxx8FNAMD8HEy,hX4iCqsQSa2GCa4DS,6,6,0,7,7,0,5,5,0,YFN2b7aXAu9NEFvLC,B,14.467,purple-crate,aqua-crate,p2,6,7,0,5
hvDHS6A36kAntt4Ea,hX4iCqsQSa2GCa4DS,7,7,0,9,9,0,6,6,1,YFN2b7aXAu9NEFvLC,A,10.191,green-crate,pink-crate,p2,7,9,0,6
eZpmDDwgAYixiFSzG,hX4iCqsQSa2GCa4DS,8,8,0,9,9,0,4,4,2,YFN2b7aXAu9NEFvLC,A,8.469,purple-crate,crate,p2,8,9,0,4
htuztMCzuyg53Hp5c,hX4iCqsQSa2GCa4DS,3,3,0,7,7,0,2,2,3,YFN2b7aXAu9NEFvLC,B,9.471,orange-crate,crate,p2,3,7,0,2
tC3Ste6YeskoYrvtq,hX4iCqsQSa2GCa4DS,8,8,0,9,9,0,7,7,4,YFN2b7aXAu9NEFvLC,A,4.113,green-crate,crate,p2,8,9,0,7
QAHDw6F9whRCpCdo2,hX4iCqsQSa2GCa4DS,7,7,0,8,8,0,4,4,5,YFN2b7aXAu9NEFvLC,A,23.698,pink-crate,yellow-crate,p2,7,8,0,4
WAboBzsPPedfq6qz5,hX4iCqsQSa2GCa4DS,8,8,0,9,9,0,6,6,6,YFN2b7aXAu9NEFvLC,A,13.957,orange-crate,aqua-crate,p2,8,9,0,6
4SvJwFFs5R2AQBkKM,hX4iCqsQSa2GCa4DS,4,4,0,7,7,0,3,3,7,YFN2b7aXAu9NEFvLC,A,12.233,green-crate,yellow-crate,p2,4,7,0,3
KsM8Jk4LdXfAKnixQ,hX4iCqsQSa2GCa4DS,8,8,0,9,9,0,6,6,8,YFN2b7aXAu9NEFvLC,A,11.286,purple-crate,green-crate,p2,8,9,0,6
vWFsF6GhFjeazQYNo,hX4iCqsQSa2GCa4DS,7,7,0,8,8,0,3,3,9,YFN2b7aXAu9NEFvLC,A,11.104,aqua-crate,pink-crate,p2,7,8,0,3
kkbDtsHzhDemkawzE,hX4iCqsQSa2GCa4DS,2,2,0,6,6,0,1,1,10,YFN2b7aXAu9NEFvLC,A,10.063,yellow-crate,crate,p2,2,6,0,1
KrW3n79NwteYheakJ,hX4iCqsQSa2GCa4DS,2,2,0,8,8,0,1,1,11,YFN2b7aXAu9NEFvLC,A,15.537,crate,orange-crate,p2,2,8,0,1
BeJeSXuRW8FAogLSd,hX4iCqsQSa2GCa4DS,7,7,0,9,9,0,6,6,12,YFN2b7aXAu9NEFvLC,A,10.443,aqua-crate,pink-crate,p2,7,9,0,6
FD4vJXRdoy3T53gEf,hX4iCqsQSa2GCa4DS,4,4,0,5,5,0,2,2,13,YFN2b7aXAu9NEFvLC,A,8.036,yellow-crate,green-crate,p2,4,5,0,2
RrrkPvvdkFjy7tErT,hX4iCqsQSa2GCa4DS,4,4,0,5,5,0,1,1,14,YFN2b7aXAu9NEFvLC,A,8.814,green-crate,orange-crate,p2,4,5,0,1
SyD3qvGr2TGmd6dj3,hX4iCqsQSa2GCa4DS,2,2,0,8,8,0,1,1,15,YFN2b7aXAu9NEFvLC,A,12.22,crate,green-crate,p2,2,8,0,1
zRQsnryfCLx74EZSG,hX4iCqsQSa2GCa4DS,5,5,0,7,7,0,1,1,16,YFN2b7aXAu9NEFvLC,A,7.86,green-crate,crate,p2,5,7,0,1
2486gWTTZhJ8hqnMg,hX4iCqsQSa2GCa4DS,6,6,0,8,8,0,3,3,17,YFN2b7aXAu9NEFvLC,A,8.513,green-crate,yellow-crate,p2,6,8,0,3
zjzpA9b4pRQ84CQmd,hX4iCqsQSa2GCa4DS,3,3,0,8,8,0,1,1,18,YFN2b7aXAu9NEFvLC,A,8.699,orange-crate,aqua-crate,p2,3,8,0,1
DSyNooGZii4ncBBFe,hX4iCqsQSa2GCa4DS,5,5,0,7,7,0,4,4,19,YFN2b7aXAu9NEFvLC,A,7.052,green-crate,orange-crate,p2,5,7,0,4
